model,scheme,bin,n,median_gt_px,median_dice,mean_dice,mean_recall,mean_precision,zero_dice_n,zero_dice_rate,empty_pred_n
distill_p3_adaptive_hard,absolute,<2k,2,986.0,0.1297134238310709,0.1297134238310709,0.07478260869565215,0.4886363636363636,1,0.5,0
distill_p3_adaptive_hard,absolute,>20k,27,23968.0,0.7361150168728909,0.7176347973183425,0.6233341398394752,0.8928466729457328,0,0.0,0
distill_p3_adaptive_hard,decile,D1,19,4071.0,0.7887998085437358,0.6632514358312748,0.7075868879363053,0.6821149300078583,1,0.05263157894736842,0
distill_p3_adaptive_hard,decile,D10,19,31415.0,0.698255033557047,0.6826838824017226,0.5690234515574433,0.899017923933816,0,0.0,0
distill_p3_adaptive_hard,decile,D2,18,5445.5,0.831562608031658,0.7561061386752841,0.7912351182750348,0.7547782572864943,0,0.0,0
distill_p3_adaptive_hard,decile,D3,19,6686.0,0.7455066921606118,0.6841626139726569,0.6572325489714078,0.7323859382830922,0,0.0,0
distill_p3_adaptive_hard,decile,D4,18,8665.5,0.7940404922448683,0.8005400216169776,0.7540684653036968,0.8763502975366889,0,0.0,0
distill_p3_adaptive_hard,decile,D5,19,10622.0,0.8243259154597904,0.7732221157198242,0.7238451717236689,0.8735918163483718,0,0.0,0
distill_p3_adaptive_hard,decile,D6,18,11957.5,0.8682163447608402,0.7944327117506932,0.7405501875944188,0.8786842605508152,0,0.0,0
distill_p3_adaptive_hard,decile,D7,18,13841.0,0.7983482926775445,0.7262134452351505,0.6670665364943836,0.8495416632672538,0,0.0,0
distill_p3_adaptive_hard,decile,D8,19,15506.0,0.8598480978168318,0.7756165871437787,0.7262040752112697,0.875026093304925,0,0.0,0
distill_p3_adaptive_hard,decile,D9,18,19152.0,0.8064978699174306,0.7653508748279051,0.7288657781920405,0.8311693924106431,0,0.0,0
distill_segformer_b0_distilled,quintile,Q1,37,4884.0,0.8374922408441962,0.756447027804561,0.7836198080852006,0.7736136084049274,0,0.0,0
distill_segformer_b0_distilled,quintile,Q2,37,7671.0,0.8060925600468658,0.7674081383938354,0.7025286359056326,0.8653967505400288,0,0.0,0
distill_segformer_b0_distilled,quintile,Q3,37,11324.0,0.8239942528735632,0.7882841826172778,0.7314479075259899,0.9002241684432692,0,0.0,0
distill_segformer_b0_distilled,quintile,Q4,37,14382.0,0.81439550450376,0.770872332147589,0.7077793528938636,0.8835044174017936,0,0.0,0
distill_segformer_b0_distilled,quintile,Q5,37,21744.0,0.8074832107451231,0.7570430987977612,0.6902265371812182,0.8895610197530845,0,0.0,0
distill_segformer_b0_distilled,absolute,10-20k,81,13751.0,0.8221387427998998,0.7800524838940224,0.7234902936776052,0.8871050019701998,0,0.0,0
distill_segformer_b0_distilled,absolute,2-5k,17,4132.0,0.8374922408441962,0.7546261096526209,0.8116593398987376,0.7529197427661934,0,0.0,0
distill_segformer_b0_distilled,absolute,5-10k,58,6750.0,0.814582093815891,0.7799560882228903,0.731542743625321,0.8589324034335908,0,0.0,0
distill_segformer_b0_distilled,absolute,<2k,2,986.0,0.4128297171851556,0.4128297171851556,0.5410293028668147,0.37879322328947085,0,0.0,0
distill_segformer_b0_distilled,absolute,>20k,27,23968.0,0.7640404176038135,0.7409636755685036,0.6616600976568026,0.9008997057687467,0,0.0,0
distill_segformer_b0_distilled,decile,D1,19,4071.0,0.829388329036794,0.7186475420244666,0.7831719675795877,0.7135380038739069,0,0.0,0
distill_segformer_b0_distilled,decile,D10,19,31415.0,0.7627411299456007,0.7130013503203343,0.6080409266643985,0.9160948825771996,0,0.0,0
distill_segformer_b0_distilled,decile,D2,18,5445.5,0.8519656303883777,0.7963464850168828,0.7840925286189031,0.8370267465210046,0,0.0,0
distill_segformer_b0_distilled,decile,D3,19,6686.0,0.8049217350673623,0.7297338231598209,0.6715889878385878,0.8249074804711568,0,0.0,0
distill_segformer_b0_distilled,decile,D4,18,8665.5,0.814582093815891,0.8071754711408504,0.7351871533097357,0.9081354245016158,0,0.0,0
distill_segformer_b0_distilled,decile,D5,19,10622.0,0.8221387427998998,0.7721270495413615,0.7198788532673704,0.8793645914226166,0,0.0,0
distill_segformer_b0_distilled,decile,D6,18,11957.5,0.8414094639653865,0.805338934197412,0.7436596870211993,0.9222426108539583,0,0.0,0
distill_segformer_b0_distilled,decile,D7,18,13841.0,0.8027068770513945,0.7690950270510383,0.7096957476922365,0.8786750893831349,0,0.0,0
distill_segformer_b0_distilled,decile,D8,19,15506.0,0.8434190393327533,0.7725560948706374,0.7059638209796156,0.8880795702615759,0,0.0,0
distill_segformer_b0_distilled,decile,D9,18,19152.0,0.8169154131848416,0.8035316110794899,0.7769780149489723,0.8615530534387406,0,0.0,0
distill_segformer_b2_teacher,quintile,Q1,37,4884.0,0.8226030569708198,0.7546628863683092,0.776993103973189,0.7928976859688703,0,0.0,0
distill_segformer_b2_teacher,quintile,Q2,37,7671.0,0.8156068545531794,0.7459146612095078,0.6921153076969622,0.8280250916970784,0,0.0,0
distill_segformer_b2_teacher,quintile,Q3,37,11324.0,0.8236917524678908,0.8039989070927895,0.745000512327388,0.897181345058701,0,0.0,0
distill_segformer_b2_teacher,quintile,Q4,37,14382.0,0.8611964002117523,0.7959974096461223,0.7591601251506989,0.8729550469104741,0,0.0,0
distill_segformer_b2_teacher,quintile,Q5,37,21744.0,0.7737528462016146,0.7456258123879512,0.6674058098246471,0.9049760224464142,0,0.0,0
distill_segformer_b2_teacher,absolute,10-20k,81,13751.0,0.8460359262607602,0.7978018884962306,0.7462592388755002,0.8853586769675535,0,0.0,0
distill_segformer_b2_teacher,absolute,2-5k,17,4132.0,0.8287171007303293,0.773489116785607,0.8118396787617549,0.7793105950831258,0,0.0,0
distill_segformer_b2_teacher,absolute,5-10k,58,6750.0,0.8135311572782122,0.764652255120408,0.711986099809297,0.8447393335997815,0,0.0,0
distill_segformer_b2_teacher,absolute,<2k,2,986.0,0.291698735741415,0.291698735741415,0.9111922141119222,0.1741610275812706,0,0.0,0
distill_segformer_b2_teacher,absolute,>20k,27,23968.0,0.7556246299585554,0.7261071042983944,0.6421895806284573,0.9128802130474832,0,0.0,0
distill_segformer_b2_teacher,decile,D1,19,4071.0,0.8226030569708198,0.7227743398335867,0.8222978403775619,0.7156106406092464,0,0.0,0
distill_segformer_b2_teacher,decile,D10,19,31415.0,0.7239557763682423,0.683395065385027,0.5907214446132286,0.9045411101312979,0,0.0,0
distill_segformer_b2_teacher,decile,D2,18,5445.5,0.8242194888636682,0.7883230188216276,0.7291714377685732,0.8744784560706955,0,0.0,0
distill_segformer_b2_teacher,decile,D3,19,6686.0,0.8016517736257786,0.7405921131021328,0.694800175700894,0.8192031131252859,0,0.0,0
distill_segformer_b2_teacher,decile,D4,18,8665.5,0.8198754056471812,0.751532906433959,0.6892812803594787,0.8373371801895257,0,0.0,0
distill_segformer_b2_teacher,decile,D5,19,10622.0,0.8075670114876836,0.7882130764357193,0.7415154828307727,0.8709874475349467,0,0.0,0
distill_segformer_b2_teacher,decile,D6,18,11957.5,0.8573124466977806,0.8206617283419191,0.7486791545738151,0.9248304591115528,0,0.0,0
distill_segformer_b2_teacher,decile,D7,18,13841.0,0.8137433751806985,0.7533464682199721,0.719185765520438,0.8415170400709813,0,0.0,0
distill_segformer_b2_teacher,decile,D8,19,15506.0,0.8718383600029497,0.8364035646814225,0.7970305711162093,0.9027384218110466,0,0.0,0
distill_segformer_b2_teacher,decile,D9,18,19152.0,0.8424518231057578,0.8113138231132603,0.7483504175478113,0.905435096556815,0,0.0,0
distill_segformer_b5__seed2026,quintile,Q1,37,4884.0,0.850592885375494,0.7714570463829672,0.7855955651216837,0.7900597387925574,0,0.0,0
distill_segformer_b5__seed2026,quintile,Q2,37,7671.0,0.8368469949260344,0.7557347043877181,0.7054675811704012,0.8281398576450175,0,0.0,0
distill_segformer_b5__seed2026,quintile,Q3,37,11324.0,0.8562753036437247,0.7825778450844021,0.7333438316583452,0.8547910373135817,1,0.02702702702702703,0
distill_segformer_b5__seed2026,quintile,Q4,37,14382.0,0.8223824348680977,0.7845745459461281,0.733694350476189,0.8834496082117811,0,0.0,0
distill_segformer_b5__seed2026,quintile,Q5,37,21744.0,0.7638892325966987,0.7437337684252187,0.649273306545592,0.9347750348878655,0,0.0,0
distill_segformer_b5__seed2026,absolute,10-20k,81,13751.0,0.8309302878896027,0.7806534840282325,0.7231624034579128,0.8825236833422916,1,0.012345679012345678,0
distill_segformer_b5__seed2026,absolute,2-5k,17,4132.0,0.8297678652708238,0.7874236771470117,0.8271764007874216,0.795966447974606,0,0.0,0
distill_segformer_b5__seed2026,absolute,5-10k,58,6750.0,0.8431203726691486,0.7747918310700025,0.733936110583352,0.8331548615354406,0,0.0,0
distill_segformer_b5__seed2026,absolute,<2k,2,986.0,0.17108240057156465,0.17108240057156465,0.3373849571564582,0.1146128262053718,0,0.0,0
distill_segformer_b5__seed2026,absolute,>20k,27,23968.0,0.7726611730489579,0.744802109532917,0.6515423582350882,0.9335892465081292,0,0.0,0
distill_segformer_b5__seed2026,decile,D1,19,4071.0,0.7549496916585524,0.7225456480338067,0.7756194067210044,0.7242450141041603,0,0.0,0
distill_segformer_b5__seed2026,decile,D10,19,31415.0,0.7819089756526689,0.7392582790104054,0.650063765550359,0.9324157096840056,0,0.0,0
distill_segformer_b5__seed2026,decile,D2,18,5445.5,0.8843033654735717,0.8230857446404143,0.7961259545446233,0.8595308370747543,0,0.0,0
distill_segformer_b5__seed2026,decile,D3,19,6686.0,0.824086726792384,0.7036049482727808,0.6608705425541498,0.7676147760589023,0,0.0,0
distill_segformer_b5__seed2026,decile,D4,18,8665.5,0.8398459586630661,0.8107605580645963,0.7525422330431107,0.8920274437636946,0,0.0,0
distill_segformer_b5__seed2026,decile,D5,19,10622.0,0.8427258193445244,0.7695340413693877,0.7215252297263945,0.8454156280286959,1,0.05263157894736842,0
distill_segformer_b5__seed2026,decile,D6,18,11957.5,0.8637637541146312,0.7963463045613618,0.7458190225865153,0.86468730266985,0,0.0,0
distill_segformer_b5__seed2026,decile,D7,18,13841.0,0.7710804648223559,0.7517537035859859,0.7123792610057919,0.8552447024699338,0,0.0,0
distill_segformer_b5__seed2026,decile,D8,19,15506.0,0.882871039831734,0.8156679755504739,0.7538875931323548,0.9101700452303737,0,0.0,0
distill_segformer_b5__seed2026,decile,D9,18,19152.0,0.7479850177343959,0.7484578961408548,0.6484389331516716,0.937265433714162,0,0.0,0
distill_segformer_b5__seed42,quintile,Q1,37,4884.0,0.8450188476036619,0.7502304458821357,0.7641187693784389,0.7789274779164029,1,0.02702702702702703,0
distill_segformer_b5__seed42,quintile,Q2,37,7671.0,0.8034118048447629,0.7467237753029323,0.6858914355419926,0.8391617294556212,0,0.0,0
distill_segformer_b5__seed42,quintile,Q3,37,11324.0,0.8309612010138429,0.7456972456739489,0.6816544704233429,0.858391362068995,2,0.05405405405405406,0
distill_segformer_b5__seed42,quintile,Q4,37,14382.0,0.8104738154613467,0.781100658288253,0.7163391814521703,0.8932571116539288,0,0.0,0
distill_segformer_b5__seed42,quintile,Q5,37,21744.0,0.7811095415435984,0.739981783987116,0.6389533247571494,0.9352715019426793,0,0.0,0
distill_segformer_b5__seed42,absolute,10-20k,81,13751.0,0.8290654823773977,0.7714071177401288,0.7036407272534686,0.888032541424945,2,0.024691358024691357,0
distill_segformer_b5__seed42,absolute,2-5k,17,4132.0,0.8382590005373455,0.8156268679179632,0.8225631851904905,0.8367199610524031,0,0.0,0
distill_segformer_b5__seed42,absolute,5-10k,58,6750.0,0.812608328576112,0.740375117436172,0.6893515515971869,0.8209997657995366,1,0.017241379310344827,0
distill_segformer_b5__seed42,absolute,<2k,2,986.0,0.2730952034829215,0.2730952034829215,0.7158288374061145,0.1789598591509057,0,0.0,0
distill_segformer_b5__seed42,absolute,>20k,27,23968.0,0.7617962644058816,0.7192805232649137,0.6157368516387451,0.9316503127557733,0,0.0,0
distill_segformer_b5__seed42,decile,D1,19,4071.0,0.8059701492537313,0.758518271661643,0.811327990686872,0.7674820555890874,0,0.0,0
distill_segformer_b5__seed42,decile,D10,19,31415.0,0.7465453511515496,0.6859822460063698,0.5776092163462758,0.9250529896228885,0,0.0,0
distill_segformer_b5__seed42,decile,D2,18,5445.5,0.8562499619645227,0.7414821853371001,0.7142868135528708,0.7910087570396803,1,0.05555555555555555,0
distill_segformer_b5__seed42,decile,D3,19,6686.0,0.7836146105696854,0.7350138293923979,0.680348356771903,0.8255657179357309,0,0.0,0
distill_segformer_b5__seed42,decile,D4,18,8665.5,0.8097737853497191,0.7590842737640521,0.6917424631326425,0.8535130749488389,0,0.0,0
distill_segformer_b5__seed42,decile,D5,19,10622.0,0.7883327179703571,0.722954132592949,0.6566833344351289,0.8528787101134112,1,0.05263157894736842,0
distill_segformer_b5__seed42,decile,D6,18,11957.5,0.8586849188435146,0.7697038650372269,0.7080128917442354,0.8642102724665555,1,0.05555555555555555,0
distill_segformer_b5__seed42,decile,D7,18,13841.0,0.7724748708706954,0.7478415060818224,0.6830559096173348,0.8673615291697945,0,0.0,0
distill_segformer_b5__seed42,decile,D8,19,15506.0,0.8663946802017412,0.8126093287996086,0.747870702137804,0.9177897687441611,0,0.0,0
distill_segformer_b5__seed42,decile,D9,18,19152.0,0.8020475640135789,0.7969812963001259,0.7037054391908496,0.9460577093913474,0,0.0,0
distill_segformer_b5_teacher,quintile,Q1,37,4884.0,0.8443048938934604,0.8064490214543408,0.8187847459271109,0.8204194866531865,0,0.0,0
distill_segformer_b5_teacher,quintile,Q2,37,7671.0,0.8476618857676314,0.7981130695903236,0.7523569298054599,0.8722658495149908,0,0.0,0
distill_segformer_b5_teacher,quintile,Q3,37,11324.0,0.8611268914940866,0.8018040066396748,0.749321272516386,0.8924281992955921,0,0.0,0
distill_segformer_b5_teacher,quintile,Q4,37,14382.0,0.8032394017023387,0.7813093350192101,0.7061981519333336,0.8964535535685745,0,0.0,0
distill_segformer_b5_teacher,quintile,Q5,37,21744.0,0.6691249468160545,0.6757373795400919,0.5549885898410679,0.9354247117030867,0,0.0,0
distill_segformer_b5_teacher,absolute,10-20k,81,13751.0,0.8246274766661208,0.7902996265167904,0.7196546452579174,0.908901639573431,0,0.0,0
distill_segformer_b5_teacher,absolute,2-5k,17,4132.0,0.8279816513761468,0.8055868743615794,0.8339886447566114,0.8037706215339503,0,0.0,0
distill_segformer_b5_teacher,absolute,5-10k,58,6750.0,0.8521781494279932,0.8019233493357945,0.7607403153002017,0.8675779856206844,0,0.0,0
distill_segformer_b5_teacher,absolute,<2k,2,986.0,0.5448077891260372,0.5448077891260372,0.7784978313762827,0.422584394526322,0,0.0,0
distill_segformer_b5_teacher,absolute,>20k,27,23968.0,0.6513800113551034,0.6531799111585076,0.5322693094054175,0.9251433815049455,0,0.0,0
distill_segformer_b5_teacher,decile,D1,19,4071.0,0.7664185639229422,0.7781364443367854,0.8281475065060505,0.7636457555331474,0,0.0,0
distill_segformer_b5_teacher,decile,D10,19,31415.0,0.6347256347256347,0.6164131820274641,0.49903994711917987,0.9016619331892495,0,0.0,0
distill_segformer_b5_teacher,decile,D2,18,5445.5,0.8766900762678648,0.8363345195228721,0.8089018319826748,0.8803473139465615,0,0.0,0
distill_segformer_b5_teacher,decile,D3,19,6686.0,0.8404532430320396,0.7737312714483422,0.7286495945309117,0.8491354083151442,0,0.0,0
distill_segformer_b5_teacher,decile,D4,18,8665.5,0.8562620319949434,0.8238494120735262,0.7773813392619272,0.89668131522594,0,0.0,0
distill_segformer_b5_teacher,decile,D5,19,10622.0,0.8611268914940866,0.7944756985250915,0.7432400993060501,0.8911532698588637,0,0.0,0
distill_segformer_b5_teacher,decile,D6,18,11957.5,0.8607422911694804,0.8095394429828462,0.7557402886828516,0.8937739581454723,0,0.0,0
distill_segformer_b5_teacher,decile,D7,18,13841.0,0.7641957568026609,0.7344154829515431,0.6555047829065794,0.8625617685398546,0,0.0,0
distill_segformer_b5_teacher,decile,D8,19,15506.0,0.8717574470908247,0.8257350896096315,0.7542234489060479,0.928561560437888,0,0.0,0
distill_segformer_b5_teacher,decile,D9,18,19152.0,0.7215337907531627,0.7383573658034215,0.6140454904919498,0.9710632001343598,0,0.0,0
distill_x_angular_b5_to_b0,quintile,Q1,37,4884.0,0.8114909252867164,0.7282108278614146,0.7098769669847272,0.8232756836944789,1,0.02702702702702703,1
distill_x_angular_b5_to_b0,quintile,Q2,37,7671.0,0.7980224719101123,0.7424704328663164,0.6802652022003908,0.8428320885129527,0,0.0,0
distill_x_angular_b5_to_b0,quintile,Q3,37,11324.0,0.7987628656898038,0.75081912899722,0.6714813713935318,0.9168866678987339,1,0.02702702702702703,0
distill_x_angular_b5_to_b0,quintile,Q4,37,14382.0,0.8014473433631689,0.7612693887288196,0.702500309724224,0.8748577689114246,0,0.0,0
distill_x_angular_b5_to_b0,quintile,Q5,37,21744.0,0.8043323922267902,0.7263240878311558,0.6300570224361596,0.9262767078056311,0,0.0,0
distill_x_angular_b5_to_b0,absolute,10-20k,81,13751.0,0.8056269853274844,0.7571558056667688,0.685161284614607,0.899499040774488,1,0.012345679012345678,0
distill_x_angular_b5_to_b0,absolute,2-5k,17,4132.0,0.8158174904942965,0.7619740911710352,0.734854532173871,0.8274934864096036,0,0.0,0
distill_x_angular_b5_to_b0,absolute,5-10k,58,6750.0,0.8079377651255357,0.7422315452701366,0.692915798390484,0.851197394753052,1,0.017241379310344827,1
distill_x_angular_b5_to_b0,absolute,<2k,2,986.0,0.3331043091698829,0.3331043091698829,0.43621813181000735,0.3607029732556402,0,0.0,0
distill_x_angular_b5_to_b0,absolute,>20k,27,23968.0,0.7693377182428277,0.7125057407266193,0.6123166155680434,0.9331519817990407,0,0.0,0
distill_x_angular_b5_to_b0,decile,D1,19,4071.0,0.8041903776513192,0.7168299035919666,0.7034191216092538,0.7783576429197127,0,0.0,0
distill_x_angular_b5_to_b0,decile,D10,19,31415.0,0.6862831468593076,0.6764485059823139,0.5538493139643406,0.9480827324975107,0,0.0,0
distill_x_angular_b5_to_b0,decile,D2,18,5445.5,0.8137506976744412,0.7402240257013871,0.7166935815477272,0.8706891711789544,1,0.05555555555555555,1
distill_x_angular_b5_to_b0,decile,D3,19,6686.0,0.7635456082441028,0.7135127788412473,0.6555845124965679,0.8162299695983332,0,0.0,0
distill_x_angular_b5_to_b0,decile,D4,18,8665.5,0.8132337117518293,0.7730368454483338,0.706317041332204,0.8709121029228291,0,0.0,0
distill_x_angular_b5_to_b0,decile,D5,19,10622.0,0.7828599465736248,0.7348704725323879,0.669298581673295,0.9158122426093832,0,0.0,0
distill_x_angular_b5_to_b0,decile,D6,18,11957.5,0.8024517994486116,0.7676538219323209,0.6737854272093373,0.9180207834819369,1,0.05555555555555555,0
distill_x_angular_b5_to_b0,decile,D7,18,13841.0,0.7172504045763066,0.7316214392776492,0.6693085478646563,0.8578214585425735,0,0.0,0
distill_x_angular_b5_to_b0,decile,D8,19,15506.0,0.8400274160383825,0.7893569197878233,0.7339451367490774,0.8909974313661254,0,0.0,0
distill_x_angular_b5_to_b0,decile,D9,18,19152.0,0.8285743022281673,0.7789705353382665,0.7104984924897462,0.9032592372975358,0,0.0,0
fastscnn,quintile,Q1,37,4884.0,0.5562491330281593,0.4842911023555203,0.4806619669752424,0.7691406173182008,7,0.1891891891891892,7
fastscnn,quintile,Q2,37,7671.0,0.5664553968404125,0.5230952478706705,0.5160684794152756,0.6469479324250744,5,0.13513513513513514,1
fastscnn,quintile,Q3,37,11324.0,0.7581306589792521,0.6897711663921668,0.6436816164088601,0.8011497172050508,0,0.0,0
fastscnn,quintile,Q4,37,14382.0,0.7063552679181573,0.6826071377872924,0.6521840948045978,0.7845649107121712,1,0.02702702702702703,0
fastscnn,quintile,Q5,37,21744.0,0.6644785083278048,0.646957823696018,0.5843181387731777,0.7988283666625557,0,0.0,0
fastscnn,absolute,10-20k,81,13751.0,0.75760743960821,0.6882728013153666,0.6472443776486972,0.7976413370608653,1,0.012345679012345678,0
fastscnn,absolute,2-5k,17,4132.0,0.5176184690157959,0.39175186850957794,0.3805748241972688,0.7765153961571332,5,0.29411764705882354,5
fastscnn,absolute,5-10k,58,6750.0,0.6438705520759367,0.5595443586026231,0.5532297140962527,0.6779785535472669,5,0.08620689655172414,1
fastscnn,absolute,<2k,2,986.0,0.0,0.0,0.0,1.0,2,1.0,2
fastscnn,absolute,>20k,27,23968.0,0.623323773350903,0.6342696377630395,0.5726644054619995,0.7959592962077822,0,0.0,0
fastscnn,decile,D1,19,4071.0,0.3438081681813205,0.3505148297190961,0.34051431638702995,0.8000400912984875,7,0.3684210526315789,7
fastscnn,decile,D10,19,31415.0,0.615900829527449,0.6095288970201489,0.5338664752288086,0.8143343355613564,0,0.0,0
fastscnn,decile,D2,18,5445.5,0.6634597595595906,0.6254993901384126,0.628595598151689,0.7365245058945648,0,0.0,0
fastscnn,decile,D3,19,6686.0,0.5054115636570777,0.4713766238044152,0.4747472076457764,0.5470407509927254,3,0.15789473684210525,0
fastscnn,decile,D4,18,8665.5,0.7229474883218496,0.5776871288294955,0.5596853773941916,0.7524055128258873,2,0.1111111111111111,1
fastscnn,decile,D5,19,10622.0,0.7581306589792521,0.6985984818873153,0.6405877112162182,0.8156171379991474,0,0.0,0
fastscnn,decile,D6,18,11957.5,0.765196202109472,0.6804534444806212,0.6469474052233156,0.7858785508112818,0,0.0,0
fastscnn,decile,D7,18,13841.0,0.654487030743683,0.6188060162184361,0.5802347015116103,0.7803054369949135,0,0.0,0
fastscnn,decile,D8,19,15506.0,0.8721577570594943,0.7430503055893668,0.7203466779242703,0.7886002016022043,1,0.05263157894736842,0
fastscnn,decile,D9,18,19152.0,0.7259421838145196,0.6864661351872132,0.6375726725144559,0.7824609550471547,0,0.0,0
fastscnn_b2kd,quintile,Q1,37,4884.0,0.7010412494993993,0.6228754619501988,0.6714725483741834,0.631066911865549,1,0.02702702702702703,0
fastscnn_b2kd,quintile,Q2,37,7671.0,0.7033993599169622,0.5837730990346609,0.5958404696279813,0.6774838567688376,4,0.10810810810810811,2
fastscnn_b2kd,quintile,Q3,37,11324.0,0.743131807558319,0.7031455157723864,0.69328012802724,0.7860845964487152,0,0.0,0
fastscnn_b2kd,quintile,Q4,37,14382.0,0.8022333051033531,0.7075624211422386,0.6860493258797882,0.7720938392945801,0,0.0,0
fastscnn_b2kd,quintile,Q5,37,21744.0,0.657283221314687,0.6347204074014857,0.5615600686607025,0.8223733496243643,1,0.02702702702702703,0
fastscnn_b2kd,absolute,10-20k,81,13751.0,0.743131807558319,0.6979660148998489,0.6798062580749006,0.7749814723784867,1,0.012345679012345678,0
fastscnn_b2kd,absolute,2-5k,17,4132.0,0.6781743709771796,0.5987906276386968,0.6386352930366077,0.6166386152029703,0,0.0,0
fastscnn_b2kd,absolute,5-10k,58,6750.0,0.7077788129904053,0.6249933888489271,0.6479495117075539,0.6910712567578553,4,0.06896551724137931,2
fastscnn_b2kd,absolute,<2k,2,986.0,0.0350039777247414,0.0350039777247414,0.05739130434782605,0.02518122853872565,1,0.5,0
fastscnn_b2kd,absolute,>20k,27,23968.0,0.657283221314687,0.640464189285298,0.5587604750986329,0.855849756590175,0,0.0,0
fastscnn_b2kd,decile,D1,19,4071.0,0.6635119580509017,0.5394446644898594,0.5774517152798938,0.5543799429225235,1,0.05263157894736842,0
fastscnn_b2kd,decile,D10,19,31415.0,0.6464694032388876,0.6225548985683375,0.5374798721558784,0.860188057462007,0,0.0,0
fastscnn_b2kd,decile,D2,18,5445.5,0.7331176460998858,0.7109413037138905,0.7707167610848222,0.7120142679720761,0,0.0,0
fastscnn_b2kd,decile,D3,19,6686.0,0.6566921827882162,0.5345108989392148,0.554770764636106,0.5834480447097924,2,0.10526315789473684,0
fastscnn_b2kd,decile,D4,18,8665.5,0.7656126310280156,0.6357720880242986,0.6391918248971833,0.776743880608941,2,0.1111111111111111,2
fastscnn_b2kd,decile,D5,19,10622.0,0.6590345697931221,0.6530175593415893,0.6484509868017795,0.7572425786805755,0,0.0,0
fastscnn_b2kd,decile,D6,18,11957.5,0.7493091780690984,0.7560583586715611,0.7405997770985597,0.8165289485373071,0,0.0,0
fastscnn_b2kd,decile,D7,18,13841.0,0.7089976315286524,0.675531643669337,0.6349046279407466,0.7922522452981613,0,0.0,0
fastscnn_b2kd,decile,D8,19,15506.0,0.8446763503032012,0.7379073682218295,0.7345021976115118,0.7529964020280293,0,0.0,0
fastscnn_b2kd,decile,D9,18,19152.0,0.6906619282722859,0.6475617778364756,0.586978053860239,0.7824578246846303,1,0.05555555555555555,0
fastscnn_distilled,quintile,Q1,37,4884.0,0.6743096646942801,0.5585521924482819,0.5538941694104389,0.7763539437751882,6,0.16216216216216217,5
fastscnn_distilled,quintile,Q2,37,7671.0,0.7152696119603561,0.5827469077848889,0.5501435334717953,0.7586838192606549,2,0.05405405405405406,1
fastscnn_distilled,quintile,Q3,37,11324.0,0.7312688019819501,0.677531030097603,0.6314252140685799,0.8078297151571981,0,0.0,0
fastscnn_distilled,quintile,Q4,37,14382.0,0.7653122675263028,0.6750793860308599,0.6441455277100221,0.7754194257193161,0,0.0,0
fastscnn_distilled,quintile,Q5,37,21744.0,0.6443362435639132,0.5867964116666169,0.5029947902697992,0.8074434307801391,0,0.0,0
fastscnn_distilled,absolute,10-20k,81,13751.0,0.7519305019305019,0.6768151319893121,0.6361806372176673,0.7916402936986816,0,0.0,0
fastscnn_distilled,absolute,2-5k,17,4132.0,0.6335165537517576,0.4849275257115789,0.4763102774089281,0.8225425720601173,4,0.23529411764705882,4
fastscnn_distilled,absolute,5-10k,58,6750.0,0.7121986419131647,0.6137041072155531,0.5916773734230181,0.7496078558037509,2,0.034482758620689655,1
fastscnn_distilled,absolute,<2k,2,986.0,0.0,0.0,0.0,0.5,2,1.0,1
fastscnn_distilled,absolute,>20k,27,23968.0,0.6443362435639132,0.567610647789336,0.4707824334561342,0.8395807123107262,0,0.0,0
fastscnn_distilled,decile,D1,19,4071.0,0.6246412856322938,0.4338825230050969,0.42617235347114624,0.7885907223695787,6,0.3157894736842105,5
fastscnn_distilled,decile,D10,19,31415.0,0.5540959799326688,0.5437316514527692,0.4270142295652048,0.8812577706362835,0,0.0,0
fastscnn_distilled,decile,D2,18,5445.5,0.7140445254376779,0.6901479546383106,0.6887116417908035,0.7634373441477758,0,0.0,0
fastscnn_distilled,decile,D3,19,6686.0,0.6868799258229021,0.5472176107024633,0.5285275699848316,0.7039257071362498,1,0.05263157894736842,0
fastscnn_distilled,decile,D4,18,8665.5,0.7581770041366785,0.6202500547052266,0.5729603838191459,0.8164840487253047,1,0.05555555555555555,1
fastscnn_distilled,decile,D5,19,10622.0,0.7143024894316581,0.6308830484328144,0.5949354363911984,0.7600189730009564,0,0.0,0
fastscnn_distilled,decile,D6,18,11957.5,0.7698524361070449,0.7267705662993241,0.6699422016169267,0.8582966096554534,0,0.0,0
fastscnn_distilled,decile,D7,18,13841.0,0.6367874813916079,0.598231093269962,0.5609490052853425,0.76202492496052,0,0.0,0
fastscnn_distilled,decile,D8,19,15506.0,0.8537860828336354,0.7478830318043419,0.7229632857965601,0.7881089527539653,0,0.0,0
fastscnn_distilled,decile,D9,18,19152.0,0.6516329054094365,0.632253658559012,0.5831964932357597,0.72952829426532,0,0.0,0
fastscnn_rgkd,quintile,Q1,37,4884.0,0.694188051526524,0.6018138925490621,0.6612227775942499,0.5999036468429203,4,0.10810810810810811,1
fastscnn_rgkd,quintile,Q2,37,7671.0,0.7159161185135211,0.5975869936850291,0.5736690116028658,0.6790082013600663,2,0.05405405405405406,0
fastscnn_rgkd,quintile,Q3,37,11324.0,0.7612170653731672,0.7100794451380937,0.6719281515899808,0.797442388612613,0,0.0,0
