train_masks,hliu36,mzehra2,nmousta5
hliu36,0.6759899207888922,0.673369498952521,0.6563568718579825
mzehra2,0.6587114466682731,0.6813135355558114,0.6649341107794744
nmousta5,0.6563630801388973,0.6767037124797997,0.6827253597607504
