train_masks,hliu36,mzehra2,nmousta5
hliu36,0.014173228346456693,0.02204724409448819,0.028346456692913385
mzehra2,0.012598425196850394,0.015748031496062992,0.02047244094488189
nmousta5,0.01732283464566929,0.02204724409448819,0.025196850393700787
