model,stratum,skin_tone_category,n_subjects,g_n,g_mean_dice,g_median_dice,g_iqr_dice,g_mean_recall,g_mean_precision,g_zero_dice_n,g_zero_dice_rate,g_empty_pred_n,g_wrong_place_n
dinov2_ft__seed0,D5_D10,Brown (V),10,17,0.8164539081924108,0.8222083238571753,0.18961797648382706,0.8053053814874902,0.857483559684298,0,0.0,0,0
dinov2_ft__seed0,D5_D10,Dark (VI),12,37,0.8063727209361302,0.8333775537277792,0.13349795414124666,0.7702343550665076,0.8621926845266361,0,0.0,0,0
dinov2_ft__seed0#c827,all,Light (II-III),7,31,0.7240505577786618,0.7749084249084249,0.3013495081866713,0.8007720020700186,0.7001985376527203,0,0.0,0,0
dinov2_ft__seed0#c827,all,Intermediate (III-IV),12,46,0.8329524541139877,0.8731514685662913,0.10301885459225657,0.8739430325390702,0.8273882905585903,0,0.0,0,0
dinov2_ft__seed0#c827,all,Tan (IV),11,21,0.806612888242352,0.865533230293663,0.09064870156827831,0.8402861773315006,0.7980859351889171,1,0.047619047619047616,0,1
dinov2_ft__seed0#c827,all,Brown (V),4,7,0.7646527674766288,0.7417623102554609,0.14499784724358367,0.7790795395450629,0.780848943403203,0,0.0,0,0
dinov2_ft__seed0#c827,all,Dark (VI),8,28,0.7783403296705017,0.8082296918051924,0.22053840673949987,0.8198208706212561,0.7747139570655008,0,0.0,0,0
dinov2_ft__seed0#c827,D1_D4,Light (II-III),4,15,0.7519621280155278,0.7563098983100446,0.23906259087525394,0.8759804654768769,0.6837849546391708,0,0.0,0,0
dinov2_ft__seed0#c827,D1_D4,Intermediate (III-IV),5,14,0.8170633016636403,0.8599605819027394,0.10188298178075916,0.9031370973399041,0.7794293436408,0,0.0,0,0
dinov2_ft__seed0#c827,D1_D4,Tan (IV),6,9,0.7424339276401681,0.865533230293663,0.16939483992957416,0.7736994512466042,0.7427470069427087,1,0.1111111111111111,0,1
dinov2_ft__seed0#c827,D1_D4,Brown (V),1,2,0.8303157054844357,0.8303157054844357,0.12478245360801743,0.9846270508754997,0.7431937575872085,0,0.0,0,0
dinov2_ft__seed0#c827,D1_D4,Dark (VI),2,13,0.7544632267977025,0.7585989271063427,0.21459102925072626,0.834702792766488,0.7118121197284585,0,0.0,0,0
dinov2_ft__seed0#c827,D5_D10,Light (II-III),7,16,0.6978834606816,0.8042978727191508,0.33758373527006824,0.7302640676260892,0.7155862717279231,0,0.0,0,0
dinov2_ft__seed0#c827,D5_D10,Intermediate (III-IV),11,32,0.8399039583110144,0.884720689857226,0.10406507045617797,0.8611706291887051,0.8483703298351235,0,0.0,0,0
dinov2_ft__seed0#c827,D5_D10,Tan (IV),8,12,0.8547471086939898,0.8679625874207577,0.07159949373207863,0.8902262218951726,0.8395901313735735,0,0.0,0,0
dinov2_ft__seed0#c827,D5_D10,Brown (V),3,5,0.7383875922735061,0.7417623102554609,0.09428506337912868,0.6968605350128881,0.7959110177296006,0,0.0,0,0
dinov2_ft__seed0#c827,D5_D10,Dark (VI),7,15,0.7990338188269278,0.8424024024024024,0.1383981368641627,0.8069232047620549,0.8292288827576041,0,0.0,0,0
dinov2_g28,all,Light (II-III),7,31,0.5851996739051377,0.6294938581259245,0.33684048689905377,0.7069172473166566,0.5586647565181961,1,0.03225806451612903,0,1
dinov2_g28,all,Intermediate (III-IV),12,46,0.7357380101159106,0.8060328981199325,0.21186425891203597,0.821738106118453,0.7189500207599496,0,0.0,0,0
dinov2_g28,all,Tan (IV),11,21,0.6583602642830323,0.7141245366141944,0.2870650172992607,0.7740269923504667,0.6635659131300686,1,0.047619047619047616,1,0
dinov2_g28,all,Brown (V),4,7,0.6659916197544836,0.6556891766882517,0.1516564836377713,0.7155546493244181,0.682463292583053,0,0.0,0,0
dinov2_g28,all,Dark (VI),8,28,0.6583525513327526,0.7199977542557454,0.2257651799937448,0.7429079115005282,0.6743223413879196,0,0.0,0,0
dinov2_g28,D1_D4,Light (II-III),4,15,0.6173209659576828,0.59572641419441,0.1589835476037491,0.8425943315283038,0.5111528579459397,0,0.0,0,0
dinov2_g28,D1_D4,Intermediate (III-IV),5,14,0.7107754294991814,0.7046303786888326,0.13212998937731069,0.9086334149525088,0.6169940400940102,0,0.0,0,0
dinov2_g28,D1_D4,Tan (IV),6,9,0.5192045546984482,0.5503765661333426,0.24536623256551032,0.7125153276344917,0.543149948672079,1,0.1111111111111111,1,0
dinov2_g28,D1_D4,Brown (V),1,2,0.502902450786392,0.502902450786392,0.10333292199862976,0.714332838528781,0.4045673520855466,0,0.0,0,0
dinov2_g28,D1_D4,Dark (VI),2,13,0.622546558389602,0.5975657981457885,0.3328231798199978,0.7903029890061363,0.557174417334332,0,0.0,0,0
dinov2_g28,D5_D10,Light (II-III),7,16,0.555085962605877,0.7498459609655237,0.6606193204906126,0.5797199808682376,0.6032071614296866,1,0.0625,0,1
dinov2_g28,D5_D10,Intermediate (III-IV),11,32,0.7466591391357293,0.8295207646182583,0.1918711995674608,0.7837214085035533,0.7635557623012983,0,0.0,0,0
dinov2_g28,D5_D10,Tan (IV),8,12,0.7627270464714703,0.8365757469150936,0.14978860916194214,0.8201607408874483,0.7538778864735609,0,0.0,0,0
