model,bin,median_gt_px,s_n,s_mean_dice,s_median_dice,s_iqr_dice,s_mean_recall,s_mean_precision,s_zero_dice_n,s_zero_dice_rate,s_empty_pred_n,s_wrong_place_n
medsam_ft__seed0#c827,D8,15677.0,13,0.7671440654247803,0.7966238441010365,0.16564257534810656,0.8318187408073024,0.7734343675887947,0,0.0,0,0
medsam_ft__seed0#c827,D9,22504.0,13,0.8210960754479794,0.86384481149304,0.07601341738479539,0.8539353922501476,0.8336666253817586,0,0.0,0,0
medsam_ft__seed0#c827,D10,38879.0,14,0.841115292002117,0.8747960857142028,0.06755957846282368,0.833312263544779,0.8783514405956894,0,0.0,0,0
medsam_ft__seed1,D1,4071.0,19,0.7209550278557294,0.8356928356928357,0.26013557520600206,0.6656416135695981,0.9218720988984581,2,0.10526315789473684,2,0
medsam_ft__seed1,D2,5445.5,18,0.8036153928986198,0.8524188523585963,0.14587950351124834,0.7308281830538694,0.9326943202508815,0,0.0,0,0
medsam_ft__seed1,D3,6686.0,19,0.6814383449058319,0.8043395217358087,0.32647928616574573,0.5899084780066203,0.8829555033833681,0,0.0,0,0
medsam_ft__seed1,D4,8665.5,18,0.7408995710111088,0.8024712300397657,0.260521421391645,0.659030755192073,0.8754588703345356,1,0.05555555555555555,0,1
medsam_ft__seed1,D5,10622.0,19,0.7643660719811439,0.7711951523021154,0.17237981698549787,0.6860921104680315,0.921921697309358,0,0.0,0,0
medsam_ft__seed1,D6,11957.5,18,0.7953871986542134,0.8257982607085133,0.20460583702555768,0.7167767793963304,0.9342993163915758,0,0.0,0,0
medsam_ft__seed1,D7,13841.0,18,0.689435106193636,0.7991963685997754,0.36299021603798853,0.6095370720834525,0.8861387509133704,0,0.0,0,0
medsam_ft__seed1,D8,15506.0,19,0.808134877656664,0.8810466286481047,0.1604491917078612,0.7901697946506224,0.8494341971141599,0,0.0,0,0
medsam_ft__seed1,D9,19152.0,18,0.7886848706441535,0.8095795587636152,0.09122197573115687,0.7353331494794391,0.8914694312146181,0,0.0,0,0
medsam_ft__seed1,D10,31415.0,19,0.6598576285650593,0.6276945979216169,0.23134715560567665,0.5620888033189069,0.9116178414760596,0,0.0,0,0
medsam_ft__seed1#c827,D1,4317.5,14,0.7024483955834703,0.8337709404739724,0.18695592711911346,0.8570527937165521,0.6551998040507866,2,0.14285714285714285,0,2
medsam_ft__seed1#c827,D2,5916.0,13,0.8052944039621937,0.8342170378225522,0.12825892624345592,0.8697134229932382,0.7807001401605878,0,0.0,0,0
medsam_ft__seed1#c827,D3,6914.0,13,0.8236505087727886,0.814658540396937,0.12638468496614685,0.8740044062727986,0.8069508175335317,0,0.0,0,0
medsam_ft__seed1#c827,D4,7402.0,14,0.7268145108747343,0.7000852783005402,0.1791669046724782,0.768384241595443,0.7211031707980735,0,0.0,0,0
medsam_ft__seed1#c827,D5,8686.0,13,0.7549852014982759,0.8060753764470363,0.2363831077836831,0.7895275661710678,0.764069223406985,0,0.0,0,0
medsam_ft__seed1#c827,D6,10388.0,13,0.6856771316348607,0.7529686587502433,0.22976708931751888,0.7293439820937822,0.6935578367362336,0,0.0,0,0
medsam_ft__seed1#c827,D7,12305.5,14,0.7881678786783526,0.8421806011359432,0.08939691551359463,0.7763572891015394,0.8392158596317708,0,0.0,0,0
medsam_ft__seed1#c827,D8,15677.0,13,0.7481148346531494,0.7690868021942562,0.13216364225692212,0.8734342607846818,0.721719082854476,0,0.0,0,0
medsam_ft__seed1#c827,D9,22504.0,13,0.8443003761072349,0.8513938124395746,0.0918122002128392,0.9105209420511766,0.8080818338614388,0,0.0,0,0
medsam_ft__seed1#c827,D10,38879.0,14,0.8514910435191423,0.8768958019418871,0.06152904429648676,0.8520700443497251,0.8714474261273784,0,0.0,0,0
medsam_ft__seed2,D1,4071.0,19,0.6691917131913062,0.7749339648419711,0.25326367297007124,0.6037035715384851,0.7863787280633407,2,0.10526315789473684,0,2
medsam_ft__seed2,D2,5445.5,18,0.7803952629674262,0.8070414106815824,0.0936940763630496,0.7069921672103204,0.8963014022910696,0,0.0,0,0
medsam_ft__seed2,D3,6686.0,19,0.6774587337293161,0.7988788856803125,0.24808512416485318,0.6005498224777963,0.8287186382783809,0,0.0,0,0
medsam_ft__seed2,D4,8665.5,18,0.6947252659639265,0.7071281286237219,0.1918506628425498,0.6433994919812498,0.8245142754219036,0,0.0,0,0
medsam_ft__seed2,D5,10622.0,19,0.7465068287544573,0.7562344139650873,0.20334719149611447,0.6658788090869658,0.909239610133107,0,0.0,0,0
medsam_ft__seed2,D6,11957.5,18,0.7865486215248624,0.8178814095984482,0.14481691709778466,0.7384173144680408,0.8831771808184332,0,0.0,0,0
medsam_ft__seed2,D7,13841.0,18,0.7350043320228776,0.7996764209249076,0.23318878326612658,0.6947201646078226,0.8405491758074336,0,0.0,0,0
medsam_ft__seed2,D8,15506.0,19,0.7982874411511469,0.8499155690645053,0.10620393084347945,0.797812051775512,0.8204263285364666,0,0.0,0,0
medsam_ft__seed2,D9,19152.0,18,0.7690913880422001,0.8154727810232297,0.1631684276170401,0.7391696412603959,0.8346568175358837,0,0.0,0,0
medsam_ft__seed2,D10,31415.0,19,0.7113783042149868,0.7234594085071285,0.26965649876185005,0.6374345939181835,0.8854304057829762,0,0.0,0,0
medsam_ft__seed2#c827,D1,4317.5,14,0.6530727614504966,0.7456751094990444,0.2556723815876938,0.832126872027233,0.6068436048887699,1,0.07142857142857142,0,1
medsam_ft__seed2#c827,D2,5916.0,13,0.7813448856388021,0.770663153271849,0.14250630382184515,0.8542292605543865,0.7573490487277551,0,0.0,0,0
medsam_ft__seed2#c827,D3,6914.0,13,0.8201977355353374,0.8176613598933417,0.09834846337751779,0.8603338294290455,0.8066458873942015,0,0.0,0,0
medsam_ft__seed2#c827,D4,7402.0,14,0.7052038326707853,0.6890376763779515,0.1661048924285644,0.7589350769303458,0.7149431886003679,0,0.0,0,0
medsam_ft__seed2#c827,D5,8686.0,13,0.7262358432283188,0.7686589229144667,0.1528053216523706,0.7984008430172834,0.6903891384107446,0,0.0,0,0
medsam_ft__seed2#c827,D6,10388.0,13,0.6709332224096549,0.7153007104973481,0.26234891583133835,0.726565723649037,0.6793708997872945,0,0.0,0,0
medsam_ft__seed2#c827,D7,12305.5,14,0.8086305717075538,0.8435144933843551,0.13971335845251676,0.8140743365381198,0.8278238963789928,0,0.0,0,0
medsam_ft__seed2#c827,D8,15677.0,13,0.7522616982586375,0.7479805638946488,0.15306307524784202,0.9088553749487249,0.6690705292778808,0,0.0,0,0
medsam_ft__seed2#c827,D9,22504.0,13,0.8129031878750854,0.8170530119555607,0.08147595970650179,0.8835911193165719,0.7802845636216381,0,0.0,0,0
medsam_ft__seed2#c827,D10,38879.0,14,0.8503523506787316,0.8848464274292852,0.057537181844997676,0.8533019449009611,0.868179360887152,0,0.0,0,0
medsiglip_g28,D1,4317.5,14,0.3719510234924823,0.3739268276154355,0.20152948545774751,0.48764266923683763,0.36713899536237365,3,0.21428571428571427,0,3
medsiglip_g28,D2,5916.0,13,0.35927473644191205,0.3292027912877986,0.3110089181090374,0.49887552479145175,0.34030912358934623,0,0.0,0,0
medsiglip_g28,D3,6914.0,13,0.4386242973776362,0.4353736497905797,0.2384948023477319,0.5297406089947189,0.4393796286703119,0,0.0,0,0
medsiglip_g28,D4,7402.0,14,0.2954573474377985,0.2799373395681804,0.31262993016925356,0.3820654524283175,0.28213697116050207,0,0.0,0,0
medsiglip_g28,D5,8686.0,13,0.43240507277282964,0.3959510976731957,0.147093758769327,0.5784644937191398,0.3625122984995159,0,0.0,0,0
medsiglip_g28,D6,10388.0,13,0.43459152798948775,0.4174267882861258,0.24503452869803238,0.5459332045282002,0.3943481841794838,0,0.0,0,0
medsiglip_g28,D7,12305.5,14,0.45083386967891576,0.42078966024101805,0.2477032277536217,0.5616171915831079,0.47376676256689015,0,0.0,0,0
medsiglip_g28,D8,15677.0,13,0.49281479369529835,0.4642946171871105,0.17391624243989534,0.6311129801636624,0.4429978300206202,0,0.0,0,0
medsiglip_g28,D9,22504.0,13,0.6478873293742354,0.6711857018308631,0.10242482353250382,0.7213883633063313,0.626232466098669,0,0.0,0,0
medsiglip_g28,D10,38879.0,14,0.7462223001783327,0.712787231658861,0.2148010735117828,0.719256160240548,0.8015274571711898,0,0.0,0,0
medsiglip_probe,D1,4317.5,14,0.3724392872829771,0.39260951560837,0.25215471543634455,0.5078961317614487,0.3617519119530431,2,0.14285714285714285,0,2
medsiglip_probe,D2,5916.0,13,0.3779774540630391,0.3689892051030422,0.2837765136060002,0.5021155320474324,0.3458535313254325,0,0.0,0,0
medsiglip_probe,D3,6914.0,13,0.45910125681647973,0.4855624665321086,0.2701089927650081,0.5135200318307106,0.4839601470073594,0,0.0,0,0
medsiglip_probe,D4,7402.0,14,0.3422332420454821,0.3256673086033905,0.1461741556396735,0.42463725984532535,0.3515195569110875,0,0.0,0,0
medsiglip_probe,D5,8686.0,13,0.4499111787121235,0.4225276205874427,0.22852342580324964,0.6135867931356235,0.3792336891007151,0,0.0,0,0
medsiglip_probe,D6,10388.0,13,0.49206451142929275,0.4958828911253431,0.19679922333083988,0.6168235620031114,0.44221525744771306,0,0.0,0,0
medsiglip_probe,D7,12305.5,14,0.46785971642997326,0.4911677638221059,0.22364360976809805,0.5640862780302186,0.4784321020393577,0,0.0,0,0
medsiglip_probe,D8,15677.0,13,0.5208779973725859,0.492388589457079,0.22056742845863897,0.6624703973810073,0.4559380968990052,0,0.0,0,0
medsiglip_probe,D9,22504.0,13,0.6589752896692738,0.7090314309712215,0.13381671539406137,0.7121583379903037,0.6517825705056484,0,0.0,0,0
medsiglip_probe,D10,38879.0,14,0.7666905327772436,0.7484153107657274,0.21344129197312744,0.7363022182409223,0.8258987577754738,0,0.0,0,0
pixel_g20,D1,4317.5,14,0.053779386769354,0.0520105439499084,0.02179609660441592,0.999533505296087,0.027805075621120483,1,0.07142857142857142,0,1
pixel_g20,D2,5916.0,13,0.0669621051507264,0.0709880696088984,0.0260549255027758,0.8456392613502705,0.03510810293225182,2,0.15384615384615385,0,2
pixel_g20,D3,6914.0,13,0.07628838868726291,0.0911095072501804,0.0587052246723323,0.7284871968827192,0.04061490560178701,3,0.23076923076923078,0,3
pixel_g20,D4,7402.0,14,0.0984239152710552,0.1019189162362737,0.03583802210441567,0.8948507526143901,0.05300753700911365,0,0.0,0,0
pixel_g20,D5,8686.0,13,0.07045224909549284,0.0959382950924885,0.10527024773079739,0.6915967594951702,0.037141797374671486,3,0.23076923076923078,0,3
pixel_g20,D6,10388.0,13,0.1697236879010139,0.1445442104209085,0.05415892428703399,0.8352287308535521,0.09873448500974978,2,0.15384615384615385,0,2
pixel_g20,D7,12305.5,14,0.13518187318941835,0.1353028027330388,0.07501846621398875,0.8557072242282269,0.07458474199707703,2,0.14285714285714285,0,2
pixel_g20,D8,15677.0,13,0.22700775209959764,0.2078718375970638,0.11906493270843241,0.7608886041340115,0.14385389166907153,1,0.07692307692307693,0,1
pixel_g20,D9,22504.0,13,0.21843593153935134,0.2375744267556268,0.1551851335350218,0.837589007988809,0.1274478322008586,1,0.07692307692307693,0,1
pixel_g20,D10,38879.0,14,0.2993050372624798,0.329187492876741,0.17839115386245905,0.7176259107726422,0.1916656504890201,0,0.0,0,0
pixel_g28,D1,4317.5,14,0.05190889405718535,0.05049564377457675,0.02158018950546562,0.9975989243180946,0.026801256799428345,1,0.07142857142857142,0,1
pixel_g28,D2,5916.0,13,0.06656024144740624,0.0702480485112096,0.028153239709802796,0.8486970684039087,0.03563306455677353,1,0.07692307692307693,0,1
pixel_g28,D3,6914.0,13,0.07393014928178836,0.090234456227906,0.06201210848773161,0.7324145299145299,0.039235007553110615,3,0.23076923076923078,0,3
pixel_g28,D4,7402.0,14,0.09788871289835707,0.10067141301370824,0.037930946064704804,0.9026518440625483,0.052661319692119145,0,0.0,0,0
pixel_g28,D5,8686.0,13,0.06838768498889379,0.0941249226963512,0.1052117571030167,0.6844526411016816,0.03601308632720223,3,0.23076923076923078,0,3
pixel_g28,D6,10388.0,13,0.16576821479727,0.1431206001916911,0.0491910306369744,0.8368656866636003,0.09598650558918684,2,0.15384615384615385,0,2
pixel_g28,D7,12305.5,14,0.1317667147234721,0.13371741966289996,0.07359082921004281,0.8532052883054245,0.07242540977336194,2,0.14285714285714285,0,2
pixel_g28,D8,15677.0,13,0.21619936937766437,0.198960738428182,0.12211601812736578,0.7597720782231298,0.1346999374993176,1,0.07692307692307693,0,1
pixel_g28,D9,22504.0,13,0.21588605207114087,0.2363890376999758,0.1537657639200725,0.8365154658977946,0.12571840965836498,1,0.07692307692307693,0,1
pixel_g28,D10,38879.0,14,0.29532150132597296,0.32328035117594695,0.17968930331565777,0.7161695894774633,0.18849626639309075,0,0.0,0,0
pixel_g37,D1,4317.5,14,0.05199129835682929,0.051183725326422444,0.020272440771535602,0.9959936337193349,0.02685906041572759,1,0.07142857142857142,0,1
pixel_g37,D2,5916.0,13,0.06413797706144622,0.0671843609952094,0.027604050026498995,0.8462916562265097,0.03409782758176075,1,0.07692307692307693,0,1
pixel_g37,D3,6914.0,13,0.06669012869319149,0.0733651230011256,0.051593902474619105,0.6962283135604029,0.03537864288627967,3,0.23076923076923078,0,3
pixel_g37,D4,7402.0,14,0.07758657495269079,0.08078091954601566,0.038287006545730654,0.8109707606197066,0.041389548035125165,0,0.0,0,0
pixel_g37,D5,8686.0,13,0.06632501991184406,0.0964326588008273,0.1051947032639286,0.6446005091773687,0.03497753666356106,4,0.3076923076923077,0,4
pixel_g37,D6,10388.0,13,0.1866858055562107,0.1404851968881997,0.0485957866324178,0.8389850110104932,0.11357068572181683,2,0.15384615384615385,0,2
pixel_g37,D7,12305.5,14,0.13721691660481886,0.13229075702017823,0.06985123610721126,0.8479243732018086,0.07669899670926482,2,0.14285714285714285,0,2
pixel_g37,D8,15677.0,13,0.23212826393820515,0.1945776031434184,0.1275721315685811,0.7152228070721619,0.1574061759215826,1,0.07692307692307693,0,1
pixel_g37,D9,22504.0,13,0.22360976580089648,0.2332842659589907,0.16390885336285196,0.8319834868842809,0.13125833032467904,1,0.07692307692307693,0,1
pixel_g37,D10,38879.0,14,0.2825600974522914,0.326787585952635,0.24455659120283466,0.6838084425758076,0.18049332880274768,0,0.0,0,0
pixel_g40,D1,4317.5,14,0.06000923951201455,0.0639508094548316,0.02854159899667806,0.9439727868334672,0.031216461604418936,1,0.07142857142857142,0,1
pixel_g40,D2,5916.0,13,0.08976410210035457,0.064030131826742,0.030017283965761997,0.813912734601296,0.05036420447951854,2,0.15384615384615385,0,2
pixel_g40,D3,6914.0,13,0.06918802570333081,0.0745992671665664,0.0930135976957599,0.5986149135035247,0.03705363312087219,4,0.3076923076923077,0,4
pixel_g40,D4,7402.0,14,0.06504432924548299,0.0750644506530152,0.10381711030229879,0.6345754537213614,0.03455008710947465,1,0.07142857142857142,0,1
pixel_g40,D5,8686.0,13,0.07257609579843274,0.1001422990625316,0.1186905706561941,0.5981438023057397,0.038680458971489716,4,0.3076923076923077,0,4
pixel_g40,D6,10388.0,13,0.21970400638442408,0.1229196078541658,0.1120792898764023,0.7140912263636251,0.14933932392992014,2,0.15384615384615385,0,2
pixel_g40,D7,12305.5,14,0.16337882705660106,0.14383606099295354,0.09001545349990998,0.7992525147994309,0.1000372596358519,2,0.14285714285714285,0,2
pixel_g40,D8,15677.0,13,0.20780014518988393,0.1153789427108573,0.12733897054377702,0.5077767053433617,0.17142366312378704,3,0.23076923076923078,0,3
pixel_g40,D9,22504.0,13,0.24847544083690748,0.2399645981840574,0.24630753603379463,0.7287439519610881,0.1585093748217531,2,0.15384615384615385,0,2
pixel_g40,D10,38879.0,14,0.2783729949322208,0.3376743490911843,0.29703163822507805,0.6082936630031195,0.1840531024829333,1,0.07142857142857142,0,1
ppmobileseg_tiny,D1,4071.0,19,0.5977016810355231,0.7424369045629283,0.28241978571992354,0.6041721613807981,0.7923278605685656,1,0.05263157894736842,1,0
ppmobileseg_tiny,D2,5445.5,18,0.6123453477345664,0.7341183957497137,0.2599843850755932,0.6048557793259622,0.781913724253269,1,0.05555555555555555,0,1
ppmobileseg_tiny,D3,6686.0,19,0.5450789087799602,0.5730343330922041,0.3598371722523227,0.5267205287174989,0.7255809705963794,2,0.10526315789473684,2,0
ppmobileseg_tiny,D4,8665.5,18,0.6008245766032945,0.7028698399697856,0.19859800692896457,0.588610910355635,0.8429064358926075,2,0.1111111111111111,2,0
ppmobileseg_tiny,D5,10622.0,19,0.6596581012568745,0.7056209521108117,0.324119648755794,0.5875598215983796,0.8276054870671326,0,0.0,0,0
ppmobileseg_tiny,D6,11957.5,18,0.7139342984562796,0.7560243620882782,0.17016307842382716,0.69401481530107,0.7886211650756398,0,0.0,0,0
ppmobileseg_tiny,D7,13841.0,18,0.5891933065370639,0.641470061667868,0.23451167714683602,0.5047864111296156,0.8325439195025711,1,0.05555555555555555,1,0
ppmobileseg_tiny,D8,15506.0,19,0.7551921559852538,0.8188839962463005,0.11850422919744386,0.7227054149810438,0.8173972329714954,0,0.0,0,0
ppmobileseg_tiny,D9,19152.0,18,0.730771622383415,0.7813477270574698,0.19953847074343,0.664622599406465,0.8426173150729792,0,0.0,0,0
ppmobileseg_tiny,D10,31415.0,19,0.6792507135251062,0.7040871606573166,0.11991100481742745,0.5855509845783191,0.8877651892997469,0,0.0,0,0
ppmobileseg_tiny#e981,D1,4071.0,19,0.6162356977587188,0.7279475982532752,0.3897656291201896,0.6948004288083289,0.6801669152169763,0,0.0,0,0
ppmobileseg_tiny#e981,D2,5445.5,18,0.6950164777456213,0.7222020359672678,0.2156187429838402,0.7299176476714836,0.6996206504810251,1,0.05555555555555555,0,1
ppmobileseg_tiny#e981,D3,6686.0,19,0.5994622941659058,0.6548596851471595,0.3268993900282895,0.6480903392549466,0.6488968424418121,1,0.05263157894736842,1,0
ppmobileseg_tiny#e981,D4,8665.5,18,0.574685681822647,0.6056095435499811,0.31464345703635543,0.5741880000733297,0.7900284178834328,2,0.1111111111111111,2,0
ppmobileseg_tiny#e981,D5,10622.0,19,0.6513786623772484,0.6364756904816252,0.277719314118165,0.6438333775953672,0.7810913724173859,0,0.0,0,0
ppmobileseg_tiny#e981,D6,11957.5,18,0.6966909526185717,0.7441313615866563,0.15298457437031043,0.679620132065087,0.7989154992882956,0,0.0,0,0
ppmobileseg_tiny#e981,D7,13841.0,18,0.625467830268556,0.6635680851614569,0.24878924732711394,0.6373746014515348,0.7276588853923492,0,0.0,0,0
ppmobileseg_tiny#e981,D8,15506.0,19,0.7617008901590906,0.8221656976744186,0.15091537534294108,0.7627218251119239,0.778353457739868,0,0.0,0,0
ppmobileseg_tiny#e981,D9,19152.0,18,0.7082744819598256,0.7186408678475351,0.11553352515148219,0.6549449030866424,0.8077384096737819,0,0.0,0,0
ppmobileseg_tiny#e981,D10,31415.0,19,0.6401150476498766,0.6388423457730389,0.2074600595376117,0.5569401813189174,0.8935736990301487,0,0.0,0,0
ppmobileseg_tiny_b2kd,D1,4071.0,19,0.6827744001225823,0.7075586711368486,0.269469267843359,0.7214109375304089,0.7719287963274335,0,0.0,0,0
ppmobileseg_tiny_b2kd,D2,5445.5,18,0.676014793669917,0.7428564618561743,0.10437110711628783,0.645484962430102,0.7529498387569871,1,0.05555555555555555,0,1
ppmobileseg_tiny_b2kd,D3,6686.0,19,0.5825663867613845,0.6759992632160619,0.3164838905972465,0.536181164930946,0.7381808159801386,1,0.05263157894736842,1,0
ppmobileseg_tiny_b2kd,D4,8665.5,18,0.5726421875219783,0.6043135656604387,0.30066903350664353,0.5309200621217233,0.8620108444386523,2,0.1111111111111111,2,0
ppmobileseg_tiny_b2kd,D5,10622.0,19,0.7004357667578468,0.7322936635407492,0.27844611042242373,0.6469412445261729,0.813112436733291,0,0.0,0,0
ppmobileseg_tiny_b2kd,D6,11957.5,18,0.7488878267613392,0.7673923030195146,0.18123320518976826,0.7010567316364387,0.8538551495258749,0,0.0,0,0
ppmobileseg_tiny_b2kd,D7,13841.0,18,0.6624460028193745,0.6685593863246593,0.17641563770909374,0.5873378741414927,0.8363073501506716,0,0.0,0,0
ppmobileseg_tiny_b2kd,D8,15506.0,19,0.7437892404946357,0.8134307852942793,0.14865538446085114,0.7023945536309644,0.8369339804001488,0,0.0,0,0
ppmobileseg_tiny_b2kd,D9,19152.0,18,0.7135868896211559,0.7682597909945492,0.14619250378326132,0.642089105524611,0.8456326929677755,0,0.0,0,0
ppmobileseg_tiny_b2kd,D10,31415.0,19,0.6752099559745277,0.665732208282447,0.18259777597136218,0.6017505883730679,0.8647804856737685,0,0.0,0,0
ppmobileseg_tiny_distilled,D1,4071.0,19,0.6433334980428371,0.6894578313253013,0.27725335907658066,0.7001810736612203,0.7296726915787691,0,0.0,0,0
ppmobileseg_tiny_distilled,D2,5445.5,18,0.7145011694201322,0.7750454148959209,0.1430572865625349,0.7163213482937656,0.7607458583900538,1,0.05555555555555555,0,1
ppmobileseg_tiny_distilled,D3,6686.0,19,0.5950551993891571,0.6750629722921915,0.2989979020229274,0.5904801870458961,0.7355453566452733,2,0.10526315789473684,2,0
ppmobileseg_tiny_distilled,D4,8665.5,18,0.6313994610397601,0.7202411810934297,0.23364342341963207,0.6164602889027406,0.7978601300777732,1,0.05555555555555555,1,0
ppmobileseg_tiny_distilled,D5,10622.0,19,0.6776417442021635,0.7412088599674634,0.3026766689159137,0.6160700576267996,0.846436943889955,0,0.0,0,0
ppmobileseg_tiny_distilled,D6,11957.5,18,0.708031008333314,0.7895005029158597,0.18041334616442306,0.680142735391383,0.8218659057163927,0,0.0,0,0
ppmobileseg_tiny_distilled,D7,13841.0,18,0.6960808358587263,0.7362648458763457,0.15371307577631976,0.6537023170701415,0.8242237697749606,0,0.0,0,0
ppmobileseg_tiny_distilled,D8,15506.0,19,0.7724608592692901,0.852198167929253,0.15271711931117105,0.7821000404866804,0.7891519247879588,0,0.0,0,0
ppmobileseg_tiny_distilled,D9,19152.0,18,0.7582729393222392,0.8151640801129645,0.15599045753252339,0.7147171383001073,0.8405567835674597,0,0.0,0,0
ppmobileseg_tiny_distilled,D10,31415.0,19,0.6978553535433744,0.7218659477923078,0.12304879491087162,0.6371491265845067,0.8772479706100341,0,0.0,0,0
ppmobileseg_tiny_rgkd,D1,4071.0,19,0.569529460779479,0.6370093457943925,0.4241342082805775,0.5710935938437088,0.7871411479038694,3,0.15789473684210525,2,1
ppmobileseg_tiny_rgkd,D2,5445.5,18,0.6392377883143762,0.7025298381219257,0.17430102872776487,0.618444715188468,0.7624692093826713,1,0.05555555555555555,0,1
ppmobileseg_tiny_rgkd,D3,6686.0,19,0.6088475849715241,0.7329012069736254,0.31485620314593926,0.6366257632772812,0.7160668424086377,2,0.10526315789473684,2,0
ppmobileseg_tiny_rgkd,D4,8665.5,18,0.6577064649549094,0.7039708573330739,0.22909964072974964,0.6417669643736751,0.7556098521453648,1,0.05555555555555555,1,0
ppmobileseg_tiny_rgkd,D5,10622.0,19,0.6763675709465775,0.707620754808391,0.26760976862321506,0.6304204130242396,0.8079899051714837,0,0.0,0,0
ppmobileseg_tiny_rgkd,D6,11957.5,18,0.7455815147005671,0.750061545354161,0.17413744615645999,0.7218915198713878,0.8171013805217073,0,0.0,0,0
ppmobileseg_tiny_rgkd,D7,13841.0,18,0.6642433328675854,0.7024457642360618,0.2069512476551355,0.638112280432702,0.8089246557153049,0,0.0,0,0
ppmobileseg_tiny_rgkd,D8,15506.0,19,0.7758961410967284,0.843962297705851,0.1293669026254637,0.7774252874617789,0.7997561610880443,0,0.0,0,0
ppmobileseg_tiny_rgkd,D9,19152.0,18,0.7326688973806177,0.7928951453106612,0.1439544975281165,0.692332054106149,0.810073905128321,0,0.0,0,0
ppmobileseg_tiny_rgkd,D10,31415.0,19,0.7143325886917002,0.7233178997143138,0.10713177962202525,0.6394775835750541,0.8672564797752051,0,0.0,0,0
resnet50_probe,D1,4317.5,14,0.057435493243915295,0.05867631093406885,0.029795668913002324,0.7813713264686148,0.030076538083249924,2,0.14285714285714285,0,2
resnet50_probe,D2,5916.0,13,0.07661151753731799,0.0830187677876035,0.02401199611180821,0.8183478687080163,0.04027052786790735,0,0.0,0,0
resnet50_probe,D3,6914.0,13,0.07278154589832003,0.0755414685684099,0.02461043683702449,0.7463502901161442,0.038343601071227265,1,0.07692307692307693,0,1
resnet50_probe,D4,7402.0,14,0.08355246911540892,0.09262594953292995,0.0384438101030105,0.7946912827109054,0.04427729790834516,0,0.0,0,0
resnet50_probe,D5,8686.0,13,0.08870500277525463,0.0965886736559513,0.013288008811469201,0.8211141936883041,0.04696391829134284,1,0.07692307692307693,0,1
resnet50_probe,D6,10388.0,13,0.11148109247609442,0.1215172120164794,0.0412361399051185,0.793611149770627,0.060276567631480635,0,0.0,0,0
resnet50_probe,D7,12305.5,14,0.11322917033397042,0.1296401023947351,0.05211500820896148,0.6666447243344822,0.06214521560115603,1,0.07142857142857142,0,1
resnet50_probe,D8,15677.0,13,0.14732676020745458,0.1471072244969025,0.0435671701455789,0.7816918418336697,0.08184162135101779,0,0.0,0,0
resnet50_probe,D9,22504.0,13,0.19395997246246177,0.2037764665046858,0.08401788988041409,0.6618101529465954,0.1141499168634871,0,0.0,0,0
resnet50_probe,D10,38879.0,14,0.2768889666780993,0.29944450536070377,0.06414211280502008,0.6333975203235808,0.18129087503807065,0,0.0,0,0
rn50_g28,D1,4317.5,14,0.47500254276607384,0.48177676227808663,0.35428406178809513,0.690020202489265,0.4427343900892363,1,0.07142857142857142,0,1
rn50_g28,D2,5916.0,13,0.48814014805324,0.5159427896601496,0.17208180524161654,0.6586190288192012,0.4532866013154422,1,0.07692307692307693,0,1
rn50_g28,D3,6914.0,13,0.5422434626083525,0.5857918552036199,0.31390377314273354,0.7166138167404269,0.5110485794024802,0,0.0,0,0
rn50_g28,D4,7402.0,14,0.397246845476186,0.3627605493229126,0.3186443522974537,0.5722823189056007,0.356672771314534,1,0.07142857142857142,0,1
rn50_g28,D5,8686.0,13,0.4101295301122564,0.4688033377583918,0.45705453273447005,0.5840624006183474,0.3764003240786475,0,0.0,0,0
rn50_g28,D6,10388.0,13,0.5252266503640565,0.5781865965834428,0.2006359017967152,0.604135787910962,0.4982939057081538,0,0.0,0,0
rn50_g28,D7,12305.5,14,0.5006950723526074,0.4939013831098551,0.16409142657493614,0.6021771026122827,0.5205357774779974,0,0.0,0,0
rn50_g28,D8,15677.0,13,0.5863798429990167,0.5742152620372278,0.2360761089297132,0.6845314501624731,0.5588923446468057,0,0.0,0,0
rn50_g28,D9,22504.0,13,0.5932709036540137,0.5913068663756542,0.26285245542975255,0.6305980980137752,0.602366531747644,0,0.0,0,0
rn50_g28,D10,38879.0,14,0.7332636871868761,0.7701980112051912,0.1366566857826872,0.726300232136875,0.767967720917207,0,0.0,0,0
rn50_l3_g20,D1,4317.5,14,0.44634899612810536,0.4705513858976319,0.2622112069010185,0.6975548220738892,0.40660158730059875,2,0.14285714285714285,0,2
rn50_l3_g20,D2,5916.0,13,0.5080332693085443,0.4757632209253697,0.20980096012156235,0.8018181459522615,0.41912932507955725,0,0.0,0,0
rn50_l3_g20,D3,6914.0,13,0.5609103773505384,0.5999049552857821,0.17913739065744833,0.785940395537341,0.5066051844333274,0,0.0,0,0
rn50_l3_g20,D4,7402.0,14,0.47483846967939175,0.4274378992268466,0.22110277203703593,0.7994530398812293,0.4021986805497736,0,0.0,0,0
rn50_l3_g20,D5,8686.0,13,0.40313736648123555,0.4786852175976742,0.33119652588185783,0.6033022831121239,0.34787919658126065,0,0.0,0,0
rn50_l3_g20,D6,10388.0,13,0.5542858266153481,0.5660634019399101,0.17420157591521224,0.6873056229456106,0.5061399072472492,0,0.0,0,0
