model,bin,median_gt_px,s_n,s_mean_dice,s_median_dice,s_iqr_dice,s_mean_recall,s_mean_precision,s_zero_dice_n,s_zero_dice_rate,s_empty_pred_n,s_wrong_place_n
distill_p3_adaptive_hard,D3,6686.0,19,0.6841626139726569,0.7455066921606118,0.2515002616816444,0.6572325489714078,0.7323859382830922,0,0.0,0,0
distill_p3_adaptive_hard,D4,8665.5,18,0.8005400216169776,0.7940404922448683,0.15216932766140256,0.7540684653036968,0.8763502975366889,0,0.0,0,0
distill_p3_adaptive_hard,D5,10622.0,19,0.7732221157198242,0.8243259154597904,0.14844094183525414,0.7238451717236689,0.8735918163483718,0,0.0,0,0
distill_p3_adaptive_hard,D6,11957.5,18,0.7944327117506932,0.8682163447608402,0.17055073428613388,0.7405501875944188,0.8786842605508152,0,0.0,0,0
distill_p3_adaptive_hard,D7,13841.0,18,0.7262134452351505,0.7983482926775445,0.21874321373519656,0.6670665364943836,0.8495416632672538,0,0.0,0,0
distill_p3_adaptive_hard,D8,15506.0,19,0.7756165871437787,0.8598480978168318,0.17687243347895776,0.7262040752112697,0.875026093304925,0,0.0,0,0
distill_p3_adaptive_hard,D9,19152.0,18,0.7653508748279051,0.8064978699174306,0.20155294901987253,0.7288657781920405,0.8311693924106431,0,0.0,0,0
distill_p3_adaptive_hard,D10,31415.0,19,0.6826838824017226,0.698255033557047,0.19031583304083155,0.5690234515574433,0.899017923933816,0,0.0,0,0
distill_segformer_b5__seed2026,D1,4071.0,19,0.7225456480338067,0.7549496916585524,0.20159360914164237,0.7756194067210044,0.7242450141041603,0,0.0,0,0
distill_segformer_b5__seed2026,D2,5445.5,18,0.8230857446404143,0.8843033654735717,0.08037384195497577,0.7961259545446233,0.8595308370747543,0,0.0,0,0
distill_segformer_b5__seed2026,D3,6686.0,19,0.7036049482727808,0.824086726792384,0.10029287549137811,0.6608705425541498,0.7676147760589023,0,0.0,0,0
distill_segformer_b5__seed2026,D4,8665.5,18,0.8107605580645963,0.8398459586630661,0.1512723806636228,0.7525422330431107,0.8920274437636946,0,0.0,0,0
distill_segformer_b5__seed2026,D5,10622.0,19,0.7695340413693877,0.8427258193445244,0.17289906365532692,0.7215252297263945,0.8454156280286959,1,0.05263157894736842,0,1
distill_segformer_b5__seed2026,D6,11957.5,18,0.7963463045613618,0.8637637541146312,0.11916937725708499,0.7458190225865153,0.86468730266985,0,0.0,0,0
distill_segformer_b5__seed2026,D7,13841.0,18,0.7517537035859859,0.7710804648223559,0.19805845594684868,0.7123792610057919,0.8552447024699338,0,0.0,0,0
distill_segformer_b5__seed2026,D8,15506.0,19,0.8156679755504739,0.882871039831734,0.189819812045385,0.7538875931323548,0.9101700452303737,0,0.0,0,0
distill_segformer_b5__seed2026,D9,19152.0,18,0.7484578961408548,0.7479850177343959,0.15029659104150883,0.6484389331516716,0.937265433714162,0,0.0,0,0
distill_segformer_b5__seed2026,D10,31415.0,19,0.7392582790104054,0.7819089756526689,0.14696413159182709,0.650063765550359,0.9324157096840056,0,0.0,0,0
distill_segformer_b5__seed42,D1,4071.0,19,0.758518271661643,0.8059701492537313,0.14364428915785088,0.811327990686872,0.7674820555890874,0,0.0,0,0
distill_segformer_b5__seed42,D2,5445.5,18,0.7414821853371001,0.8562499619645227,0.191755979804083,0.7142868135528708,0.7910087570396803,1,0.05555555555555555,0,1
distill_segformer_b5__seed42,D3,6686.0,19,0.7350138293923979,0.7836146105696854,0.14114989487354668,0.680348356771903,0.8255657179357309,0,0.0,0,0
distill_segformer_b5__seed42,D4,8665.5,18,0.7590842737640521,0.8097737853497191,0.16531165776316115,0.6917424631326425,0.8535130749488389,0,0.0,0,0
distill_segformer_b5__seed42,D5,10622.0,19,0.722954132592949,0.7883327179703571,0.15484174740055145,0.6566833344351289,0.8528787101134112,1,0.05263157894736842,0,1
distill_segformer_b5__seed42,D6,11957.5,18,0.7697038650372269,0.8586849188435146,0.10914832265250063,0.7080128917442354,0.8642102724665555,1,0.05555555555555555,0,1
distill_segformer_b5__seed42,D7,13841.0,18,0.7478415060818224,0.7724748708706954,0.1669840177660391,0.6830559096173348,0.8673615291697945,0,0.0,0,0
distill_segformer_b5__seed42,D8,15506.0,19,0.8126093287996086,0.8663946802017412,0.14440997169461256,0.747870702137804,0.9177897687441611,0,0.0,0,0
distill_segformer_b5__seed42,D9,19152.0,18,0.7969812963001259,0.8020475640135789,0.13139248037955764,0.7037054391908496,0.9460577093913474,0,0.0,0,0
distill_segformer_b5__seed42,D10,31415.0,19,0.6859822460063698,0.7465453511515496,0.32723120128797223,0.5776092163462758,0.9250529896228885,0,0.0,0,0
distill_segformer_b5_teacher,D1,4071.0,19,0.7781364443367854,0.7664185639229422,0.17322289240020017,0.8281475065060505,0.7636457555331474,0,0.0,0,0
distill_segformer_b5_teacher,D2,5445.5,18,0.8363345195228721,0.8766900762678648,0.14494736620298232,0.8089018319826748,0.8803473139465615,0,0.0,0,0
distill_segformer_b5_teacher,D3,6686.0,19,0.7737312714483422,0.8404532430320396,0.11519782645695398,0.7286495945309117,0.8491354083151442,0,0.0,0,0
distill_segformer_b5_teacher,D4,8665.5,18,0.8238494120735262,0.8562620319949434,0.08492924557979664,0.7773813392619272,0.89668131522594,0,0.0,0,0
distill_segformer_b5_teacher,D5,10622.0,19,0.7944756985250915,0.8611268914940866,0.11373647183851032,0.7432400993060501,0.8911532698588637,0,0.0,0,0
distill_segformer_b5_teacher,D6,11957.5,18,0.8095394429828462,0.8607422911694804,0.12419385263214122,0.7557402886828516,0.8937739581454723,0,0.0,0,0
distill_segformer_b5_teacher,D7,13841.0,18,0.7344154829515431,0.7641957568026609,0.1648651733737001,0.6555047829065794,0.8625617685398546,0,0.0,0,0
distill_segformer_b5_teacher,D8,15506.0,19,0.8257350896096315,0.8717574470908247,0.12061571094927093,0.7542234489060479,0.928561560437888,0,0.0,0,0
distill_segformer_b5_teacher,D9,19152.0,18,0.7383573658034215,0.7215337907531627,0.21322480134791066,0.6140454904919498,0.9710632001343598,0,0.0,0,0
distill_segformer_b5_teacher,D10,31415.0,19,0.6164131820274641,0.6347256347256347,0.19756656138084272,0.49903994711917987,0.9016619331892495,0,0.0,0,0
distill_x_angular_b5_to_b0,D1,4071.0,19,0.7168299035919666,0.8041903776513192,0.2468031333259274,0.7034191216092538,0.7783576429197127,0,0.0,0,0
distill_x_angular_b5_to_b0,D2,5445.5,18,0.7402240257013871,0.8137506976744412,0.13334289037801905,0.7166935815477272,0.8706891711789544,1,0.05555555555555555,1,0
distill_x_angular_b5_to_b0,D3,6686.0,19,0.7135127788412473,0.7635456082441028,0.19426265102120455,0.6555845124965679,0.8162299695983332,0,0.0,0,0
distill_x_angular_b5_to_b0,D4,8665.5,18,0.7730368454483338,0.8132337117518293,0.13756909295044872,0.706317041332204,0.8709121029228291,0,0.0,0,0
distill_x_angular_b5_to_b0,D5,10622.0,19,0.7348704725323879,0.7828599465736248,0.1970454776151923,0.669298581673295,0.9158122426093832,0,0.0,0,0
distill_x_angular_b5_to_b0,D6,11957.5,18,0.7676538219323209,0.8024517994486116,0.15257674012062006,0.6737854272093373,0.9180207834819369,1,0.05555555555555555,0,1
distill_x_angular_b5_to_b0,D7,13841.0,18,0.7316214392776492,0.7172504045763066,0.26168343749749756,0.6693085478646563,0.8578214585425735,0,0.0,0,0
distill_x_angular_b5_to_b0,D8,15506.0,19,0.7893569197878233,0.8400274160383825,0.11867395858137786,0.7339451367490774,0.8909974313661254,0,0.0,0,0
distill_x_angular_b5_to_b0,D9,19152.0,18,0.7789705353382665,0.8285743022281673,0.2301077173295406,0.7104984924897462,0.9032592372975358,0,0.0,0,0
distill_x_angular_b5_to_b0,D10,31415.0,19,0.6764485059823139,0.6862831468593076,0.31519784175963506,0.5538493139643406,0.9480827324975107,0,0.0,0,0
fastscnn,D1,4071.0,19,0.5135920087742296,0.624374278013092,0.3805649566667648,0.5545305369747865,0.6284480834320397,3,0.15789473684210525,2,1
fastscnn,D2,5445.5,18,0.7176899763523867,0.7948419872963097,0.17963002415174945,0.7194224819812045,0.7817773831535423,0,0.0,0,0
fastscnn,D3,6686.0,19,0.48644447162112314,0.5062809917355372,0.33155537332079177,0.5077381076554597,0.5944604067615803,2,0.10526315789473684,1,1
fastscnn,D4,8665.5,18,0.6284662657779896,0.6649336669621664,0.29028163145930364,0.5622515948094653,0.8061092484521288,1,0.05555555555555555,1,0
fastscnn,D5,10622.0,19,0.6551686963290666,0.6839809064312478,0.30983296368714164,0.6089225650291921,0.7756524359877205,0,0.0,0,0
fastscnn,D6,11957.5,18,0.7621807361897879,0.7975391813504484,0.21139974449118737,0.7236553695615798,0.8316114310869991,0,0.0,0,0
fastscnn,D7,13841.0,18,0.6498415973384242,0.7037472442104393,0.2754476400428557,0.5960169850536692,0.7972758400200024,0,0.0,0,0
fastscnn,D8,15506.0,19,0.7247146322338004,0.870645905420992,0.3368988370753919,0.6999566988660803,0.7816302723647474,1,0.05263157894736842,0,1
fastscnn,D9,19152.0,18,0.6718047806955629,0.7312299663109678,0.16230723899926935,0.6117042931563418,0.8101001582926173,0,0.0,0,0
fastscnn,D10,31415.0,19,0.583898243371832,0.6384621383451611,0.26299931151557854,0.4885338228365534,0.8322226746598398,0,0.0,0,0
fastscnn#e981,D1,4071.0,19,0.3505148297190961,0.3438081681813205,0.5980745675364716,0.34051431638702995,0.8000400912984875,7,0.3684210526315789,7,0
fastscnn#e981,D2,5445.5,18,0.6254993901384126,0.6634597595595906,0.28084308040645634,0.628595598151689,0.7365245058945648,0,0.0,0,0
fastscnn#e981,D3,6686.0,19,0.4713766238044152,0.5054115636570777,0.7130430135084063,0.4747472076457764,0.5470407509927254,3,0.15789473684210525,0,3
fastscnn#e981,D4,8665.5,18,0.5776871288294955,0.7229474883218496,0.32885455437125427,0.5596853773941916,0.7524055128258873,2,0.1111111111111111,1,1
fastscnn#e981,D5,10622.0,19,0.6985984818873153,0.7581306589792521,0.1718286431856314,0.6405877112162182,0.8156171379991474,0,0.0,0,0
fastscnn#e981,D6,11957.5,18,0.6804534444806212,0.765196202109472,0.2629061887334765,0.6469474052233156,0.7858785508112818,0,0.0,0,0
fastscnn#e981,D7,13841.0,18,0.6188060162184361,0.654487030743683,0.22377232492270704,0.5802347015116103,0.7803054369949135,0,0.0,0,0
fastscnn#e981,D8,15506.0,19,0.7430503055893668,0.8721577570594943,0.26096215782809595,0.7203466779242703,0.7886002016022043,1,0.05263157894736842,0,1
fastscnn#e981,D9,19152.0,18,0.6864661351872132,0.7259421838145196,0.1544261276633211,0.6375726725144559,0.7824609550471547,0,0.0,0,0
fastscnn#e981,D10,31415.0,19,0.6095288970201489,0.615900829527449,0.2141364125921309,0.5338664752288086,0.8143343355613564,0,0.0,0,0
fastscnn_b2kd,D1,4071.0,19,0.5394446644898594,0.6635119580509017,0.34223948229029455,0.5774517152798938,0.5543799429225235,1,0.05263157894736842,0,1
fastscnn_b2kd,D2,5445.5,18,0.7109413037138905,0.7331176460998858,0.18508646858824518,0.7707167610848222,0.7120142679720761,0,0.0,0,0
fastscnn_b2kd,D3,6686.0,19,0.5345108989392148,0.6566921827882162,0.6020493772591546,0.554770764636106,0.5834480447097924,2,0.10526315789473684,0,2
fastscnn_b2kd,D4,8665.5,18,0.6357720880242986,0.7656126310280156,0.2835935697710493,0.6391918248971833,0.776743880608941,2,0.1111111111111111,2,0
fastscnn_b2kd,D5,10622.0,19,0.6530175593415893,0.6590345697931221,0.34334131262690226,0.6484509868017795,0.7572425786805755,0,0.0,0,0
fastscnn_b2kd,D6,11957.5,18,0.7560583586715611,0.7493091780690984,0.14857350178206497,0.7405997770985597,0.8165289485373071,0,0.0,0,0
fastscnn_b2kd,D7,13841.0,18,0.675531643669337,0.7089976315286524,0.209532420760713,0.6349046279407466,0.7922522452981613,0,0.0,0,0
fastscnn_b2kd,D8,15506.0,19,0.7379073682218295,0.8446763503032012,0.17697104024214805,0.7345021976115118,0.7529964020280293,0,0.0,0,0
fastscnn_b2kd,D9,19152.0,18,0.6475617778364756,0.6906619282722859,0.22494936435993662,0.586978053860239,0.7824578246846303,1,0.05555555555555555,0,1
fastscnn_b2kd,D10,31415.0,19,0.6225548985683375,0.6464694032388876,0.24475419469251258,0.5374798721558784,0.860188057462007,0,0.0,0,0
fastscnn_distilled,D1,4071.0,19,0.4828256689080252,0.5673011556764106,0.4905238694177081,0.4514185518843172,0.7084898648387867,4,0.21052631578947367,2,2
fastscnn_distilled,D2,5445.5,18,0.7117992316464622,0.7733353327086137,0.10627539837866562,0.7503888164722565,0.7338454514787413,0,0.0,0,0
fastscnn_distilled,D3,6686.0,19,0.5086012922506893,0.678952622283652,0.655722314113781,0.5226834839821382,0.6255667575412025,3,0.15789473684210525,2,1
fastscnn_distilled,D4,8665.5,18,0.6403997572626171,0.649016056317289,0.3924195862458823,0.604140814853413,0.7908001229030012,1,0.05555555555555555,1,0
fastscnn_distilled,D5,10622.0,19,0.6302568613003207,0.7204301075268817,0.3369687656108932,0.5961825011658046,0.8445577078270563,2,0.10526315789473684,2,0
fastscnn_distilled,D6,11957.5,18,0.7659583166804983,0.8174992376377408,0.16466390839520506,0.7276038639845475,0.8656828391459894,0,0.0,0,0
fastscnn_distilled,D7,13841.0,18,0.6041562615460617,0.6500991683205297,0.2360711644961042,0.5524401858695982,0.8246608068051333,0,0.0,0,0
fastscnn_distilled,D8,15506.0,19,0.7479449194837477,0.9029491609081934,0.1965830957250958,0.7470906724955754,0.7653995618175652,1,0.05263157894736842,0,1
fastscnn_distilled,D9,19152.0,18,0.6237959115307566,0.7286151115513948,0.2328643820875188,0.5996488421922795,0.7465052859804626,2,0.1111111111111111,1,1
fastscnn_distilled,D10,31415.0,19,0.6214159355855049,0.6155409775478149,0.29200650825605434,0.5405614607699105,0.8568817159829109,0,0.0,0,0
fastscnn_distilled#e981,D1,4071.0,19,0.4338825230050969,0.6246412856322938,0.6780466346972929,0.42617235347114624,0.7885907223695787,6,0.3157894736842105,5,1
fastscnn_distilled#e981,D2,5445.5,18,0.6901479546383106,0.7140445254376779,0.12586689235585624,0.6887116417908035,0.7634373441477758,0,0.0,0,0
fastscnn_distilled#e981,D3,6686.0,19,0.5472176107024633,0.6868799258229021,0.4788483541091968,0.5285275699848316,0.7039257071362498,1,0.05263157894736842,0,1
fastscnn_distilled#e981,D4,8665.5,18,0.6202500547052266,0.7581770041366785,0.42964402843304894,0.5729603838191459,0.8164840487253047,1,0.05555555555555555,1,0
fastscnn_distilled#e981,D5,10622.0,19,0.6308830484328144,0.7143024894316581,0.4054416393717083,0.5949354363911984,0.7600189730009564,0,0.0,0,0
fastscnn_distilled#e981,D6,11957.5,18,0.7267705662993241,0.7698524361070449,0.21510472152768223,0.6699422016169267,0.8582966096554534,0,0.0,0,0
fastscnn_distilled#e981,D7,13841.0,18,0.598231093269962,0.6367874813916079,0.321528257068301,0.5609490052853425,0.76202492496052,0,0.0,0,0
fastscnn_distilled#e981,D8,15506.0,19,0.7478830318043419,0.8537860828336354,0.19391525950542832,0.7229632857965601,0.7881089527539653,0,0.0,0,0
fastscnn_distilled#e981,D9,19152.0,18,0.632253658559012,0.6516329054094365,0.18020660219411877,0.5831964932357597,0.72952829426532,0,0.0,0,0
fastscnn_distilled#e981,D10,31415.0,19,0.5437316514527692,0.5540959799326688,0.2522023166004468,0.4270142295652048,0.8812577706362835,0,0.0,0,0
fastscnn_rgkd,D1,4071.0,19,0.47864475775758797,0.5993649113522096,0.552945114783505,0.5306618411039623,0.5044015411715858,4,0.21052631578947367,1,3
fastscnn_rgkd,D2,5445.5,18,0.7318257570511739,0.7485680799690242,0.1392584126910259,0.7990370994451089,0.7007114250515513,0,0.0,0,0
fastscnn_rgkd,D3,6686.0,19,0.5303236397439846,0.6783988957902002,0.5428959349971794,0.5303002501452466,0.5766116191609033,2,0.10526315789473684,0,2
fastscnn_rgkd,D4,8665.5,18,0.6685872006227982,0.7244902444798593,0.2399745371453894,0.6194471486970191,0.787093482570294,0,0.0,0,0
fastscnn_rgkd,D5,10622.0,19,0.6875335249828121,0.7412177093652366,0.20468219217238814,0.6600837911321565,0.7696164399605552,0,0.0,0,0
fastscnn_rgkd,D6,11957.5,18,0.733877916413113,0.7706771250137768,0.24498860898026165,0.6844305320732395,0.8268142233008964,0,0.0,0,0
fastscnn_rgkd,D7,13841.0,18,0.6519500051058589,0.6806478103105283,0.20231884172306935,0.5910060315202011,0.7823622623960582,0,0.0,0,0
fastscnn_rgkd,D8,15506.0,19,0.746577505199696,0.8545326223337516,0.24285087684732776,0.7096852619225644,0.7965220764127495,0,0.0,0,0
fastscnn_rgkd,D9,19152.0,18,0.6512122290375965,0.7247467919672071,0.14411707038115784,0.5790411051892361,0.7646532814145339,0,0.0,0,0
fastscnn_rgkd,D10,31415.0,19,0.5487167570642891,0.5481543358345455,0.12097362838954961,0.4420601119975551,0.8354022331430198,0,0.0,0,0
lraspp_mobilenetv3,D1,4071.0,19,0.7420618251601269,0.7854710556186152,0.11124005331871056,0.8628098249637428,0.6595348703632475,1,0.05263157894736842,0,1
lraspp_mobilenetv3,D2,5445.5,18,0.7501296567858498,0.7969528952181284,0.10935674083209412,0.8056720502069377,0.728762638532361,0,0.0,0,0
lraspp_mobilenetv3,D3,6686.0,19,0.626180820363983,0.5894650782527446,0.30052150890053975,0.6443696814609438,0.6849205666903423,0,0.0,0,0
lraspp_mobilenetv3,D4,8665.5,18,0.7386740948032364,0.7756838360636399,0.18343759721924902,0.7202427122856129,0.8198338346571763,0,0.0,0,0
lraspp_mobilenetv3,D5,10622.0,19,0.7286760041999891,0.7825993091537133,0.23754771622565296,0.722427819815806,0.795060790490444,0,0.0,0,0
lraspp_mobilenetv3,D6,11957.5,18,0.7805526749876468,0.8307533017144109,0.058687522415129534,0.8000202914876628,0.8072966091699049,0,0.0,0,0
lraspp_mobilenetv3,D7,13841.0,18,0.7510082098994305,0.7692680277496474,0.20343247760292993,0.7438478666917078,0.7988445885301716,0,0.0,0,0
lraspp_mobilenetv3,D8,15506.0,19,0.810816106314396,0.8518736223365173,0.11721890231716892,0.8530369545369035,0.7966061645054561,0,0.0,0,0
lraspp_mobilenetv3,D9,19152.0,18,0.7757129639933232,0.8081918667100179,0.16607458102304706,0.7665072204362242,0.8064458113876605,0,0.0,0,0
lraspp_mobilenetv3,D10,31415.0,19,0.7578444262677838,0.7737121405232544,0.14394258517939185,0.7278324863099194,0.8346514282907718,0,0.0,0,0
lraspp_mobilenetv3#e981,D1,4071.0,19,0.7079679723347321,0.8064379500211775,0.22763482723580863,0.7492217319192914,0.7276958397157821,0,0.0,0,0
lraspp_mobilenetv3#e981,D2,5445.5,18,0.6782982101749151,0.7499367418732962,0.2533006787941735,0.6305522923021847,0.8219294129015879,0,0.0,0,0
lraspp_mobilenetv3#e981,D3,6686.0,19,0.5191142899953324,0.5547445255474452,0.4025047376829096,0.4679452976824159,0.8049173901127822,1,0.05263157894736842,1,0
lraspp_mobilenetv3#e981,D4,8665.5,18,0.6642375675345554,0.7231763175237853,0.2409763623598966,0.6162562167591713,0.8617139096564378,1,0.05555555555555555,1,0
lraspp_mobilenetv3#e981,D5,10622.0,19,0.6978484133599986,0.7377989717606735,0.19816960002524597,0.6391723416097572,0.8301811270035242,0,0.0,0,0
lraspp_mobilenetv3#e981,D6,11957.5,18,0.7742483666222942,0.7982064122842808,0.12431641062427323,0.7291146630994969,0.8835922726770027,0,0.0,0,0
lraspp_mobilenetv3#e981,D7,13841.0,18,0.6843336499428931,0.7048589927965845,0.18498967519531595,0.648152500693797,0.8151613602482326,0,0.0,0,0
lraspp_mobilenetv3#e981,D8,15506.0,19,0.7769934088773323,0.8565638524421241,0.1630117626393196,0.7441310143458896,0.8380009425052158,0,0.0,0,0
lraspp_mobilenetv3#e981,D9,19152.0,18,0.7513577257178297,0.7779280414126064,0.12812972624622798,0.6724393105200155,0.8695501458597553,0,0.0,0,0
lraspp_mobilenetv3#e981,D10,31415.0,19,0.730363988410663,0.777468542981459,0.19850448350115668,0.6525675466977872,0.8740665943352747,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D1,4071.0,19,0.7143166354846379,0.7477854330708661,0.15453343569236433,0.8442117525178299,0.7040464330236188,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D2,5445.5,18,0.6754476426669994,0.7441329888074866,0.2056255578519579,0.6681981660108305,0.8041737263621591,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D3,6686.0,19,0.5618569323218037,0.533262211384592,0.3129527314371767,0.5134020551772845,0.8090783700261116,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D4,8665.5,18,0.7042512762972684,0.7542256534846851,0.16561875729718523,0.6546736103453876,0.8637774904177824,1,0.05555555555555555,1,0
lraspp_mobilenetv3_b2kd,D5,10622.0,19,0.7325180299186058,0.7969071764385903,0.18191289860436166,0.6657183201652593,0.8820349283598361,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D6,11957.5,18,0.7779515791267807,0.8203597361180315,0.06741685893321747,0.7764722106437139,0.8493180317276721,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D7,13841.0,18,0.7232009421024126,0.7527423774557649,0.1472730231312317,0.6813496152638987,0.8400542769188463,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D8,15506.0,19,0.8005299646736075,0.8620842572062084,0.15907835251974478,0.7972991934430995,0.8479919327488215,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D9,19152.0,18,0.7780425197485994,0.8131832490898726,0.10016399632175566,0.716842349946422,0.8644679968288812,0,0.0,0,0
lraspp_mobilenetv3_b2kd,D10,31415.0,19,0.7476441868040359,0.7642916375985573,0.1661998316415928,0.7209248491928225,0.839661631244797,0,0.0,0,0
lraspp_mobilenetv3_distilled,D1,4071.0,19,0.6924219392802203,0.8006185367739441,0.268789116734231,0.6699460149498876,0.7720562882416395,1,0.05263157894736842,0,1
lraspp_mobilenetv3_distilled,D2,5445.5,18,0.7099919882232288,0.7916986022926202,0.2333267537341187,0.6878534359669392,0.7863224555713143,0,0.0,0,0
lraspp_mobilenetv3_distilled,D3,6686.0,19,0.5646193160000965,0.5869935754556181,0.3764646276460961,0.5234589395173326,0.7986810324070145,0,0.0,0,0
lraspp_mobilenetv3_distilled,D4,8665.5,18,0.6753224192075442,0.7071872805747157,0.2159340770231415,0.6472834348477589,0.8601413950432905,2,0.1111111111111111,2,0
lraspp_mobilenetv3_distilled,D5,10622.0,19,0.7170446594784735,0.7613927916921197,0.20523463979250245,0.6621469924677321,0.865789426257891,0,0.0,0,0
lraspp_mobilenetv3_distilled,D6,11957.5,18,0.7944678367796536,0.8464736302610576,0.11096548898722347,0.7594198823023911,0.8854869771844371,0,0.0,0,0
lraspp_mobilenetv3_distilled,D7,13841.0,18,0.7158422912443194,0.7230796579294027,0.16646964411876375,0.68818245122668,0.8278008439946899,0,0.0,0,0
lraspp_mobilenetv3_distilled,D8,15506.0,19,0.8106305068752111,0.8288888110172759,0.13209973214926662,0.8011301234182197,0.8521197272037576,0,0.0,0,0
lraspp_mobilenetv3_distilled,D9,19152.0,18,0.7680755222200708,0.8089377240396469,0.09014852949238339,0.6940466125862904,0.8833463179036504,0,0.0,0,0
lraspp_mobilenetv3_distilled,D10,31415.0,19,0.7547217530532913,0.7799851619816998,0.11725475514251094,0.7025655432412631,0.8684005046800711,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D1,4071.0,19,0.6977586595223998,0.7562262753448755,0.27617156056761394,0.6846757945040579,0.7644230467986436,1,0.05263157894736842,0,1
lraspp_mobilenetv3_rgkd,D2,5445.5,18,0.7199501496400921,0.7698851911445059,0.21494869993249055,0.6889906065917308,0.8017915962662158,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D3,6686.0,19,0.5566872081316627,0.5094638891826161,0.3564460296663886,0.5090023719512139,0.7865532362072086,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D4,8665.5,18,0.700088209672526,0.7571301192554979,0.16802681603777847,0.6394182040574047,0.8737531924418129,1,0.05555555555555555,1,0
lraspp_mobilenetv3_rgkd,D5,10622.0,19,0.7396268744118416,0.7777109882183217,0.16277561746585956,0.6524941855705778,0.8970539987545799,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D6,11957.5,18,0.7912765841001008,0.8110924050656841,0.10082421671444619,0.7388997836664135,0.8977686264775966,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D7,13841.0,18,0.7467585340028751,0.745032134274833,0.13842068859484258,0.6979095277533615,0.8351413038344906,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D8,15506.0,19,0.8015801025514054,0.8599315068493151,0.15783364726288462,0.773495801632588,0.8583333165961938,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D9,19152.0,18,0.7654049711431645,0.7988022812024294,0.11061792351405875,0.6874473569090663,0.8860538357341627,0,0.0,0,0
lraspp_mobilenetv3_rgkd,D10,31415.0,19,0.7325439724749421,0.7586518406334276,0.13644442657827172,0.6669879584529603,0.8780784570724068,0,0.0,0,0
medsam_ft__seed0,D1,4071.0,19,0.7931014455800045,0.84996191926885,0.1549590849964111,0.8122222955353087,0.8129576298455558,0,0.0,0,0
medsam_ft__seed0,D2,5445.5,18,0.8379813856663485,0.8809673273723297,0.11921217351123237,0.814998390900152,0.875796820481384,0,0.0,0,0
medsam_ft__seed0,D3,6686.0,19,0.7074874387214234,0.8179505813953488,0.11762161114229608,0.6337772515484662,0.8070344228064441,0,0.0,0,0
medsam_ft__seed0,D4,8665.5,18,0.7825672666156729,0.7995973302936314,0.16282509487279484,0.7117131840085652,0.8865223276394064,0,0.0,0,0
medsam_ft__seed0,D5,10622.0,19,0.7800853406852134,0.80620884289746,0.12196291565055217,0.7036120611137262,0.9029284122667413,0,0.0,0,0
medsam_ft__seed0,D6,11957.5,18,0.78312207463822,0.8105749395428509,0.2128136138434784,0.7118793306300926,0.904524996320303,0,0.0,0,0
medsam_ft__seed0,D7,13841.0,18,0.6877357317002034,0.7349412902680379,0.2453933514211072,0.5832699375856627,0.9004935105291134,0,0.0,0,0
medsam_ft__seed0,D8,15506.0,19,0.771833573225745,0.806510473688052,0.18675206147735934,0.6903258605119572,0.9048251379007658,1,0.05263157894736842,0,1
medsam_ft__seed0,D9,19152.0,18,0.7740027770479877,0.8006436541177298,0.17251151563390366,0.6681674745561028,0.9640957764003889,0,0.0,0,0
medsam_ft__seed0,D10,31415.0,19,0.6153474275318974,0.6070356911292389,0.2855291274476125,0.49510135072004147,0.9331923539562796,0,0.0,0,0
medsam_ft__seed0#c827,D1,4317.5,14,0.6807487915167973,0.765128892987678,0.20203675211895122,0.8976829920770524,0.5972650025809421,2,0.14285714285714285,0,2
medsam_ft__seed0#c827,D2,5916.0,13,0.8561292735431429,0.8619214313496694,0.09833450272449618,0.9073330710481717,0.8170643046512828,0,0.0,0,0
medsam_ft__seed0#c827,D3,6914.0,13,0.8542083216301936,0.8666859875380379,0.0949727012497329,0.8972565582479045,0.8363614092265167,0,0.0,0,0
medsam_ft__seed0#c827,D4,7402.0,14,0.7982449820214491,0.827383508031529,0.14484746527726822,0.8490258699616977,0.7733462627963101,0,0.0,0,0
medsam_ft__seed0#c827,D5,8686.0,13,0.7750764928240849,0.8645779510545352,0.18141352699354263,0.8130977920365695,0.748047791141787,0,0.0,0,0
medsam_ft__seed0#c827,D6,10388.0,13,0.7164196862552697,0.7586250156818467,0.13514713879992746,0.7188618714550553,0.7458194961230836,0,0.0,0,0
medsam_ft__seed0#c827,D7,12305.5,14,0.8481757944261742,0.8471698074244867,0.11799760400341941,0.8254615273459468,0.8845367524845252,0,0.0,0,0
