model,split,cohort,comparable,n_images,n_subjects,source_file,all_n,all_mean_dice,all_median_dice,all_iqr_dice,all_mean_recall,all_mean_precision,all_zero_dice_n,all_zero_dice_rate,all_empty_pred_n,all_wrong_place_n,D1_D4_n,D1_D4_mean_dice,D1_D4_median_dice,D1_D4_iqr_dice,D1_D4_mean_recall,D1_D4_mean_precision,D1_D4_zero_dice_n,D1_D4_zero_dice_rate,D1_D4_empty_pred_n,D1_D4_wrong_place_n,D1_n,D1_mean_dice,D1_median_dice,D1_iqr_dice,D1_mean_recall,D1_mean_precision,D1_zero_dice_n,D1_zero_dice_rate,D1_empty_pred_n,D1_wrong_place_n,D5_D10_n,D5_D10_mean_dice,D5_D10_median_dice,D5_D10_iqr_dice,D5_D10_mean_recall,D5_D10_mean_precision,D5_D10_zero_dice_n,D5_D10_zero_dice_rate,D5_D10_empty_pred_n,D5_D10_wrong_place_n,mean_dice_ci_lo,mean_dice_ci_hi,zero_dice_rate_ci_lo,zero_dice_rate_ci_hi,median_dice__Light,mean_recall__Light,miss_rate__Light,median_dice__Intermediate,mean_recall__Intermediate,miss_rate__Intermediate,median_dice__Tan,mean_recall__Tan,miss_rate__Tan,median_dice__Brown,mean_recall__Brown,miss_rate__Brown,median_dice__Dark,mean_recall__Dark,miss_rate__Dark,fairness_gap_median_dice,fairness_best_group,fairness_worst_group,fairness_miss_rate_gap,kruskal_H,kruskal_p,kruskal_significant,recall_gap_all,recall_gap_small,gap_shrinks_with_size
segformer_b0_rgkd,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_segformer_b0_rgkd.csv,185,0.7655657400501422,0.8157619754715943,0.15813084072159078,0.7250234683343149,0.8513945822399233,2,0.010810810810810811,1,1,74,0.7451626181557971,0.81716796763155,0.14618734267011013,0.7188927034278839,0.8124728688877781,2,0.02702702702702703,1,1,19,0.6624999634791596,0.8143867924528302,0.21969657512858354,0.6730771126282079,0.7383962358780707,2,0.10526315789473684,1,1,111,0.779167821313039,0.8157619754715943,0.16923227573308386,0.729110644938602,0.8773423911413535,0,0.0,0,0,0.7349284950717162,0.7964215290868375,0.0,0.0273972602739726,0.8143867924528302,0.660711598841092,0.05128205128205128,0.8584762817143938,0.7825891058953109,0.0,0.7979147608034676,0.7149741367091481,0.0,0.8111316063838319,0.7589055135626469,0.0,0.7927883253046188,0.717373892521591,0.0,0.06568795640977498,Intermediate (III-IV),Dark (VI),0.05128205128205128,7.345824203459329,0.11870312533643662,False,0.12187750705421896,0.21187538539365114,False
distill_p2_ensemble_uniform,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_distill_p2_ensemble_uniform.csv,185,0.7614730219604802,0.813945766463752,0.18954628866677015,0.7146452229270024,0.8624721151630926,2,0.010810810810810811,0,2,74,0.7686366474921047,0.8181315001960494,0.14816326094548726,0.7564677885951254,0.8184901829742386,1,0.013513513513513514,0,1,19,0.7080304847323445,0.8046429274050757,0.1616923788762803,0.7570972236204045,0.7226187200517417,1,0.05263157894736842,0,1,111,0.756697271606064,0.7967238731578522,0.21778579982709445,0.6867635124815871,0.8917934032889956,1,0.009009009009009009,0,1,0.7217758307343826,0.796312255751929,0.0,0.029415386844392877,0.7966348850252384,0.7037053447291601,0.02564102564102564,0.8304203749462846,0.7518903329138233,0.0,0.8129902050655087,0.6963035211065648,0.0,0.813945766463752,0.7341083176534915,0.0,0.7883353336227369,0.6944108986877111,0.01818181818181818,0.042085041323547734,Intermediate (III-IV),Dark (VI),0.02564102564102564,2.266264438538303,0.6869176971961612,False,0.057479434226112236,0.12036170801463497,False
distill_p3_adaptive_group,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_distill_p3_adaptive_group.csv,185,0.7585841363527742,0.8047451669595782,0.1849285884552906,0.7099193854165037,0.8593388452022629,2,0.010810810810810811,1,1,74,0.757359963365946,0.8113501739328731,0.1373158590332032,0.7430076528666052,0.8128196867092274,2,0.02702702702702703,1,1,19,0.6996536159940874,0.8139562112164852,0.12327066366852613,0.7387730541687327,0.7391067026961364,2,0.10526315789473684,1,1,111,0.7594002516773266,0.7967205009887937,0.21002587903873682,0.6878605404497695,0.8903516175309534,0,0.0,0,0,0.7267251037940111,0.7893314288004044,0.0,0.0273972602739726,0.8139562112164852,0.7107148521018997,0.05128205128205128,0.8286303676139439,0.7485872757693783,0.0,0.7191009552939145,0.6715573938045157,0.0,0.8128593110426344,0.7343289635053665,0.0,0.7773289735205489,0.6865086035977952,0.0,0.10952941232002944,Intermediate (III-IV),Tan (IV),0.05128205128205128,8.095539615445036,0.08814048788763382,False,0.0770298819648626,0.12402468345356199,False
sam_ft__seed2,test,REFERENCE,True,185,28,/scratch/tbommawa/BRUISE_UNIFIED/STAGE_N4_RESULTS/tables/test_per_image__sam_ft__seed2.csv,185,0.7513366094427039,0.8060381093788667,0.18400649238057998,0.7064026941065843,0.8398918995916324,2,0.010810810810810811,0,2,74,0.7450179667845109,0.8156219740132553,0.1883344991100453,0.7244812050680115,0.7836700459957697,2,0.02702702702702703,0,2,19,0.760318698685151,0.8547112462006079,0.18512828767514533,0.7817789556341648,0.7554477872406188,1,0.05263157894736842,0,1,111,0.755549037881499,0.800341999430001,0.1822530700237518,0.6943503534656326,0.8773731353222075,0,0.0,0,0,0.7206573988370726,0.781118595715065,0.0,0.026881720430107527,0.7968805031446541,0.7219957982744073,0.02564102564102564,0.8548815360481793,0.7938023730298236,0.0,0.7938393040721995,0.5894720949018918,0.0,0.823439099283521,0.7643486250549858,0.0,0.7576646938973514,0.6554314854116893,0.01818181818181818,0.09721684215082793,Intermediate (III-IV),Dark (VI),0.02564102564102564,16.13162088682499,0.002847538905705437,True,0.2043302781279318,0.21780390998877808,False
distill_x_angular_b5_to_b0,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_distill_x_angular_b5_to_b0.csv,185,0.7418187732569852,0.8043323922267902,0.23046094460754962,0.6788361745478066,0.8768257833646442,2,0.010810810810810811,1,1,74,0.7353406303638654,0.8079377651255357,0.17938681792545186,0.6950710845925591,0.8330538861037159,1,0.013513513513513514,1,0,19,0.7168299035919666,0.8041903776513192,0.2468031333259274,0.7034191216092538,0.7783576429197127,0,0.0,0,0,111,0.7461375351857318,0.8014473433631689,0.2535020776926167,0.6680129011846383,0.906007048205263,1,0.009009009009009009,0,1,0.6948648206918187,0.784394047304021,0.0,0.026881720430107527,0.7644991212653779,0.6321759700573233,0.02564102564102564,0.8397152128273504,0.7390013768573326,0.0,0.8020832134804747,0.630282300267423,0.0,0.8114909252867164,0.7165624604726157,0.0,0.7876290163755061,0.6716489196073815,0.01818181818181818,0.07521609156197251,Intermediate (III-IV),Light (II-III),0.02564102564102564,5.327917766817724,0.25527480218838156,False,0.10871907658990954,0.19608418849722664,False
medsam_ft__seed2,test,REFERENCE,True,185,28,/scratch/tbommawa/BRUISE_UNIFIED/STAGE_N4_RESULTS/tables/test_per_image__medsam_ft__seed2.csv,185,0.7364184057792773,0.798424042514202,0.19589909190943233,0.6822204116683398,0.8508068099396552,2,0.010810810810810811,0,2,74,0.7045747028683266,0.7813858249664811,0.19372284460023526,0.637673842591319,0.8332639480990031,2,0.02702702702702703,0,2,19,0.6691917131913062,0.7749339648419711,0.25326367297007124,0.6037035715384851,0.7863787280633407,2,0.10526315789473684,0,2,111,0.7576475410532444,0.8040895469769082,0.19837425156973365,0.7119181243863535,0.8625020511667564,0,0.0,0,0,0.6997142328686559,0.7720348311336532,0.0,0.0273972602739726,0.7557848194546795,0.5985208538670765,0.05128205128205128,0.8373267015325118,0.7606855941716693,0.0,0.7231910652029979,0.6006419435238995,0.0,0.79961786481968,0.7539055396757336,0.0,0.7988788856803125,0.6851589633478831,0.0,0.11413563632951385,Intermediate (III-IV),Tan (IV),0.05128205128205128,9.845991890946914,0.04310339336012358,True,0.1621647403045927,0.19029838612074512,False
lraspp_mobilenetv3_rgkd,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_lraspp_mobilenetv3_rgkd.csv,185,0.7246397383719482,0.7777109882183217,0.2254417321142136,0.6734834851444331,0.8475975839931278,2,0.010810810810810811,1,1,74,0.6675021885547879,0.7329316671005255,0.29451783912237783,0.6296114020856027,0.8057885888358879,2,0.02702702702702703,1,1,19,0.6977586595223998,0.7562262753448755,0.27617156056761394,0.6846757945040579,0.7644230467986436,1,0.05263157894736842,0,1,111,0.7627314382500552,0.7956911417197113,0.16751589533465938,0.7027315405169868,0.8754702474312877,0,0.0,0,0,0.6827594247250276,0.7665960174456802,0.0,0.0273972602739726,0.7830728398702448,0.6264334697617142,0.05128205128205128,0.7890912437949903,0.7100123233697858,0.0,0.8057365372149861,0.6840277562133981,0.0,0.7900186133085156,0.6759633849221212,0.0,0.7586518406334276,0.6756993969290616,0.0,0.04708469658155845,Tan (IV),Dark (VI),0.05128205128205128,1.540189105624976,0.8194994204602905,False,0.0835788536080716,0.10976619536897858,False
lraspp_mobilenetv3#e981,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_lraspp_mobilenetv3.csv,185,0.6981515283591777,0.7607057069493912,0.24035104797984086,0.6548377860194143,0.83220229083218,2,0.010810810810810811,2,0,74,0.6416244186897527,0.7256330077565527,0.2910263116072216,0.6157936043991465,0.803043664497124,2,0.02702702702702703,2,0,19,0.7079679723347321,0.8064379500211775,0.22763482723580863,0.7492217319192914,0.7276958397157821,0,0.0,0,0,111,0.7358362681387945,0.7787176341447666,0.19278839702124273,0.6808672404329263,0.8516413750555506,0,0.0,0,0,0.6407091133985741,0.7525459821757543,0.0,0.025126418254795984,0.7897069953508488,0.6496451441304719,0.02564102564102564,0.7823198638608528,0.7001593020280404,0.0,0.7254965745546078,0.635822287717361,0.0,0.7842616103846792,0.6510054247169135,0.034482758620689655,0.7315726415585768,0.6375251653351011,0.0,0.06421042079624095,Light (II-III),Tan (IV),0.034482758620689655,2.879696565572633,0.5781554946520224,False,0.0643370143106794,0.2354112698732635,False
sam_ft__seed0,test,REFERENCE,True,185,28,/scratch/tbommawa/BRUISE_UNIFIED/STAGE_N4_RESULTS/tables/test_per_image__sam_ft__seed0.csv,185,0.7563297887072159,0.8152651312265666,0.24907958716708334,0.6944606838643583,0.8700064730695878,3,0.016216216216216217,0,3,74,0.7601797934697101,0.8365134930092657,0.23599912813776436,0.7268450134848936,0.818348485280498,2,0.02702702702702703,0,2,19,0.7593241085985918,0.8524728758630408,0.2385916906944171,0.7596450423636775,0.7856936633535755,1,0.05263157894736842,0,1,111,0.753763118865553,0.7950257289879932,0.2614745292238222,0.6728711307840014,0.9044451315956478,1,0.009009009009009009,0,1,0.7160021203815837,0.7921730755550093,0.0,0.037037037037037035,0.7987775061124694,0.7028452151397365,0.02564102564102564,0.8634296753875341,0.7619108987322486,0.0,0.7615474356244889,0.6119298325053979,0.041666666666666664,0.8262560273759527,0.7432926217143985,0.0,0.7410462856462936,0.6521790356869818,0.01818181818181818,0.12238338974124052,Intermediate (III-IV),Dark (VI),0.041666666666666664,11.485332158160872,0.021618395749493004,True,0.1499810662268507,0.11912605809273769,True
distill_segformer_b5__seed42,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_distill_segformer_b5__seed42.csv,185,0.7527467818268773,0.8124393723252497,0.1652000577432221,0.6973914363106187,0.8610018366075254,3,0.016216216216216217,0,3,74,0.748477110592534,0.812608328576112,0.14585062066774535,0.7250051024602158,0.809044603686012,1,0.013513513513513514,0,1,19,0.758518271661643,0.8059701492537313,0.14364428915785088,0.811327990686872,0.7674820555890874,0,0.0,0,0,111,0.7555932293164395,0.8104738154613467,0.18373764971137474,0.6789823255442208,0.8956399918885344,2,0.018018018018018018,0,2,0.7025558594350104,0.7980750257916954,0.0,0.03825201976625617,0.7826202852192456,0.7044651038682255,0.05128205128205128,0.883639585392221,0.8049657345111435,0.0,0.8319368925576364,0.6472616469947648,0.0,0.8053207107781096,0.7369095714629759,0.0,0.7811095415435984,0.6190894846341743,0.01818181818181818,0.10253004384862263,Intermediate (III-IV),Dark (VI),0.05128205128205128,15.325287255818207,0.004071989073314866,True,0.18587624987696916,0.24247520300085057,False
distill_p3_adaptive_full,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_distill_p3_adaptive_full.csv,185,0.7515250919573535,0.7984382130723594,0.1518025544732654,0.6995671469605808,0.8659286948959344,3,0.016216216216216217,2,1,74,0.7319568201973934,0.7868684772260209,0.13280096989294266,0.6884916189836641,0.8377187564831323,3,0.04054054054054054,2,1,19,0.650993064310986,0.8261655222262378,0.17186350003409834,0.6416777745231217,0.7781161875654493,3,0.15789473684210525,2,1,111,0.7645706064639934,0.8008489993935719,0.17300428778897936,0.7069508322785253,0.8847353205044691,0,0.0,0,0,0.7158871131691018,0.7861610826012511,0.0,0.042330447330447295,0.7905422134191632,0.6306997445584318,0.07692307692307693,0.8380828455775924,0.7396108834731698,0.0,0.7909251594053113,0.6839396273739449,0.0,0.8115663492618154,0.7232806184049987,0.0,0.7848157302541778,0.7150496288587002,0.0,0.05326711532341455,Intermediate (III-IV),Dark (VI),0.07692307692307693,3.4868023693337613,0.479887908753875,False,0.10891113891473803,0.18099408731812716,False
medsam_ft__seed1,test,REFERENCE,True,185,28,/scratch/tbommawa/BRUISE_UNIFIED/STAGE_N4_RESULTS/tables/test_per_image__medsam_ft__seed1.csv,185,0.7447820842030016,0.8070531832771299,0.23901850587049134,0.6741147140862419,0.90069901529371,3,0.016216216216216217,2,1,74,0.7357668031465512,0.8142467407578062,0.2652333462068318,0.6604447652483123,0.9032227280255704,3,0.04054054054054054,2,1,19,0.7209550278557294,0.8356928356928357,0.26013557520600206,0.6656416135695981,0.9218720988984581,2,0.10526315789473684,2,0,111,0.7507922715739688,0.8040005715102158,0.22810286615359276,0.6832280133115284,0.8990165401391362,0,0.0,0,0,0.6954372803059528,0.7899743925385808,0.0,0.03571428571428571,0.7771320277953253,0.612173934835954,0.05128205128205128,0.8652358830004541,0.7361052371416686,0.0,0.7560246176077637,0.6011686239125285,0.041666666666666664,0.8445765918832298,0.7407589551120354,0.0,0.7970080552359033,0.6718978720694446,0.0,0.10921126539269033,Intermediate (III-IV),Tan (IV),0.05128205128205128,8.018954258071231,0.09088633811605171,False,0.13959033119950692,0.15331886920120008,False
lraspp_mobilenetv3_distilled,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_lraspp_mobilenetv3_distilled.csv,185,0.7199779803092178,0.7835990888382688,0.2281195573414807,0.6832856722326234,0.8397819265490268,3,0.016216216216216217,2,1,74,0.6597222051902694,0.7097281648323914,0.29709257164874403,0.6311778082370507,0.8037886270728015,3,0.04054054054054054,2,1,19,0.6924219392802203,0.8006185367739441,0.268789116734231,0.6699460149498876,0.7720562882416395,1,0.05263157894736842,0,1,111,0.7601484970551831,0.7942028985507247,0.1766830193742588,0.7180242482296718,0.8637774595331773,0,0.0,0,0,0.6682828268449479,0.770274288389977,0.0,0.03649718361497182,0.7857980006894174,0.6089195681567516,0.05128205128205128,0.7945993984140005,0.7014722622146928,0.02631578947368421,0.7720219416691025,0.6933894795624869,0.0,0.806630465847385,0.6976447241565625,0.0,0.7540494882241876,0.7114726496495214,0.0,0.052580977623197356,Brown (V),Dark (VI),0.05128205128205128,1.5768765705535603,0.8129420000995065,False,0.10255308149276976,0.11810239113805465,False
distill_p2_cwd_b5_to_b0,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_distill_p2_cwd_b5_to_b0.csv,185,0.7736213046375027,0.823045267489712,0.15008986729311513,0.7346197177612811,0.85178712415691,4,0.021621621621621623,1,3,74,0.7643362168390159,0.8287494528942427,0.11328251199298867,0.7531171686943082,0.8083557349271201,3,0.04054054054054054,1,2,19,0.6858286479642148,0.8289490568458874,0.17839535186709232,0.7165982540714001,0.721095500092144,3,0.15789473684210525,1,2,111,0.7798113631698272,0.8166175438596491,0.17060566709015612,0.7222880838059298,0.8807413836434369,1,0.009009009009009009,0,1,0.7435431258373687,0.8019529398424449,0.0,0.05,0.8354842460179049,0.6983400782853295,0.07692307692307693,0.853606918167991,0.7888466197283922,0.0,0.7236296277397598,0.7170664789903191,0.0,0.8264689288304989,0.7626273186528103,0.0,0.7861918713845691,0.7157713717514749,0.01818181818181818,0.12997729042823114,Intermediate (III-IV),Tan (IV),0.07692307692307693,8.644139527325565,0.07063655568009186,False,0.0905065414430627,0.20811798498711176,False
ppmobileseg_tiny_distilled,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_ppmobileseg_tiny_distilled.csv,185,0.6891336426271606,0.7550700280112045,0.22590828415763564,0.6705828006807754,0.8021491184767963,4,0.021621621621621623,3,1,74,0.6453458999930535,0.7160345803353481,0.22957718685986928,0.6555761273374638,0.7553250095767255,4,0.05405405405405406,3,1,19,0.6433334980428371,0.6894578313253013,0.27725335907658066,0.7001810736612203,0.7296726915787691,0,0.0,0,0,111,0.7183254710498986,0.7744617252813975,0.2017649488861225,0.6805872495763164,0.8333651910768437,0,0.0,0,0,0.6488038095005014,0.7334621026560239,0.005494505494505495,0.039683853673919876,0.7329095861979504,0.6181953347609527,0.05128205128205128,0.8103723514343926,0.7303923899559355,0.0,0.6540580572470802,0.5622517341729084,0.0,0.7910728096342946,0.7310746612985248,0.06896551724137931,0.7368714694190669,0.6817833173478859,0.0,0.15631429418731235,Intermediate (III-IV),Tan (IV),0.06896551724137931,9.193389707365126,0.056443302802727205,False,0.16882292712561642,0.2996099665187252,False
topformer_tiny,test,REFERENCE,True,185,28,/scratch/tbommawa/BRUISE_UNIFIED/_work/outputs/per_image_topformer_tiny.csv,185,0.6801360613802793,0.7406317611423626,0.22433672074425026,0.69224443289836,0.7477946251327025,4,0.021621621621621623,4,0,74,0.6346258892545393,0.7202933378447105,0.22865163987621995,0.7074416857040793,0.678242692294249,4,0.05405405405405406,4,0,19,0.5755404632023784,0.6873440285204991,0.25447062686144,0.7121599252570276,0.6447696642847519,2,0.10526315789473684,2,0,111,0.7104761761307726,0.7564988803427125,0.240482370706961,0.6821129310278808,0.7941625803583382,0,0.0,0,0,0.6446353476867528,0.7183376413100608,0.0,0.04945054945054945,0.7406317611423626,0.6552386373977016,0.07692307692307693,0.7531328726513831,0.7051396519964989,0.0,0.6828643017602527,0.6889661942963216,0.0,0.7530287131546313,0.750892791705851,0.034482758620689655,0.6848545043426808,0.6800823059861434,0.0,0.07026857089113037,Intermediate (III-IV),Tan (IV),0.07692307692307693,1.6315975936091842,0.8031021862924779,False,0.09565415430814939,0.12143732450888878,False
ppmobileseg_tiny_b2kd,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_ppmobileseg_tiny_b2kd.csv,185,0.6758656100497099,0.7077697090512127,0.2337921271413983,0.631831829925504,0.8172291867691899,4,0.021621621621621623,3,1,74,0.6286121704358039,0.6841729393886401,0.2614609577380832,0.6090478430905217,0.7805591206941268,4,0.05405405405405406,3,1,19,0.6827744001225823,0.7075586711368486,0.269469267843359,0.7214109375304089,0.7719287963274335,0,0.0,0,0,111,0.7073679031256475,0.7322936635407492,0.2325565002636577,0.6470211544821591,0.8416758974858987,0,0.0,0,0,0.6370289501773724,0.720172685191533,0.0,0.04878048780487805,0.7322936635407492,0.6656268263155306,0.02564102564102564,0.7808052241261589,0.6929596269037637,0.0,0.6584198098329666,0.5449421315062929,0.041666666666666664,0.7589335016171018,0.6660119910417753,0.06896551724137931,0.6759992632160619,0.5855275925674003,0.0,0.12238541429319238,Intermediate (III-IV),Tan (IV),0.06896551724137931,10.05680159536515,0.039481659561615076,True,0.14801749539747078,0.347057153174654,False
ppmobileseg_tiny#e981,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_ppmobileseg_tiny.csv,185,0.6568183615652969,0.7157607916248386,0.25924632809417825,0.6583251459890032,0.7604912269136084,4,0.021621621621621623,3,1,74,0.620985144848604,0.7113876669843611,0.3224274961829444,0.6620111655757956,0.7035931706226652,4,0.05405405405405406,3,1,19,0.6162356977587188,0.7279475982532752,0.3897656291201896,0.6948004288083289,0.6801669152169763,0,0.0,0,0,111,0.6807071727097592,0.7181836902800659,0.22261650036058056,0.655867799597808,0.798423264440904,0,0.0,0,0,0.6173575706989729,0.6984596314011073,0.0,0.04878048780487805,0.6818488529014844,0.6406121302446783,0.02564102564102564,0.7937103877942275,0.7207228575241496,0.0,0.6151727772321094,0.586249221270515,0.041666666666666664,0.7296999117387467,0.6777830344709821,0.06896551724137931,0.664507013130234,0.648965836951902,0.0,0.17853761056211814,Intermediate (III-IV),Tan (IV),0.06896551724137931,11.206021494007818,0.02434363090366571,True,0.1344736362536345,0.2654312229409448,False
deeplabv3plus_r50,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_deeplabv3plus_r50.csv,185,0.7583768558852945,0.8183441196161572,0.15253912439371187,0.7093539701147743,0.8863344814183834,5,0.02702702702702703,4,1,74,0.7308428695278824,0.8277372480551926,0.15039754004151884,0.6894165314257563,0.8849602711108705,5,0.06756756756756757,4,1,19,0.6923365797552394,0.7982905982905983,0.1477005986031572,0.7023106160547826,0.8202350142284943,3,0.15789473684210525,2,1,111,0.776732846790236,0.8157607683507596,0.17442613475940305,0.7226455959074527,0.8872506216233924,0,0.0,0,0,0.70562009826069,0.8045848566625328,0.0,0.06432748538011696,0.7527311171150006,0.5892895936295888,0.1282051282051282,0.8554850296937428,0.7650069177717331,0.0,0.8226349051874973,0.6923340863222555,0.0,0.8513583307509555,0.7235693098164755,0.0,0.804676036130042,0.7559708979625727,0.0,0.10275391257874222,Intermediate (III-IV),Light (II-III),0.1282051282051282,9.57913191355399,0.048146413365394915,True,0.17571732414214436,0.19952485752541071,False
yolo_sem_distilled,test,REFERENCE,True,185,28,/scratch/tbommawa/BRUISE_UNIFIED/results/analysis_native/per_image_yolo_sem_distilled.csv,185,0.7260703223271405,0.8011545122185877,0.24036930542882984,0.6777021235548835,0.8646861382519789,5,0.02702702702702703,4,1,74,0.7222980368387497,0.8079927059878655,0.19192737396628046,0.7162617107162417,0.7940347451080022,4,0.05405405405405406,3,1,19,0.6324490893208423,0.7843463780183181,0.28220323215851595,0.6370705003270306,0.7488404633879407,3,0.15789473684210525,2,1,111,0.7285851793194009,0.796755073611756,0.26827458513503133,0.6519957321139778,0.9117870670146302,1,0.009009009009009009,1,0,0.6658464785934387,0.7827116699049756,0.005319148936170213,0.05524931286265581,0.7583393864893557,0.5809648153297454,0.10256410256410256,0.827067703150681,0.762659416346385,0.0,0.8128697128102911,0.6984963728985892,0.0,0.8330213772042163,0.7522360593105272,0.0,0.7718307115375249,0.6392263376192598,0.01818181818181818,0.07468199071486059,Brown (V),Light (II-III),0.10256410256410256,8.942075038020118,0.06256374974548563,False,0.1816946010166396,0.26155457361833134,False
fastscnn_b2kd,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_fastscnn_b2kd.csv,185,0.6504153810601941,0.7036633528530574,0.27660416739838845,0.6416405081139791,0.7378205108004092,6,0.032432432432432434,2,4,74,0.6033242804924299,0.7022203047081808,0.28596463914570924,0.6336565090010824,0.6542753843171932,5,0.06756756756756757,2,3,19,0.5394446644898594,0.6635119580509017,0.34223948229029455,0.5774517152798938,0.5543799429225235,1,0.05263157894736842,0,1,111,0.6818094481053703,0.7227325425845001,0.23976925863522702,0.6469631741892435,0.7935172617892199,1,0.009009009009009009,0,1,0.6007715239639045,0.6995834997615912,0.01098901098901099,0.05851063829787234,0.7003381695211083,0.5827652153773528,0.07692307692307693,0.7421310797644738,0.6807460688988144,0.02631578947368421,0.7464414443754885,0.6287233056467254,0.0,0.7336939668538746,0.7137246161982012,0.034482758620689655,0.68242488000526,0.6239986686899126,0.01818181818181818,0.06401656437022851,Tan (IV),Dark (VI),0.07692307692307693,4.375426918118847,0.3575752021629939,False,0.13095940082084834,0.17463819680557968,False
fastscnn_rgkd,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_fastscnn_rgkd.csv,185,0.6417204511263176,0.694188051526524,0.2873105298070696,0.6134937749966201,0.7333943158504187,6,0.032432432432432434,1,5,74,0.5997004431170456,0.702885750915324,0.3549301650863869,0.6174458945985578,0.6394559241014933,6,0.08108108108108109,1,5,19,0.47864475775758797,0.5993649113522096,0.552945114783505,0.5306618411039623,0.5044015411715858,4,0.21052631578947367,1,3,111,0.6697337897991655,0.6915212110941649,0.2949955284604884,0.6108590285953281,0.7960199103497023,0,0.0,0,0,0.5902111316604852,0.6946556042811195,0.005127551020408164,0.07096774193548387,0.6797614871974745,0.5841037686804297,0.07692307692307693,0.7534267500559549,0.6670634486090566,0.02631578947368421,0.6501916788117601,0.5849311560057413,0.0,0.7923691811647746,0.7096837737817776,0.034482758620689655,0.6644377858381959,0.5590675120888082,0.01818181818181818,0.14217750235301452,Brown (V),Tan (IV),0.07692307692307693,10.828323781447676,0.028562701673924967,True,0.15061626169296938,0.16662271044410015,False
unet_r50,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_unet_r50.csv,185,0.7570133121939514,0.8328752309286712,0.1847055176173945,0.7397248380443511,0.8587960544472429,7,0.03783783783783784,7,0,74,0.7199381567656483,0.8358802069489881,0.21518371163817174,0.718743121393039,0.8637039807831578,6,0.08108108108108109,6,0,19,0.6437767616579194,0.8037739115381286,0.3223899685420124,0.6612455735829312,0.8736670334479212,3,0.15789473684210525,3,0,111,0.7817300824794867,0.8245442070182317,0.16452344457935442,0.753712649145226,0.8555241035566332,1,0.009009009009009009,1,0,0.6989696603604366,0.8082242333270365,0.009900990099009901,0.07462901012180473,0.8081939138453431,0.5857092035091394,0.15384615384615385,0.859689152767555,0.8017199748044647,0.0,0.8042902613092731,0.7513505116155885,0.0,0.881203007518797,0.7866064793552169,0.034482758620689655,0.8198143967895661,0.7763104887036987,0.0,0.07691274620952393,Brown (V),Tan (IV),0.15384615384615385,5.191339294403939,0.26822223646696874,False,0.2160107712953253,0.31217422490467883,False
ppmobileseg_tiny_rgkd,test,REFERENCE,True,185,28,/scratch/tbommawa/bruise_work/outputs/per_image_ppmobileseg_tiny_rgkd.csv,185,0.6781858246008604,0.7329012069736254,0.21244500366470265,0.6566035988862814,0.7933039040144768,7,0.03783783783783784,5,2,74,0.6180291949745433,0.7120138215550602,0.28271516673489705,0.6166280813164511,0.7552212827492202,7,0.0945945945945946,5,2,19,0.569529460779479,0.6370093457943925,0.4241342082805775,0.5710935938437088,0.7871411479038694,3,0.15789473684210525,2,1,111,0.7182902443517386,0.7408839067130525,0.1725990784446021,0.6832539439328348,0.8186923181913146,0,0.0,0,0,0.6311806032604342,0.7235910211027169,0.010101010101010102,0.07526881720430108,0.6847722204523734,0.5516152171067492,0.1282051282051282,0.7934944205679684,0.6991745540662425,0.0,0.7160293087182357,0.6410778698590097,0.0,0.7599549892918073,0.7113502157241517,0.06896551724137931,0.7291659459646452,0.6795457116302726,0.0,0.10872220011559497,Intermediate (III-IV),Light (II-III),0.1282051282051282,5.495564122276612,0.24011967202118692,False,0.15973499861740248,0.16828857316249357,False
