model,stratum,skin_tone_category,endpoint,n_images,n_subjects,point,median_gt_px,lo,hi
ppmobileseg_tiny,D1_D4,Tan (IV),mean_recall,8,4,0.39342746711665233,5837.5,,
ppmobileseg_tiny,D1_D4,Brown (V),mean_recall,12,3,0.6285537643741747,5963.0,,
ppmobileseg_tiny,D1_D4,Dark (VI),mean_recall,18,8,0.6218502082790048,7516.5,0.5134198849336444,0.7421685723025689
ppmobileseg_tiny,D5_D10,Light (II-III),mean_recall,16,6,0.593485225443134,11510.5,0.5149837618047732,0.7437413844768266
ppmobileseg_tiny,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.6483406764943449,14122.0,0.48213497765156677,0.7874387190185775
ppmobileseg_tiny,D5_D10,Tan (IV),mean_recall,16,13,0.5727251984440511,16700.0,0.4514011126300407,0.6999646528397703
ppmobileseg_tiny,D5_D10,Brown (V),mean_recall,17,10,0.7438530806700634,14259.0,0.6358589046906877,0.8075586572145019
ppmobileseg_tiny,D5_D10,Dark (VI),mean_recall,37,12,0.5959121892194906,16533.0,0.4815574172240549,0.7017630749086992
ppmobileseg_tiny_b2kd,all,Light (II-III),mean_recall,39,9,0.6656268263155306,8085.0,0.5516326735508974,0.7765303144604335
ppmobileseg_tiny_b2kd,all,Intermediate (III-IV),mean_recall,38,17,0.6929596269037637,12117.5,0.5940907449948748,0.7863694030080143
ppmobileseg_tiny_b2kd,all,Tan (IV),mean_recall,24,15,0.5449421315062929,13550.0,0.43909214115050815,0.6736141725564504
ppmobileseg_tiny_b2kd,all,Brown (V),mean_recall,29,12,0.6660119910417753,10961.0,0.5819604220697776,0.7433436424278159
ppmobileseg_tiny_b2kd,all,Dark (VI),mean_recall,55,15,0.5855275925674003,13751.0,0.5057304033267278,0.6825842556882583
ppmobileseg_tiny_b2kd,D1_D4,Light (II-III),mean_recall,23,7,0.7112357924846769,5185.0,0.5517248805091264,0.8380113112438219
ppmobileseg_tiny_b2kd,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6605237508674938,6059.0,0.49270597754277656,0.8008966404857155
ppmobileseg_tiny_b2kd,D1_D4,Tan (IV),mean_recall,8,4,0.3641786393100229,5837.5,,
ppmobileseg_tiny_b2kd,D1_D4,Brown (V),mean_recall,12,3,0.5831422613193119,5963.0,,
ppmobileseg_tiny_b2kd,D1_D4,Dark (VI),mean_recall,18,8,0.5673984527756489,7516.5,0.48744127704459317,0.7059306501054201
ppmobileseg_tiny_b2kd,D5_D10,Light (II-III),mean_recall,16,6,0.6000639374473828,11510.5,0.5267462047738922,0.7171821604274382
ppmobileseg_tiny_b2kd,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7098262824426242,14122.0,0.5831292374330889,0.8171405448421
ppmobileseg_tiny_b2kd,D5_D10,Tan (IV),mean_recall,16,13,0.6353238776044279,16700.0,0.5217100616261592,0.755920573500321
ppmobileseg_tiny_b2kd,D5_D10,Brown (V),mean_recall,17,10,0.7245082708458673,14259.0,0.6326802562368643,0.7869359449483525
ppmobileseg_tiny_b2kd,D5_D10,Dark (VI),mean_recall,37,12,0.5943471740877119,16533.0,0.48959299840597953,0.7025325695813978
fastscnn,all,Light (II-III),mean_recall,39,9,0.571163172871604,8085.0,0.3778909729059236,0.7277522076122612
fastscnn,all,Intermediate (III-IV),mean_recall,38,17,0.7085298413421506,12117.5,0.6170866686419556,0.8006327153967965
fastscnn,all,Tan (IV),mean_recall,24,15,0.6199376608909574,13550.0,0.5078263785182163,0.7303339195284533
fastscnn,all,Brown (V),mean_recall,29,12,0.6319514944719263,10961.0,0.5656200644877644,0.6986597357388569
fastscnn,all,Dark (VI),mean_recall,55,15,0.5411685640715808,13751.0,0.4416344609902162,0.6295254914207952
fastscnn,D1_D4,Light (II-III),mean_recall,23,7,0.5165243175482452,5185.0,0.2008994209722674,0.7054263148844682
fastscnn,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.690726489852066,6059.0,0.48614238739050336,0.8487387754526525
fastscnn,D1_D4,Tan (IV),mean_recall,8,4,0.6647764391865285,5837.5,,
fastscnn,D1_D4,Brown (V),mean_recall,12,3,0.5685144109072401,5963.0,,
fastscnn,D1_D4,Dark (VI),mean_recall,18,8,0.5696305285633959,7516.5,0.39982000064804446,0.6842686892694991
fastscnn,D5_D10,Light (II-III),mean_recall,16,6,0.6497065273989323,11510.5,0.5697228739893668,0.8098329874230488
fastscnn,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7177875841169947,14122.0,0.6050975820965664,0.8166940706379157
fastscnn,D5_D10,Tan (IV),mean_recall,16,13,0.597518271743172,16700.0,0.43235365085339145,0.7556809970650762
fastscnn,D5_D10,Brown (V),mean_recall,17,10,0.676730612282293,14259.0,0.5734802077321813,0.7413700432684772
fastscnn,D5_D10,Dark (VI),mean_recall,37,12,0.5273222029674545,16533.0,0.4165093062196814,0.6176717693948561
fastscnn_b2kd,all,Light (II-III),mean_recall,39,9,0.5827652153773528,8085.0,0.43406536488898334,0.7382654779889518
fastscnn_b2kd,all,Intermediate (III-IV),mean_recall,38,17,0.6807460688988144,12117.5,0.5823051046371484,0.7785880796975504
fastscnn_b2kd,all,Tan (IV),mean_recall,24,15,0.6287233056467254,13550.0,0.5134709363975133,0.7484234577770921
fastscnn_b2kd,all,Brown (V),mean_recall,29,12,0.7137246161982012,10961.0,0.5913251866046707,0.7924795012074307
fastscnn_b2kd,all,Dark (VI),mean_recall,55,15,0.6239986686899126,13751.0,0.5203955630176597,0.7104989363697147
fastscnn_b2kd,D1_D4,Light (II-III),mean_recall,23,7,0.5231317679813104,5185.0,0.28783483652714276,0.689735648756077
fastscnn_b2kd,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6662938610548031,6059.0,0.47554694458672303,0.8127455208532959
fastscnn_b2kd,D1_D4,Tan (IV),mean_recall,8,4,0.6625467784968622,5837.5,,
fastscnn_b2kd,D1_D4,Brown (V),mean_recall,12,3,0.6947081012215491,5963.0,,
fastscnn_b2kd,D1_D4,Dark (VI),mean_recall,18,8,0.6977699647868901,7516.5,0.5396066480602816,0.7931981077421116
fastscnn_b2kd,D5_D10,Light (II-III),mean_recall,16,6,0.6684882960091633,11510.5,0.5799435130956319,0.8301798364254112
fastscnn_b2kd,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.6882612169777004,14122.0,0.5731512272395195,0.801166584198597
fastscnn_b2kd,D5_D10,Tan (IV),mean_recall,16,13,0.611811569221657,16700.0,0.4420562469888632,0.7806244283154357
fastscnn_b2kd,D5_D10,Brown (V),mean_recall,17,10,0.7271480385346613,14259.0,0.5854501520196629,0.8230875005400002
fastscnn_b2kd,D5_D10,Dark (VI),mean_recall,37,12,0.5881099300481395,16533.0,0.46769278623918203,0.6802869643928886
p3_adaptive,all,Light (II-III),mean_recall,39,9,0.7353142420947828,8085.0,0.60225421641364,0.8206887704251123
p3_adaptive,all,Intermediate (III-IV),mean_recall,38,17,0.7968266919744869,12117.5,0.7310308077368751,0.865051100305183
p3_adaptive,all,Tan (IV),mean_recall,24,15,0.7269606994893018,13550.0,0.6466063676056995,0.804393350343521
p3_adaptive,all,Brown (V),mean_recall,29,12,0.7776928584083354,10961.0,0.7017552263173931,0.8134365202231841
p3_adaptive,all,Dark (VI),mean_recall,55,15,0.6977167145837375,13751.0,0.6014974962900184,0.7860065091221081
p3_adaptive,D1_D4,Light (II-III),mean_recall,23,7,0.7491423025110479,5185.0,0.5361940313011323,0.8542054890763218
p3_adaptive,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.9003006111839276,6059.0,0.8417412958567908,0.9402580648327626
p3_adaptive,D1_D4,Tan (IV),mean_recall,8,4,0.7594544429779573,5837.5,,
p3_adaptive,D1_D4,Brown (V),mean_recall,12,3,0.8114510609606159,5963.0,,
p3_adaptive,D1_D4,Dark (VI),mean_recall,18,8,0.7893583409594358,7516.5,0.7307395455075899,0.8534735202108241
p3_adaptive,D5_D10,Light (II-III),mean_recall,16,6,0.7154364052464013,11510.5,0.6560340402866448,0.8015687149144508
p3_adaptive,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7430202539855777,14122.0,0.639769455590724,0.8277837571222837
p3_adaptive,D5_D10,Tan (IV),mean_recall,16,13,0.7107138277449738,16700.0,0.5946250770500072,0.8239801598407018
p3_adaptive,D5_D10,Brown (V),mean_recall,17,10,0.7538635389596665,14259.0,0.6439442282648098,0.8138005733756538
p3_adaptive,D5_D10,Dark (VI),mean_recall,37,12,0.6531343017523166,16533.0,0.5246944175799267,0.7698456022561464
p3_adaptive_boundary,all,Light (II-III),mean_recall,39,9,0.6609931755522143,8085.0,0.4761441374277182,0.7841078904453658
p3_adaptive_boundary,all,Intermediate (III-IV),mean_recall,38,17,0.7539812610341561,12117.5,0.6542073581904345,0.8402902870697057
p3_adaptive_boundary,all,Tan (IV),mean_recall,24,15,0.7142330896952833,13550.0,0.6294410992422049,0.7959587773211924
p3_adaptive_boundary,all,Brown (V),mean_recall,29,12,0.7832431994475273,10961.0,0.7301983538771585,0.81793195143484
p3_adaptive_boundary,all,Dark (VI),mean_recall,55,15,0.7332832115572447,13751.0,0.6433904036669716,0.8188759085540441
p3_adaptive_boundary,D1_D4,Light (II-III),mean_recall,23,7,0.6367901983562172,5185.0,0.3407781108028997,0.7937843963678658
p3_adaptive_boundary,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.819359869982827,6059.0,0.7285006365013434,0.8854879295417095
p3_adaptive_boundary,D1_D4,Tan (IV),mean_recall,8,4,0.766048954787506,5837.5,,
p3_adaptive_boundary,D1_D4,Brown (V),mean_recall,12,3,0.7706567764553878,5963.0,,
p3_adaptive_boundary,D1_D4,Dark (VI),mean_recall,18,8,0.7896149776517641,7516.5,0.6978386644012764,0.8650469990649132
p3_adaptive_boundary,D5_D10,Light (II-III),mean_recall,16,6,0.6957849552714606,11510.5,0.6243188471776311,0.8011765388567768
p3_adaptive_boundary,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7199843843808472,14122.0,0.5865950254082073,0.8245040069001773
p3_adaptive_boundary,D5_D10,Tan (IV),mean_recall,16,13,0.688325157149172,16700.0,0.5633578498392642,0.8062725821343738
p3_adaptive_boundary,D5_D10,Brown (V),mean_recall,17,10,0.7921277333243321,14259.0,0.7003284688745846,0.8433183626025865
p3_adaptive_boundary,D5_D10,Dark (VI),mean_recall,37,12,0.7058785685923435,16533.0,0.5841554998277981,0.8085837446703144
p3_adaptive_group,all,Light (II-III),mean_recall,39,9,0.7107148521018997,8085.0,0.5367975636453134,0.813756215705903
p3_adaptive_group,all,Intermediate (III-IV),mean_recall,38,17,0.7485872757693783,12117.5,0.676935225855131,0.8134118181675131
p3_adaptive_group,all,Tan (IV),mean_recall,24,15,0.6715573938045157,13550.0,0.5933484843338218,0.7432632710568866
p3_adaptive_group,all,Brown (V),mean_recall,29,12,0.7343289635053665,10961.0,0.6745109239210874,0.7668987753386041
p3_adaptive_group,all,Dark (VI),mean_recall,55,15,0.6865086035977952,13751.0,0.6110383799533207,0.758407035649288
p3_adaptive_group,D1_D4,Light (II-III),mean_recall,23,7,0.6993335397140115,5185.0,0.41493686075114206,0.8417927115528363
p3_adaptive_group,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8233582231675735,6059.0,0.7537455095554934,0.875926918566998
p3_adaptive_group,D1_D4,Tan (IV),mean_recall,8,4,0.7098459661398763,5837.5,,
p3_adaptive_group,D1_D4,Brown (V),mean_recall,12,3,0.7336617629452876,5963.0,,
p3_adaptive_group,D1_D4,Dark (VI),mean_recall,18,8,0.7617516173925336,7516.5,0.6885170832067983,0.8135495569126803
p3_adaptive_group,D5_D10,Light (II-III),mean_recall,16,6,0.7270754886594889,11510.5,0.6897940829024062,0.7844458969552276
p3_adaptive_group,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7097063831223168,14122.0,0.6097165467392393,0.7835495447223401
p3_adaptive_group,D5_D10,Tan (IV),mean_recall,16,13,0.6524131076368356,16700.0,0.5403193939524418,0.7666621236381392
p3_adaptive_group,D5_D10,Brown (V),mean_recall,17,10,0.7347999286065984,14259.0,0.6515024466519034,0.7795215442810076
p3_adaptive_group,D5_D10,Dark (VI),mean_recall,37,12,0.6499038941841386,16533.0,0.5556559877169776,0.7418186049146108
p3_adaptive_full,all,Light (II-III),mean_recall,39,9,0.6306997445584318,8085.0,0.44587049275311635,0.7367533145431302
p3_adaptive_full,all,Intermediate (III-IV),mean_recall,38,17,0.7396108834731698,12117.5,0.6540838305433514,0.8183842864449239
p3_adaptive_full,all,Tan (IV),mean_recall,24,15,0.6839396273739449,13550.0,0.5937005006846684,0.7759329860973327
p3_adaptive_full,all,Brown (V),mean_recall,29,12,0.7232806184049987,10961.0,0.6588958248167807,0.7965194358241443
p3_adaptive_full,all,Dark (VI),mean_recall,55,15,0.7150496288587002,13751.0,0.6294658409110924,0.7973326175837377
p3_adaptive_full,D1_D4,Light (II-III),mean_recall,23,7,0.6075178644254023,5185.0,0.32267106689812375,0.7635218343626055
p3_adaptive_full,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.7885119517435295,6059.0,0.7041511889934557,0.8568462872173839
p3_adaptive_full,D1_D4,Tan (IV),mean_recall,8,4,0.7246632257272742,5837.5,,
p3_adaptive_full,D1_D4,Brown (V),mean_recall,12,3,0.6492483706470429,5963.0,,
p3_adaptive_full,D1_D4,Dark (VI),mean_recall,18,8,0.7298070720421276,7516.5,0.6778789149622667,0.8289730255053992
p3_adaptive_full,D5_D10,Light (II-III),mean_recall,16,6,0.6640236972496615,11510.5,0.6199640465273757,0.726949577568801
p3_adaptive_full,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7141823279725829,14122.0,0.5942689761170035,0.8113130765502878
p3_adaptive_full,D5_D10,Tan (IV),mean_recall,16,13,0.6635778281972802,16700.0,0.5360496816848278,0.7919626068684872
p3_adaptive_full,D5_D10,Brown (V),mean_recall,17,10,0.7755386756459085,14259.0,0.6989441958328062,0.8253338975129638
p3_adaptive_full,D5_D10,Dark (VI),mean_recall,37,12,0.7078703321748708,16533.0,0.5834167321393031,0.808474246843496
p3_adaptive_hard,all,Light (II-III),mean_recall,39,9,0.6954345543477144,8085.0,0.5241489960489636,0.7893169961627743
p3_adaptive_hard,all,Intermediate (III-IV),mean_recall,38,17,0.7671359677193613,12117.5,0.6794100346983413,0.8513820303749647
p3_adaptive_hard,all,Tan (IV),mean_recall,24,15,0.680952893257043,13550.0,0.5764164390400455,0.7737646832568421
p3_adaptive_hard,all,Brown (V),mean_recall,29,12,0.7489977481561031,10961.0,0.6856280675337848,0.8127491831820642
p3_adaptive_hard,all,Dark (VI),mean_recall,55,15,0.6587123925542095,13751.0,0.5787385522526234,0.7486688702040695
p3_adaptive_hard,D1_D4,Light (II-III),mean_recall,23,7,0.6714452761451987,5185.0,0.3975714504772331,0.8143906087694502
p3_adaptive_hard,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8482201779330347,6059.0,0.7208815371083586,0.9299665279462652
p3_adaptive_hard,D1_D4,Tan (IV),mean_recall,8,4,0.7352358366710031,5837.5,,
p3_adaptive_hard,D1_D4,Brown (V),mean_recall,12,3,0.697690850455738,5963.0,,
p3_adaptive_hard,D1_D4,Dark (VI),mean_recall,18,8,0.7234862912421011,7516.5,0.673855065352276,0.8294785851242131
p3_adaptive_hard,D5_D10,Light (II-III),mean_recall,16,6,0.7299191417638307,11510.5,0.671615963986462,0.7766019743280361
p3_adaptive_hard,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7249721784082511,14122.0,0.6179450324738598,0.8135046626547706
p3_adaptive_hard,D5_D10,Tan (IV),mean_recall,16,13,0.6538114215500631,16700.0,0.5028442387866986,0.7997748017351675
p3_adaptive_hard,D5_D10,Brown (V),mean_recall,17,10,0.7852143818269489,14259.0,0.686943417550852,0.8391398120638784
p3_adaptive_hard,D5_D10,Dark (VI),mean_recall,37,12,0.6272007661655057,16533.0,0.5143657012950472,0.7453504167174113
p2_cwd_b5_to_b0,all,Light (II-III),mean_recall,39,9,0.6983400782853295,8085.0,0.5267734510713308,0.7819240675717278
p2_cwd_b5_to_b0,all,Intermediate (III-IV),mean_recall,38,17,0.7888466197283922,12117.5,0.7436429335250535,0.8360546855320352
p2_cwd_b5_to_b0,all,Tan (IV),mean_recall,24,15,0.7170664789903191,13550.0,0.6298642735008756,0.7974876550067448
p2_cwd_b5_to_b0,all,Brown (V),mean_recall,29,12,0.7626273186528103,10961.0,0.69472108502722,0.8001309485657815
p2_cwd_b5_to_b0,all,Dark (VI),mean_recall,55,15,0.7157713717514749,13751.0,0.6320487560908644,0.7944650608342224
p2_cwd_b5_to_b0,D1_D4,Light (II-III),mean_recall,23,7,0.6558336697878807,5185.0,0.40218095190198005,0.787495338101189
p2_cwd_b5_to_b0,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8639516547749925,6059.0,0.8256285492562689,0.8956972133718786
p2_cwd_b5_to_b0,D1_D4,Tan (IV),mean_recall,8,4,0.7730549820877284,5837.5,,
p2_cwd_b5_to_b0,D1_D4,Brown (V),mean_recall,12,3,0.7572608479135127,5963.0,,
p2_cwd_b5_to_b0,D1_D4,Dark (VI),mean_recall,18,8,0.785753029695482,7516.5,0.7249271392366967,0.85045025038934
p2_cwd_b5_to_b0,D5_D10,Light (II-III),mean_recall,16,6,0.759443040500412,11510.5,0.6860695994828172,0.8005215426788658
p2_cwd_b5_to_b0,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7497920015041598,14122.0,0.6789088532878612,0.8100885432276133
p2_cwd_b5_to_b0,D5_D10,Tan (IV),mean_recall,16,13,0.6890722274416143,16700.0,0.5703504584838538,0.8107849545057584
p2_cwd_b5_to_b0,D5_D10,Brown (V),mean_recall,17,10,0.7664154156452558,14259.0,0.689090782187744,0.8135688574115841
p2_cwd_b5_to_b0,D5_D10,Dark (VI),mean_recall,37,12,0.6817262408597958,16533.0,0.5633004176867111,0.7877358771341962
p2_bpkd_b5_to_b0,all,Light (II-III),mean_recall,39,9,0.7127827196941766,8085.0,0.6347466921101836,0.8123560437029429
p2_bpkd_b5_to_b0,all,Intermediate (III-IV),mean_recall,38,17,0.7977527798039015,12117.5,0.7500464421097344,0.8393027799501016
p2_bpkd_b5_to_b0,all,Tan (IV),mean_recall,24,15,0.6556968113184949,13550.0,0.5666293092400683,0.741284049193199
p2_bpkd_b5_to_b0,all,Brown (V),mean_recall,29,12,0.7315154745956147,10961.0,0.6606584954949752,0.7871515990083736
p2_bpkd_b5_to_b0,all,Dark (VI),mean_recall,55,15,0.7387967607390991,13751.0,0.6666213179557726,0.8058210913652518
p2_bpkd_b5_to_b0,D1_D4,Light (II-III),mean_recall,23,7,0.7057319862852426,5185.0,0.560590434314117,0.7964701150002058
p2_bpkd_b5_to_b0,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8148781678496202,6059.0,0.75485864790258,0.8790520312046896
p2_bpkd_b5_to_b0,D1_D4,Tan (IV),mean_recall,8,4,0.6419413885794725,5837.5,,
p2_bpkd_b5_to_b0,D1_D4,Brown (V),mean_recall,12,3,0.6646420040246616,5963.0,,
p2_bpkd_b5_to_b0,D1_D4,Dark (VI),mean_recall,18,8,0.7757017385690244,7516.5,0.6672416056613958,0.8327175993830431
p2_bpkd_b5_to_b0,D5_D10,Light (II-III),mean_recall,16,6,0.7229181489695192,11510.5,0.6536018427492809,0.8370216019065043
p2_bpkd_b5_to_b0,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7888475780201274,14122.0,0.7244455313865173,0.8397074834554688
p2_bpkd_b5_to_b0,D5_D10,Tan (IV),mean_recall,16,13,0.662574522688006,16700.0,0.528559958213318,0.7844374405701683
p2_bpkd_b5_to_b0,D5_D10,Brown (V),mean_recall,17,10,0.7787202773515818,14259.0,0.716669863075397,0.8395296830523044
p2_bpkd_b5_to_b0,D5_D10,Dark (VI),mean_recall,37,12,0.7208429877407566,16533.0,0.6262437982954584,0.8098818933970935
p2_ensemble_uniform,all,Light (II-III),mean_recall,39,9,0.7037053447291601,8085.0,0.547466823118565,0.8072841106242349
p2_ensemble_uniform,all,Intermediate (III-IV),mean_recall,38,17,0.7518903329138233,12117.5,0.6774963594769872,0.8195879805390826
p2_ensemble_uniform,all,Tan (IV),mean_recall,24,15,0.6963035211065648,13550.0,0.591098599354136,0.7996090521566285
p2_ensemble_uniform,all,Brown (V),mean_recall,29,12,0.7341083176534915,10961.0,0.6698899384723568,0.7891350536001717
p2_ensemble_uniform,all,Dark (VI),mean_recall,55,15,0.6944108986877111,13751.0,0.5955969113180672,0.7798888101506319
p2_ensemble_uniform,D1_D4,Light (II-III),mean_recall,23,7,0.7072418633832726,5185.0,0.4673063607164751,0.8313038471192846
p2_ensemble_uniform,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8226439903714922,6059.0,0.7561262388320885,0.8833094864452218
p2_ensemble_uniform,D1_D4,Tan (IV),mean_recall,8,4,0.7798337405349884,5837.5,,
p2_ensemble_uniform,D1_D4,Brown (V),mean_recall,12,3,0.7022822823568572,5963.0,,
p2_ensemble_uniform,D1_D4,Dark (VI),mean_recall,18,8,0.7973124617129125,7516.5,0.7441116535113603,0.8378472586203034
p2_ensemble_uniform,D5_D10,Light (II-III),mean_recall,16,6,0.6986215991638735,11510.5,0.612933236949893,0.8118674939830829
p2_ensemble_uniform,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7150984310358356,14122.0,0.6128180103078685,0.7952459228490438
p2_ensemble_uniform,D5_D10,Tan (IV),mean_recall,16,13,0.654538411392353,16700.0,0.5265049206973365,0.7902849240074885
p2_ensemble_uniform,D5_D10,Brown (V),mean_recall,17,10,0.756573754333469,14259.0,0.6648723229998613,0.8255256423703177
p2_ensemble_uniform,D5_D10,Dark (VI),mean_recall,37,12,0.6443506788376131,16533.0,0.5075101464418479,0.7691328141226841
expA_b5_to_b0_response,all,Light (II-III),mean_recall,39,9,0.7080919141532134,8085.0,0.574404184054074,0.7962025088349867
expA_b5_to_b0_response,all,Intermediate (III-IV),mean_recall,38,17,0.765089951631445,12117.5,0.7001386630684786,0.8311103045079998
expA_b5_to_b0_response,all,Tan (IV),mean_recall,24,15,0.6693656411620333,13550.0,0.5740128740962878,0.7604910294027558
expA_b5_to_b0_response,all,Brown (V),mean_recall,29,12,0.7359649635372283,10961.0,0.6863652734366216,0.7720199180773185
expA_b5_to_b0_response,all,Dark (VI),mean_recall,55,15,0.6866542788122392,13751.0,0.6012673033936293,0.7637507145974208
expA_b5_to_b0_response,D1_D4,Light (II-III),mean_recall,23,7,0.6750408694124269,5185.0,0.46244942688949847,0.7940023654123637
expA_b5_to_b0_response,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8341047525871204,6059.0,0.7667993386125531,0.8871640520597371
expA_b5_to_b0_response,D1_D4,Tan (IV),mean_recall,8,4,0.6804553563595576,5837.5,,
expA_b5_to_b0_response,D1_D4,Brown (V),mean_recall,12,3,0.7111458248419086,5963.0,,
expA_b5_to_b0_response,D1_D4,Dark (VI),mean_recall,18,8,0.7545511062268736,7516.5,0.6918651809918426,0.8112763966806528
expA_b5_to_b0_response,D5_D10,Light (II-III),mean_recall,16,6,0.7556027909680938,11510.5,0.7039415088910657,0.8318589377694826
expA_b5_to_b0_response,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7292022551344941,14122.0,0.6282819693961594,0.8129987199659036
expA_b5_to_b0_response,D5_D10,Tan (IV),mean_recall,16,13,0.6638207835632715,16700.0,0.5242957356155106,0.7837952522203488
expA_b5_to_b0_response,D5_D10,Brown (V),mean_recall,17,10,0.7534843555574537,14259.0,0.6865660516244899,0.7951067556990751
expA_b5_to_b0_response,D5_D10,Dark (VI),mean_recall,37,12,0.6536233897997146,16533.0,0.5369389967571438,0.7563190709264852
x_angular_b5_to_b0,all,Light (II-III),mean_recall,39,9,0.6321759700573233,8085.0,0.5068575337617544,0.7510111740332648
x_angular_b5_to_b0,all,Intermediate (III-IV),mean_recall,38,17,0.7390013768573326,12117.5,0.6664347181169158,0.8013390145055748
x_angular_b5_to_b0,all,Tan (IV),mean_recall,24,15,0.630282300267423,13550.0,0.5262497697740696,0.7316193540161978
x_angular_b5_to_b0,all,Brown (V),mean_recall,29,12,0.7165624604726157,10961.0,0.6495785327328782,0.7566393409173725
x_angular_b5_to_b0,all,Dark (VI),mean_recall,55,15,0.6716489196073815,13751.0,0.5578466382356522,0.7553189455267062
x_angular_b5_to_b0,D1_D4,Light (II-III),mean_recall,23,7,0.6147596950388745,5185.0,0.4354504197325966,0.730734551581443
x_angular_b5_to_b0,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.8108438835361012,6059.0,0.7353451720218684,0.8634718848487186
x_angular_b5_to_b0,D1_D4,Tan (IV),mean_recall,8,4,0.632237844290293,5837.5,,
x_angular_b5_to_b0,D1_D4,Brown (V),mean_recall,12,3,0.7072380643619728,5963.0,,
x_angular_b5_to_b0,D1_D4,Dark (VI),mean_recall,18,8,0.7338920700733291,7516.5,0.6257935051431966,0.7902375942902219
x_angular_b5_to_b0,D5_D10,Light (II-III),mean_recall,16,6,0.657211865396343,11510.5,0.5578292368976226,0.8026480706232104
x_angular_b5_to_b0,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7016432733843732,14122.0,0.6069210379918599,0.7710401736515975
x_angular_b5_to_b0,D5_D10,Tan (IV),mean_recall,16,13,0.6293045282559879,16700.0,0.4938556359806829,0.7662138682860676
x_angular_b5_to_b0,D5_D10,Brown (V),mean_recall,17,10,0.7231443871389519,14259.0,0.6344742759586198,0.7757942204157525
x_angular_b5_to_b0,D5_D10,Dark (VI),mean_recall,37,12,0.6413684680293529,16533.0,0.4935848739424855,0.7579412099713777
fastscnn_distilled,all,Light (II-III),mean_recall,39,9,0.5058919853361552,8085.0,0.3144075593604725,0.7175098425562195
fastscnn_distilled,all,Intermediate (III-IV),mean_recall,38,17,0.7189513871954705,12117.5,0.597091554556879,0.8270295798928613
fastscnn_distilled,all,Tan (IV),mean_recall,24,15,0.6394998837366083,13550.0,0.5167993576355854,0.762838328132552
fastscnn_distilled,all,Brown (V),mean_recall,29,12,0.6915410741441085,10961.0,0.5669789790669634,0.7566774654628367
fastscnn_distilled,all,Dark (VI),mean_recall,55,15,0.5466213391810764,13751.0,0.42660383454512996,0.6801417362463477
fastscnn_distilled,D1_D4,Light (II-III),mean_recall,23,7,0.4331230073483885,5185.0,0.1267293512696005,0.6505957828140819
fastscnn_distilled,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6740331293328754,6059.0,0.4456947247661098,0.8430345553273858
fastscnn_distilled,D1_D4,Tan (IV),mean_recall,8,4,0.667190122798572,5837.5,,
fastscnn_distilled,D1_D4,Brown (V),mean_recall,12,3,0.6876878975075938,5963.0,,
fastscnn_distilled,D1_D4,Dark (VI),mean_recall,18,8,0.5875242468058159,7516.5,0.3728694455377546,0.7657016956830905
fastscnn_distilled,D5_D10,Light (II-III),mean_recall,16,6,0.6104973911935698,11510.5,0.48832576194378013,0.8271448225547682
fastscnn_distilled,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7423088812840198,14122.0,0.596003298571856,0.8598196857416467
fastscnn_distilled,D5_D10,Tan (IV),mean_recall,16,13,0.6256547642056263,16700.0,0.44228214019205303,0.7879691559731461
fastscnn_distilled,D5_D10,Brown (V),mean_recall,17,10,0.6942609635345895,14259.0,0.5928576350627593,0.760318102158939
fastscnn_distilled,D5_D10,Dark (VI),mean_recall,37,12,0.5267226273636355,16533.0,0.3965986668024772,0.655307397035343
fastscnn_rgkd,all,Light (II-III),mean_recall,39,9,0.5841037686804297,8085.0,0.42075324532527475,0.709684926962718
