model,stratum,skin_tone_category,endpoint,n_images,n_subjects,point,median_gt_px,lo,hi
ppmobileseg_tiny,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
ppmobileseg_tiny,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
ppmobileseg_tiny,D5_D10,Dark (VI),zero_dice_rate,37,12,0.02702702702702703,16533.0,0.0,0.11538461538461539
ppmobileseg_tiny_b2kd,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.10260416666666608
ppmobileseg_tiny_b2kd,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
ppmobileseg_tiny_b2kd,all,Tan (IV),zero_dice_rate,24,15,0.041666666666666664,13550.0,0.0,0.13333333333333333
ppmobileseg_tiny_b2kd,all,Brown (V),zero_dice_rate,29,12,0.06896551724137931,10961.0,0.0,0.15151515151515152
ppmobileseg_tiny_b2kd,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
ppmobileseg_tiny_b2kd,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.15789473684210525
ppmobileseg_tiny_b2kd,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
ppmobileseg_tiny_b2kd,D1_D4,Tan (IV),zero_dice_rate,8,4,0.125,5837.5,,
ppmobileseg_tiny_b2kd,D1_D4,Brown (V),zero_dice_rate,12,3,0.16666666666666666,5963.0,,
ppmobileseg_tiny_b2kd,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
ppmobileseg_tiny_b2kd,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
ppmobileseg_tiny_b2kd,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
ppmobileseg_tiny_b2kd,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
ppmobileseg_tiny_b2kd,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
ppmobileseg_tiny_b2kd,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
fastscnn,all,Light (II-III),zero_dice_rate,39,9,0.10256410256410256,8085.0,0.0,0.37037037037037035
fastscnn,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
fastscnn,all,Tan (IV),zero_dice_rate,24,15,0.041666666666666664,13550.0,0.0,0.14298941798941606
fastscnn,all,Brown (V),zero_dice_rate,29,12,0.034482758620689655,10961.0,0.0,0.07894736842105263
fastscnn,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.075
fastscnn,D1_D4,Light (II-III),zero_dice_rate,23,7,0.17391304347826086,5185.0,0.0,0.5714285714285714
fastscnn,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
fastscnn,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
fastscnn,D1_D4,Brown (V),zero_dice_rate,12,3,0.08333333333333333,5963.0,,
fastscnn,D1_D4,Dark (VI),zero_dice_rate,18,8,0.05555555555555555,7516.5,0.0,0.25
