model,stratum,skin_tone_category,endpoint,n_images,n_subjects,point,median_gt_px,lo,hi
fastscnn,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
fastscnn,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
fastscnn,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0625,16700.0,0.0,0.21428571428571427
fastscnn,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
fastscnn,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
fastscnn_b2kd,all,Light (II-III),zero_dice_rate,39,9,0.07692307692307693,8085.0,0.0,0.19047619047619047
fastscnn_b2kd,all,Intermediate (III-IV),zero_dice_rate,38,17,0.02631578947368421,12117.5,0.0,0.09375
fastscnn_b2kd,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
fastscnn_b2kd,all,Brown (V),zero_dice_rate,29,12,0.034482758620689655,10961.0,0.0,0.13043478260869565
fastscnn_b2kd,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.07142857142857142
fastscnn_b2kd,D1_D4,Light (II-III),zero_dice_rate,23,7,0.13043478260869565,5185.0,0.041666666666666664,0.3076923076923077
fastscnn_b2kd,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.07692307692307693,6059.0,0.0,0.2727272727272727
fastscnn_b2kd,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
fastscnn_b2kd,D1_D4,Brown (V),zero_dice_rate,12,3,0.08333333333333333,5963.0,,
fastscnn_b2kd,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
fastscnn_b2kd,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
fastscnn_b2kd,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
fastscnn_b2kd,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
fastscnn_b2kd,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
fastscnn_b2kd,D5_D10,Dark (VI),zero_dice_rate,37,12,0.02702702702702703,16533.0,0.0,0.1111111111111111
p3_adaptive,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.125
p3_adaptive,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p3_adaptive,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p3_adaptive,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p3_adaptive,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.06666666666666667
p3_adaptive,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.25
p3_adaptive,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p3_adaptive,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p3_adaptive,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p3_adaptive,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p3_adaptive,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p3_adaptive,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p3_adaptive,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p3_adaptive,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p3_adaptive,D5_D10,Dark (VI),zero_dice_rate,37,12,0.02702702702702703,16533.0,0.0,0.0967741935483871
p3_adaptive_boundary,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.125
p3_adaptive_boundary,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p3_adaptive_boundary,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p3_adaptive_boundary,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p3_adaptive_boundary,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
p3_adaptive_boundary,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.25
p3_adaptive_boundary,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p3_adaptive_boundary,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p3_adaptive_boundary,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p3_adaptive_boundary,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p3_adaptive_boundary,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p3_adaptive_boundary,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p3_adaptive_boundary,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p3_adaptive_boundary,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p3_adaptive_boundary,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
p3_adaptive_group,all,Light (II-III),zero_dice_rate,39,9,0.05128205128205128,8085.0,0.0,0.18518518518518517
p3_adaptive_group,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p3_adaptive_group,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p3_adaptive_group,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p3_adaptive_group,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
p3_adaptive_group,D1_D4,Light (II-III),zero_dice_rate,23,7,0.08695652173913043,5185.0,0.0,0.3076923076923077
p3_adaptive_group,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p3_adaptive_group,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p3_adaptive_group,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p3_adaptive_group,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p3_adaptive_group,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p3_adaptive_group,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p3_adaptive_group,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p3_adaptive_group,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p3_adaptive_group,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
p3_adaptive_full,all,Light (II-III),zero_dice_rate,39,9,0.07692307692307693,8085.0,0.0,0.2727272727272727
p3_adaptive_full,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p3_adaptive_full,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p3_adaptive_full,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p3_adaptive_full,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
p3_adaptive_full,D1_D4,Light (II-III),zero_dice_rate,23,7,0.13043478260869565,5185.0,0.0,0.42857142857142855
p3_adaptive_full,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p3_adaptive_full,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p3_adaptive_full,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p3_adaptive_full,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p3_adaptive_full,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p3_adaptive_full,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p3_adaptive_full,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p3_adaptive_full,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p3_adaptive_full,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
p3_adaptive_hard,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.125
p3_adaptive_hard,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p3_adaptive_hard,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p3_adaptive_hard,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p3_adaptive_hard,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
p3_adaptive_hard,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.25
p3_adaptive_hard,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p3_adaptive_hard,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p3_adaptive_hard,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p3_adaptive_hard,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p3_adaptive_hard,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p3_adaptive_hard,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p3_adaptive_hard,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p3_adaptive_hard,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p3_adaptive_hard,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
p2_cwd_b5_to_b0,all,Light (II-III),zero_dice_rate,39,9,0.07692307692307693,8085.0,0.0,0.2727272727272727
p2_cwd_b5_to_b0,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p2_cwd_b5_to_b0,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p2_cwd_b5_to_b0,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p2_cwd_b5_to_b0,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.06666666666666667
p2_cwd_b5_to_b0,D1_D4,Light (II-III),zero_dice_rate,23,7,0.13043478260869565,5185.0,0.0,0.42857142857142855
p2_cwd_b5_to_b0,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p2_cwd_b5_to_b0,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p2_cwd_b5_to_b0,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p2_cwd_b5_to_b0,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p2_cwd_b5_to_b0,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p2_cwd_b5_to_b0,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p2_cwd_b5_to_b0,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p2_cwd_b5_to_b0,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p2_cwd_b5_to_b0,D5_D10,Dark (VI),zero_dice_rate,37,12,0.02702702702702703,16533.0,0.0,0.0967741935483871
p2_bpkd_b5_to_b0,all,Light (II-III),zero_dice_rate,39,9,0.0,8085.0,0.0,0.0
p2_bpkd_b5_to_b0,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p2_bpkd_b5_to_b0,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p2_bpkd_b5_to_b0,all,Brown (V),zero_dice_rate,29,12,0.034482758620689655,10961.0,0.0,0.13043478260869565
p2_bpkd_b5_to_b0,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
p2_bpkd_b5_to_b0,D1_D4,Light (II-III),zero_dice_rate,23,7,0.0,5185.0,0.0,0.0
p2_bpkd_b5_to_b0,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p2_bpkd_b5_to_b0,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p2_bpkd_b5_to_b0,D1_D4,Brown (V),zero_dice_rate,12,3,0.08333333333333333,5963.0,,
p2_bpkd_b5_to_b0,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p2_bpkd_b5_to_b0,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p2_bpkd_b5_to_b0,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p2_bpkd_b5_to_b0,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p2_bpkd_b5_to_b0,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p2_bpkd_b5_to_b0,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
p2_ensemble_uniform,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.125
p2_ensemble_uniform,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
p2_ensemble_uniform,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
p2_ensemble_uniform,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
p2_ensemble_uniform,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.06666666666666667
p2_ensemble_uniform,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.25
p2_ensemble_uniform,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
p2_ensemble_uniform,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
p2_ensemble_uniform,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
p2_ensemble_uniform,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
p2_ensemble_uniform,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
p2_ensemble_uniform,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
p2_ensemble_uniform,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
p2_ensemble_uniform,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
p2_ensemble_uniform,D5_D10,Dark (VI),zero_dice_rate,37,12,0.02702702702702703,16533.0,0.0,0.0967741935483871
expA_b5_to_b0_response,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.125
expA_b5_to_b0_response,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
expA_b5_to_b0_response,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
expA_b5_to_b0_response,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
expA_b5_to_b0_response,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
expA_b5_to_b0_response,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.25
expA_b5_to_b0_response,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
expA_b5_to_b0_response,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
expA_b5_to_b0_response,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
expA_b5_to_b0_response,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
expA_b5_to_b0_response,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
expA_b5_to_b0_response,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
expA_b5_to_b0_response,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
expA_b5_to_b0_response,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
expA_b5_to_b0_response,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
x_angular_b5_to_b0,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.06666666666666667
x_angular_b5_to_b0,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
x_angular_b5_to_b0,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
x_angular_b5_to_b0,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
x_angular_b5_to_b0,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.06666666666666667
x_angular_b5_to_b0,D1_D4,Light (II-III),zero_dice_rate,23,7,0.043478260869565216,5185.0,0.0,0.18181818181818182
x_angular_b5_to_b0,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
x_angular_b5_to_b0,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
x_angular_b5_to_b0,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
x_angular_b5_to_b0,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
x_angular_b5_to_b0,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
x_angular_b5_to_b0,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
x_angular_b5_to_b0,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
x_angular_b5_to_b0,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
x_angular_b5_to_b0,D5_D10,Dark (VI),zero_dice_rate,37,12,0.02702702702702703,16533.0,0.0,0.0967741935483871
fastscnn_distilled,all,Light (II-III),zero_dice_rate,39,9,0.1794871794871795,8085.0,0.014772727272727618,0.5
fastscnn_distilled,all,Intermediate (III-IV),zero_dice_rate,38,17,0.02631578947368421,12117.5,0.0,0.07547169811320754
fastscnn_distilled,all,Tan (IV),zero_dice_rate,24,15,0.08333333333333333,13550.0,0.0,0.22727272727272727
fastscnn_distilled,all,Brown (V),zero_dice_rate,29,12,0.034482758620689655,10961.0,0.0,0.13043478260869565
fastscnn_distilled,all,Dark (VI),zero_dice_rate,55,15,0.03636363636363636,13751.0,0.0,0.1111111111111111
fastscnn_distilled,D1_D4,Light (II-III),zero_dice_rate,23,7,0.2608695652173913,5185.0,0.025,0.7368421052631579
fastscnn_distilled,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.07692307692307693,6059.0,0.0,0.2727272727272727
fastscnn_distilled,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
fastscnn_distilled,D1_D4,Brown (V),zero_dice_rate,12,3,0.08333333333333333,5963.0,,
fastscnn_distilled,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
fastscnn_distilled,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0625,11510.5,0.0,0.11538461538461539
fastscnn_distilled,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
fastscnn_distilled,D5_D10,Tan (IV),zero_dice_rate,16,13,0.125,16700.0,0.0,0.3125
fastscnn_distilled,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
fastscnn_distilled,D5_D10,Dark (VI),zero_dice_rate,37,12,0.05405405405405406,16533.0,0.0,0.18190235690235568
fastscnn_rgkd,all,Light (II-III),zero_dice_rate,39,9,0.07692307692307693,8085.0,0.0,0.2727272727272727
fastscnn_rgkd,all,Intermediate (III-IV),zero_dice_rate,38,17,0.02631578947368421,12117.5,0.0,0.08108108108108109
fastscnn_rgkd,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
fastscnn_rgkd,all,Brown (V),zero_dice_rate,29,12,0.034482758620689655,10961.0,0.0,0.13043478260869565
fastscnn_rgkd,all,Dark (VI),zero_dice_rate,55,15,0.01818181818181818,13751.0,0.0,0.05660377358490566
fastscnn_rgkd,D1_D4,Light (II-III),zero_dice_rate,23,7,0.13043478260869565,5185.0,0.0,0.42857142857142855
fastscnn_rgkd,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.07692307692307693,6059.0,0.0,0.2727272727272727
fastscnn_rgkd,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
fastscnn_rgkd,D1_D4,Brown (V),zero_dice_rate,12,3,0.08333333333333333,5963.0,,
fastscnn_rgkd,D1_D4,Dark (VI),zero_dice_rate,18,8,0.05555555555555555,7516.5,0.0,0.17647058823529413
fastscnn_rgkd,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
fastscnn_rgkd,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
fastscnn_rgkd,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
fastscnn_rgkd,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
fastscnn_rgkd,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
lraspp_mobilenetv3_rgkd,all,Light (II-III),zero_dice_rate,39,9,0.05128205128205128,8085.0,0.0,0.18518518518518517
lraspp_mobilenetv3_rgkd,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
lraspp_mobilenetv3_rgkd,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
lraspp_mobilenetv3_rgkd,all,Brown (V),zero_dice_rate,29,12,0.0,10961.0,0.0,0.0
lraspp_mobilenetv3_rgkd,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
lraspp_mobilenetv3_rgkd,D1_D4,Light (II-III),zero_dice_rate,23,7,0.08695652173913043,5185.0,0.0,0.3076923076923077
lraspp_mobilenetv3_rgkd,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
lraspp_mobilenetv3_rgkd,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
lraspp_mobilenetv3_rgkd,D1_D4,Brown (V),zero_dice_rate,12,3,0.0,5963.0,,
lraspp_mobilenetv3_rgkd,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
lraspp_mobilenetv3_rgkd,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
lraspp_mobilenetv3_rgkd,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
lraspp_mobilenetv3_rgkd,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
lraspp_mobilenetv3_rgkd,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
lraspp_mobilenetv3_rgkd,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
ppmobileseg_tiny_distilled,all,Light (II-III),zero_dice_rate,39,9,0.05128205128205128,8085.0,0.0,0.1111111111111111
ppmobileseg_tiny_distilled,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
ppmobileseg_tiny_distilled,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
ppmobileseg_tiny_distilled,all,Brown (V),zero_dice_rate,29,12,0.06896551724137931,10961.0,0.0,0.15151515151515152
ppmobileseg_tiny_distilled,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
ppmobileseg_tiny_distilled,D1_D4,Light (II-III),zero_dice_rate,23,7,0.08695652173913043,5185.0,0.0,0.15789473684210525
ppmobileseg_tiny_distilled,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
ppmobileseg_tiny_distilled,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
ppmobileseg_tiny_distilled,D1_D4,Brown (V),zero_dice_rate,12,3,0.16666666666666666,5963.0,,
ppmobileseg_tiny_distilled,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
ppmobileseg_tiny_distilled,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
ppmobileseg_tiny_distilled,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
ppmobileseg_tiny_distilled,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
ppmobileseg_tiny_distilled,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
ppmobileseg_tiny_distilled,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
ppmobileseg_tiny_rgkd,all,Light (II-III),zero_dice_rate,39,9,0.1282051282051282,8085.0,0.0,0.375
ppmobileseg_tiny_rgkd,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
ppmobileseg_tiny_rgkd,all,Tan (IV),zero_dice_rate,24,15,0.0,13550.0,0.0,0.0
ppmobileseg_tiny_rgkd,all,Brown (V),zero_dice_rate,29,12,0.06896551724137931,10961.0,0.0,0.15151515151515152
ppmobileseg_tiny_rgkd,all,Dark (VI),zero_dice_rate,55,15,0.0,13751.0,0.0,0.0
ppmobileseg_tiny_rgkd,D1_D4,Light (II-III),zero_dice_rate,23,7,0.21739130434782608,5185.0,0.041666666666666664,0.5714285714285714
ppmobileseg_tiny_rgkd,D1_D4,Intermediate (III-IV),zero_dice_rate,13,10,0.0,6059.0,0.0,0.0
ppmobileseg_tiny_rgkd,D1_D4,Tan (IV),zero_dice_rate,8,4,0.0,5837.5,,
ppmobileseg_tiny_rgkd,D1_D4,Brown (V),zero_dice_rate,12,3,0.16666666666666666,5963.0,,
ppmobileseg_tiny_rgkd,D1_D4,Dark (VI),zero_dice_rate,18,8,0.0,7516.5,0.0,0.0
ppmobileseg_tiny_rgkd,D5_D10,Light (II-III),zero_dice_rate,16,6,0.0,11510.5,0.0,0.0
ppmobileseg_tiny_rgkd,D5_D10,Intermediate (III-IV),zero_dice_rate,25,11,0.0,14122.0,0.0,0.0
ppmobileseg_tiny_rgkd,D5_D10,Tan (IV),zero_dice_rate,16,13,0.0,16700.0,0.0,0.0
ppmobileseg_tiny_rgkd,D5_D10,Brown (V),zero_dice_rate,17,10,0.0,14259.0,0.0,0.0
ppmobileseg_tiny_rgkd,D5_D10,Dark (VI),zero_dice_rate,37,12,0.0,16533.0,0.0,0.0
topformer_tiny_distilled,all,Light (II-III),zero_dice_rate,39,9,0.02564102564102564,8085.0,0.0,0.125
topformer_tiny_distilled,all,Intermediate (III-IV),zero_dice_rate,38,17,0.0,12117.5,0.0,0.0
