model,bin,median_gt_px,n,median_dice,mean_dice,mean_recall,mean_precision,zero_dice_n,zero_dice_rate,empty_pred_n
p3_adaptive_full,D1,4071.0,19,0.8261655222262378,0.650993064310986,0.6416777745231217,0.7781161875654493,3,0.15789473684210525,2
p3_adaptive_full,D2,5445.5,18,0.7847233980431325,0.7659070855720143,0.7361061732807131,0.8505997897734863,0,0.0,0
p3_adaptive_full,D3,6686.0,19,0.7446338662662308,0.7093209115605951,0.6312620608382801,0.8396346372504745,0,0.0,0
p3_adaptive_full,D4,8665.5,18,0.8065671675374196,0.807361756263934,0.7507006563262039,0.8857292273514712,0,0.0,0
p3_adaptive_full,D5,10622.0,19,0.7799778235387296,0.7376182108761269,0.6731354370751366,0.8717616619373763,0,0.0,0
p3_adaptive_full,D6,11957.5,18,0.8546736203478416,0.787233016144255,0.7296559377421005,0.9053083438593839,0,0.0,0
p3_adaptive_full,D7,13841.0,18,0.7742995822570014,0.7625181337533475,0.7107208606415312,0.8704991167978131,0,0.0,0
p3_adaptive_full,D8,15506.0,19,0.7913689936536719,0.7619094422894012,0.7207915505611799,0.8616457954982149,0,0.0,0
p3_adaptive_full,D9,19152.0,18,0.8617373314493443,0.8096647503093757,0.778478261121981,0.8752213428615155,0,0.0,0
p3_adaptive_full,D10,31415.0,19,0.7952385783368842,0.7319381949280336,0.634080976143435,0.9238084432306849,0,0.0,0
p3_adaptive_hard,D1,4071.0,19,0.7887998085437358,0.6632514358312748,0.7075868879363053,0.6821149300078583,1,0.05263157894736842,0
p3_adaptive_hard,D2,5445.5,18,0.831562608031658,0.7561061386752841,0.7912351182750348,0.7547782572864943,0,0.0,0
p3_adaptive_hard,D3,6686.0,19,0.7455066921606118,0.6841626139726569,0.6572325489714078,0.7323859382830922,0,0.0,0
p3_adaptive_hard,D4,8665.5,18,0.7940404922448683,0.8005400216169776,0.7540684653036968,0.8763502975366889,0,0.0,0
p3_adaptive_hard,D5,10622.0,19,0.8243259154597904,0.7732221157198242,0.7238451717236689,0.8735918163483718,0,0.0,0
p3_adaptive_hard,D6,11957.5,18,0.8682163447608402,0.7944327117506932,0.7405501875944188,0.8786842605508152,0,0.0,0
p3_adaptive_hard,D7,13841.0,18,0.7983482926775445,0.7262134452351505,0.6670665364943836,0.8495416632672538,0,0.0,0
p3_adaptive_hard,D8,15506.0,19,0.8598480978168318,0.7756165871437787,0.7262040752112697,0.875026093304925,0,0.0,0
p3_adaptive_hard,D9,19152.0,18,0.8064978699174306,0.7653508748279051,0.7288657781920405,0.8311693924106431,0,0.0,0
p3_adaptive_hard,D10,31415.0,19,0.698255033557047,0.6826838824017226,0.5690234515574433,0.899017923933816,0,0.0,0
p2_cwd_b5_to_b0,D1,4071.0,19,0.8289490568458874,0.6858286479642148,0.7165982540714001,0.721095500092144,3,0.15789473684210525,1
p2_cwd_b5_to_b0,D2,5445.5,18,0.8669851319271848,0.8250885363538193,0.8301950718461352,0.8475904022605578,0,0.0,0
p2_cwd_b5_to_b0,D3,6686.0,19,0.8264689288304989,0.750478596811601,0.7152049799816969,0.8046565763172234,0,0.0,0
p2_cwd_b5_to_b0,D4,8665.5,18,0.8123985541840006,0.8010804856098849,0.754605430174419,0.8651337606743819,0,0.0,0
p2_cwd_b5_to_b0,D5,10622.0,19,0.8175273510571963,0.7954670458295766,0.7404686978932317,0.8880511685581965,0,0.0,0
p2_cwd_b5_to_b0,D6,11957.5,18,0.8427216200359736,0.8057473653329593,0.7497417588245927,0.8878049702032907,1,0.05555555555555555,0
p2_cwd_b5_to_b0,D7,13841.0,18,0.8175543723351258,0.7754335358999631,0.7306639175727082,0.8620520054368631,0,0.0,0
p2_cwd_b5_to_b0,D8,15506.0,19,0.8166175438596491,0.7915362439173614,0.7366150306474077,0.8932512252660693,0,0.0,0
p2_cwd_b5_to_b0,D9,19152.0,18,0.8416623243821988,0.7889887575685463,0.7584981285596624,0.8468299924551422,0,0.0,0
p2_cwd_b5_to_b0,D10,31415.0,19,0.7478132314894665,0.7233128920122399,0.6215325247874065,0.9040622461076374,0,0.0,0
p2_bpkd_b5_to_b0,D1,4071.0,19,0.7716496744871637,0.7197036991813173,0.7329027039480264,0.7607898557805723,0,0.0,0
p2_bpkd_b5_to_b0,D2,5445.5,18,0.7847427117584325,0.7616913742347565,0.7560256961057783,0.8123253418198627,0,0.0,0
p2_bpkd_b5_to_b0,D3,6686.0,19,0.8149571007811499,0.7161714370959299,0.6882877425159258,0.8278529055237408,1,0.05263157894736842,1
p2_bpkd_b5_to_b0,D4,8665.5,18,0.8072908977893964,0.799627343655698,0.7382242947255946,0.9006842688244527,0,0.0,0
p2_bpkd_b5_to_b0,D5,10622.0,19,0.8121897116298722,0.7447075831212068,0.7360524130342315,0.853468125668796,0,0.0,0
p2_bpkd_b5_to_b0,D6,11957.5,18,0.8519596977675392,0.7876256221559017,0.7365367992857036,0.9155935111688035,0,0.0,0
p2_bpkd_b5_to_b0,D7,13841.0,18,0.7826701108144785,0.7329200141098985,0.7052465504021173,0.7962698439438578,0,0.0,0
p2_bpkd_b5_to_b0,D8,15506.0,19,0.8571907850592708,0.8136099051963036,0.7742495158582167,0.8898204238924087,0,0.0,0
p2_bpkd_b5_to_b0,D9,19152.0,18,0.8447305002764602,0.8236422156519289,0.7993610874655945,0.864563787323398,0,0.0,0
p2_bpkd_b5_to_b0,D10,31415.0,19,0.7753305108958208,0.7558211800870688,0.6716932074047627,0.9010367848419109,0,0.0,0
p2_ensemble_uniform,D1,4071.0,19,0.8046429274050757,0.7080304847323445,0.7570972236204045,0.7226187200517417,1,0.05263157894736842,0
p2_ensemble_uniform,D2,5445.5,18,0.8385018980941615,0.7923159829007365,0.7824947629675054,0.8503646563908106,0,0.0,0
p2_ensemble_uniform,D3,6686.0,19,0.7956952216960826,0.738472799486512,0.695233746416177,0.8039078389198986,0,0.0,0
p2_ensemble_uniform,D4,8665.5,18,0.8382507131184147,0.8407701012246784,0.7944123439960633,0.9032058391443277,0,0.0,0
p2_ensemble_uniform,D5,10622.0,19,0.7872639614302933,0.7832607258666983,0.7236226594278609,0.8953346736034575,0,0.0,0
p2_ensemble_uniform,D6,11957.5,18,0.824263581213744,0.7872074175857047,0.7173758552988798,0.8916489797294405,1,0.05555555555555555,0
p2_ensemble_uniform,D7,13841.0,18,0.7876742979222069,0.7296378701582529,0.6553703237829717,0.8703905900310543,0,0.0,0
p2_ensemble_uniform,D8,15506.0,19,0.8340760700590735,0.7696615887229267,0.7150802967980665,0.892666864821513,0,0.0,0
p2_ensemble_uniform,D9,19152.0,18,0.8494818326291329,0.7892579545063731,0.727121679606315,0.9078933564957781,0,0.0,0
p2_ensemble_uniform,D10,31415.0,19,0.7414922115289215,0.6830534110823303,0.5840932768829769,0.892539255915323,0,0.0,0
expA_b5_to_b0_response,D1,4071.0,19,0.7879475542107918,0.7087819310789769,0.6933664294901829,0.7639717851522653,1,0.05263157894736842,0
expA_b5_to_b0_response,D2,5445.5,18,0.7991866700387422,0.7959094778780135,0.77869417451978,0.8588732635747852,0,0.0,0
expA_b5_to_b0_response,D3,6686.0,19,0.7714538484222944,0.7291975401111827,0.6893763135662079,0.7876781094014418,0,0.0,0
expA_b5_to_b0_response,D4,8665.5,18,0.828003139891118,0.7986713500869427,0.7577781767641116,0.865702859518221,0,0.0,0
expA_b5_to_b0_response,D5,10622.0,19,0.8082868861078978,0.7595611480899093,0.7030757259882857,0.8940180882906744,0,0.0,0
expA_b5_to_b0_response,D6,11957.5,18,0.8211315784778999,0.7874024180034815,0.7237079169897904,0.898251306742406,0,0.0,0
expA_b5_to_b0_response,D7,13841.0,18,0.8048411700498235,0.7635643103740712,0.6783720749132791,0.9063925719361259,0,0.0,0
expA_b5_to_b0_response,D8,15506.0,19,0.860921181155609,0.8003742357976832,0.7410321306031303,0.906295881709648,0,0.0,0
expA_b5_to_b0_response,D9,19152.0,18,0.8441358502591987,0.8246590952431153,0.75203114523969,0.9240587405785889,0,0.0,0
expA_b5_to_b0_response,D10,31415.0,19,0.6984597584785596,0.7217110413660066,0.616951752322304,0.9132401126957368,0,0.0,0
x_angular_b5_to_b0,D1,4071.0,19,0.8041903776513192,0.7168299035919666,0.7034191216092538,0.7783576429197127,0,0.0,0
x_angular_b5_to_b0,D2,5445.5,18,0.8137506976744412,0.7402240257013871,0.7166935815477272,0.8706891711789544,1,0.05555555555555555,1
x_angular_b5_to_b0,D3,6686.0,19,0.7635456082441028,0.7135127788412473,0.6555845124965679,0.8162299695983332,0,0.0,0
x_angular_b5_to_b0,D4,8665.5,18,0.8132337117518293,0.7730368454483338,0.706317041332204,0.8709121029228291,0,0.0,0
x_angular_b5_to_b0,D5,10622.0,19,0.7828599465736248,0.7348704725323879,0.669298581673295,0.9158122426093832,0,0.0,0
x_angular_b5_to_b0,D6,11957.5,18,0.8024517994486116,0.7676538219323209,0.6737854272093373,0.9180207834819369,1,0.05555555555555555,0
x_angular_b5_to_b0,D7,13841.0,18,0.7172504045763066,0.7316214392776492,0.6693085478646563,0.8578214585425735,0,0.0,0
x_angular_b5_to_b0,D8,15506.0,19,0.8400274160383825,0.7893569197878233,0.7339451367490774,0.8909974313661254,0,0.0,0
x_angular_b5_to_b0,D9,19152.0,18,0.8285743022281673,0.7789705353382665,0.7104984924897462,0.9032592372975358,0,0.0,0
x_angular_b5_to_b0,D10,31415.0,19,0.6862831468593076,0.6764485059823139,0.5538493139643406,0.9480827324975107,0,0.0,0
fastscnn_distilled,D1,4071.0,19,0.5673011556764106,0.4828256689080252,0.4514185518843172,0.7084898648387867,4,0.21052631578947367,2
fastscnn_distilled,D2,5445.5,18,0.7733353327086137,0.7117992316464622,0.7503888164722565,0.7338454514787413,0,0.0,0
fastscnn_distilled,D3,6686.0,19,0.678952622283652,0.5086012922506893,0.5226834839821382,0.6255667575412025,3,0.15789473684210525,2
fastscnn_distilled,D4,8665.5,18,0.649016056317289,0.6403997572626171,0.604140814853413,0.7908001229030012,1,0.05555555555555555,1
fastscnn_distilled,D5,10622.0,19,0.7204301075268817,0.6302568613003207,0.5961825011658046,0.8445577078270563,2,0.10526315789473684,2
fastscnn_distilled,D6,11957.5,18,0.8174992376377408,0.7659583166804983,0.7276038639845475,0.8656828391459894,0,0.0,0
fastscnn_distilled,D7,13841.0,18,0.6500991683205297,0.6041562615460617,0.5524401858695982,0.8246608068051333,0,0.0,0
fastscnn_distilled,D8,15506.0,19,0.9029491609081934,0.7479449194837477,0.7470906724955754,0.7653995618175652,1,0.05263157894736842,0
fastscnn_distilled,D9,19152.0,18,0.7286151115513948,0.6237959115307566,0.5996488421922795,0.7465052859804626,2,0.1111111111111111,1
fastscnn_distilled,D10,31415.0,19,0.6155409775478149,0.6214159355855049,0.5405614607699105,0.8568817159829109,0,0.0,0
fastscnn_rgkd,D1,4071.0,19,0.5993649113522096,0.47864475775758797,0.5306618411039623,0.5044015411715858,4,0.21052631578947367,1
fastscnn_rgkd,D2,5445.5,18,0.7485680799690242,0.7318257570511739,0.7990370994451089,0.7007114250515513,0,0.0,0
fastscnn_rgkd,D3,6686.0,19,0.6783988957902002,0.5303236397439846,0.5303002501452466,0.5766116191609033,2,0.10526315789473684,0
fastscnn_rgkd,D4,8665.5,18,0.7244902444798593,0.6685872006227982,0.6194471486970191,0.787093482570294,0,0.0,0
fastscnn_rgkd,D5,10622.0,19,0.7412177093652366,0.6875335249828121,0.6600837911321565,0.7696164399605552,0,0.0,0
fastscnn_rgkd,D6,11957.5,18,0.7706771250137768,0.733877916413113,0.6844305320732395,0.8268142233008964,0,0.0,0
fastscnn_rgkd,D7,13841.0,18,0.6806478103105283,0.6519500051058589,0.5910060315202011,0.7823622623960582,0,0.0,0
fastscnn_rgkd,D8,15506.0,19,0.8545326223337516,0.746577505199696,0.7096852619225644,0.7965220764127495,0,0.0,0
fastscnn_rgkd,D9,19152.0,18,0.7247467919672071,0.6512122290375965,0.5790411051892361,0.7646532814145339,0,0.0,0
fastscnn_rgkd,D10,31415.0,19,0.5481543358345455,0.5487167570642891,0.4420601119975551,0.8354022331430198,0,0.0,0
lraspp_mobilenetv3_rgkd,D1,4071.0,19,0.7562262753448755,0.6977586595223998,0.6846757945040579,0.7644230467986436,1,0.05263157894736842,0
lraspp_mobilenetv3_rgkd,D2,5445.5,18,0.7698851911445059,0.7199501496400921,0.6889906065917308,0.8017915962662158,0,0.0,0
lraspp_mobilenetv3_rgkd,D3,6686.0,19,0.5094638891826161,0.5566872081316627,0.5090023719512139,0.7865532362072086,0,0.0,0
lraspp_mobilenetv3_rgkd,D4,8665.5,18,0.7571301192554979,0.700088209672526,0.6394182040574047,0.8737531924418129,1,0.05555555555555555,1
lraspp_mobilenetv3_rgkd,D5,10622.0,19,0.7777109882183217,0.7396268744118416,0.6524941855705778,0.8970539987545799,0,0.0,0
lraspp_mobilenetv3_rgkd,D6,11957.5,18,0.8110924050656841,0.7912765841001008,0.7388997836664135,0.8977686264775966,0,0.0,0
lraspp_mobilenetv3_rgkd,D7,13841.0,18,0.745032134274833,0.7467585340028751,0.6979095277533615,0.8351413038344906,0,0.0,0
lraspp_mobilenetv3_rgkd,D8,15506.0,19,0.8599315068493151,0.8015801025514054,0.773495801632588,0.8583333165961938,0,0.0,0
lraspp_mobilenetv3_rgkd,D9,19152.0,18,0.7988022812024294,0.7654049711431645,0.6874473569090663,0.8860538357341627,0,0.0,0
lraspp_mobilenetv3_rgkd,D10,31415.0,19,0.7586518406334276,0.7325439724749421,0.6669879584529603,0.8780784570724068,0,0.0,0
ppmobileseg_tiny_distilled,D1,4071.0,19,0.6894578313253013,0.6433334980428371,0.7001810736612203,0.7296726915787691,0,0.0,0
ppmobileseg_tiny_distilled,D2,5445.5,18,0.7750454148959209,0.7145011694201322,0.7163213482937656,0.7607458583900538,1,0.05555555555555555,0
ppmobileseg_tiny_distilled,D3,6686.0,19,0.6750629722921915,0.5950551993891571,0.5904801870458961,0.7355453566452733,2,0.10526315789473684,2
ppmobileseg_tiny_distilled,D4,8665.5,18,0.7202411810934297,0.6313994610397601,0.6164602889027406,0.7978601300777732,1,0.05555555555555555,1
ppmobileseg_tiny_distilled,D5,10622.0,19,0.7412088599674634,0.6776417442021635,0.6160700576267996,0.846436943889955,0,0.0,0
ppmobileseg_tiny_distilled,D6,11957.5,18,0.7895005029158597,0.708031008333314,0.680142735391383,0.8218659057163927,0,0.0,0
ppmobileseg_tiny_distilled,D7,13841.0,18,0.7362648458763457,0.6960808358587263,0.6537023170701415,0.8242237697749606,0,0.0,0
ppmobileseg_tiny_distilled,D8,15506.0,19,0.852198167929253,0.7724608592692901,0.7821000404866804,0.7891519247879588,0,0.0,0
ppmobileseg_tiny_distilled,D9,19152.0,18,0.8151640801129645,0.7582729393222392,0.7147171383001073,0.8405567835674597,0,0.0,0
ppmobileseg_tiny_distilled,D10,31415.0,19,0.7218659477923078,0.6978553535433744,0.6371491265845067,0.8772479706100341,0,0.0,0
ppmobileseg_tiny_rgkd,D1,4071.0,19,0.6370093457943925,0.569529460779479,0.5710935938437088,0.7871411479038694,3,0.15789473684210525,2
ppmobileseg_tiny_rgkd,D2,5445.5,18,0.7025298381219257,0.6392377883143762,0.618444715188468,0.7624692093826713,1,0.05555555555555555,0
ppmobileseg_tiny_rgkd,D3,6686.0,19,0.7329012069736254,0.6088475849715241,0.6366257632772812,0.7160668424086377,2,0.10526315789473684,2
ppmobileseg_tiny_rgkd,D4,8665.5,18,0.7039708573330739,0.6577064649549094,0.6417669643736751,0.7556098521453648,1,0.05555555555555555,1
ppmobileseg_tiny_rgkd,D5,10622.0,19,0.707620754808391,0.6763675709465775,0.6304204130242396,0.8079899051714837,0,0.0,0
ppmobileseg_tiny_rgkd,D6,11957.5,18,0.750061545354161,0.7455815147005671,0.7218915198713878,0.8171013805217073,0,0.0,0
ppmobileseg_tiny_rgkd,D7,13841.0,18,0.7024457642360618,0.6642433328675854,0.638112280432702,0.8089246557153049,0,0.0,0
ppmobileseg_tiny_rgkd,D8,15506.0,19,0.843962297705851,0.7758961410967284,0.7774252874617789,0.7997561610880443,0,0.0,0
ppmobileseg_tiny_rgkd,D9,19152.0,18,0.7928951453106612,0.7326688973806177,0.692332054106149,0.810073905128321,0,0.0,0
ppmobileseg_tiny_rgkd,D10,31415.0,19,0.7233178997143138,0.7143325886917002,0.6394775835750541,0.8672564797752051,0,0.0,0
topformer_tiny_distilled,D1,4071.0,19,0.6719223771983021,0.6331853405339981,0.7324603959036994,0.5976599225713014,1,0.05263157894736842,0
topformer_tiny_distilled,D2,5445.5,18,0.7456301695178723,0.7220091154396462,0.7898793896450819,0.6858189660472871,0,0.0,0
topformer_tiny_distilled,D3,6686.0,19,0.6984441046856732,0.6501627393966026,0.6558084241847585,0.6835678057086736,0,0.0,0
topformer_tiny_distilled,D4,8665.5,18,0.7677094528098601,0.6965372874753951,0.66476664410288,0.8000200324700901,0,0.0,0
topformer_tiny_distilled,D5,10622.0,19,0.7596439169139466,0.6529912365670829,0.6130343014820712,0.811855883799443,0,0.0,0
topformer_tiny_distilled,D6,11957.5,18,0.7732195517141836,0.7221402805649368,0.6708619807885609,0.8191665707696256,0,0.0,0
topformer_tiny_distilled,D7,13841.0,18,0.7142598377132268,0.6589479110309375,0.6063533810450115,0.7960217607408929,0,0.0,0
topformer_tiny_distilled,D8,15506.0,19,0.7997320302648171,0.7416315025961219,0.6859437273684454,0.845655485564646,0,0.0,0
topformer_tiny_distilled,D9,19152.0,18,0.7847772917919826,0.7497879134529452,0.6854249079432737,0.8625822214761304,0,0.0,0
topformer_tiny_distilled,D10,31415.0,19,0.6390377969468557,0.6412966518903015,0.533008191680639,0.9011658627506971,0,0.0,0
topformer_tiny_rgkd,D1,4071.0,19,0.7549476135040745,0.6348651591312573,0.7188483291138402,0.5964559485692744,1,0.05263157894736842,0
topformer_tiny_rgkd,D2,5445.5,18,0.7928008073261469,0.7166276813280918,0.79691871453302,0.667638224318223,0,0.0,0
topformer_tiny_rgkd,D3,6686.0,19,0.668615787881843,0.657171207284156,0.6639813726184216,0.6930756850044014,0,0.0,0
topformer_tiny_rgkd,D4,8665.5,18,0.7091564597421407,0.6861427260119143,0.6701816576366524,0.7674209899353861,0,0.0,0
topformer_tiny_rgkd,D5,10622.0,19,0.72844900970433,0.6775095018619501,0.6366736357460432,0.8190512921554016,0,0.0,0
topformer_tiny_rgkd,D6,11957.5,18,0.7952605881662425,0.7126415601873849,0.6531321860638694,0.819314336756664,0,0.0,0
topformer_tiny_rgkd,D7,13841.0,18,0.7460430660959984,0.677489096557922,0.6325704473060108,0.804910085563345,0,0.0,0
topformer_tiny_rgkd,D8,15506.0,19,0.804464249213033,0.6876422132560214,0.6259684116510467,0.834012219217701,0,0.0,0
topformer_tiny_rgkd,D9,19152.0,18,0.7468889347646573,0.7107853330499245,0.6325018371707875,0.8537711963631821,0,0.0,0
topformer_tiny_rgkd,D10,31415.0,19,0.6498368113935318,0.6428088046202391,0.5399773010015272,0.8858613229202165,0,0.0,0
